city_id,name,short_description,description,location,latitude,longitude,created_at,city_name,country_name,type
89,"{'en': 'Sport Vision Zabljak', 'ar': 'سبورت فيجن زابلياك', 'sq': 'Vizion sportiv zabljak'}","{'en': 'Explore Sport Vision Zabljak for a diverse shopping experience with convenient payment options and quick visits.', 'ar': 'استكشف سبورت فيجن زابلياك لتجربة تسوق متنوعة مع خيارات دفع مريحة وزيارات سريعة.', 'sq': 'Eksploroni Sport Vision Zabljak për një përvojë të larmishme blerjeje me mundësi të përshtatshme pagese dhe vizita të shpejta.'}","{'en': {'Location': [""Discover Žabljak, Montenegro's vibrant shopping hub for sports enthusiasts and fashion-forward individuals.""], 'Top Stores': ['Sportswear Haven - Sport Vision', 'Trendy Fashion Finds - Shopping Centre Kamelija', 'Unique Souvenirs - Krilima divljine'], 'Top Restaurants & Cafes': ['Indulge in Local Delights at Aroma centar', ""Family Farm Apartments' Cozy Dining Spot""], 'Opening Hours': ['Sport Vision Zabljak: Open daily with flexible hours. Check out Shopping Centre Kamelija for extended shopping experiences.']}, 'ar': {'موقع': ['اكتشف زابلياك، مركز التسوق النابض بالحياة في الجبل الأسود لعشاق الرياضة ومحبي الأزياء.'], 'أعلى المتاجر': ['ملاذ الملابس الرياضية - الرؤية الرياضية', 'اكتشف أحدث صيحات الأزياء في مركز تسوق كاميليا', None], 'أفضل المطاعم والمقاهي': ['انغمس في النكهات المحلية في أروما سنتر', 'بقعة طعام مريحة'], 'ساعات العمل': ['سبورت فيجن زابلياك: مفتوح يوميًا بساعات عمل مرنة، تفضل بزيارة مركز تسوق كاميليا لتجارب تسوق ممتدة.']}, 'sq': {'Vend': ['Zbuloni Žabljak, qendra e gjallë e blerjeve të Malit të Zi për entuziastët e sporteve dhe individët përpara të modës.'], 'Dyqanet më të larta': ['Veshja e veshjeve sportive - Vizioni Sport', 'Gjetjet e modës në modë - Qendra Tregtare Kamelija', 'Suvenire unike - Krilima Divljine'], 'Restorantet më të mira dhe kafenetë': ['Kënaquni me kënaqësitë lokale në Aromën Centar', 'Vendi komod i ngrënies së apartamenteve në fermë familjare'], 'Orët e hapjes': ['Sport Vision Zabljak: Hapni çdo ditë me orë fleksibël. Shikoni qendrën tregtare Kamelija për përvojat e zgjatura të blerjeve.']}}",https://www.google.com/maps?q=Sport%20Vision%20Zabljak&ftid=0x134d39ed29e8f70f:0xfad090763f4bf8ed,43.15255,19.130310599999998,2025-08-18T21:25:16.000000Z,Žabljak,Montenegro,shop
89,"{'en': 'Shopping Centre Kamelija', 'ar': 'مركز التسوق كاميليجا', 'sq': 'Qendra Tregtare Kamelija'}","{'en': ""Family-friendly dining & a grocery store. Quaint shopping center with fashion boutiques & a grocery store, plus a food court & kids' playroom."", 'ar': 'تناول الطعام الصديق للعائلة ومتجر البقالة. مركز التسوق الجذاب مع متاجر الموضة ومتجر البقالة ، بالإضافة إلى قاعة الطعام واللعب للأطفال.', 'sq': 'Ngrënie familjare dhe një dyqan ushqimesh ushqimore. Qendra e çuditshme tregtare me butikët e modës dhe një dyqan ushqimesh, plus një sallë pritjeje të gjykatës ushqimore dhe për fëmijë.'}","{'en': {'Top Stores': [""Discover unique souvenirs at 'Krilima divljine'"", 'Explore a variety of products at Shopping Centre Kamelija', 'Indulge in trendy fashion at exclusive boutiques'], 'Top Restaurants & Cafes': ['Savor local delicacies at Café Delight', 'Enjoy international cuisine at Bistro Fusion', 'Relax with coffee and pastries at Sweet Haven'], 'Opening Hours': ['Experience convenience with daily opening from 7 AM to 10 PM, ensuring ample time for leisurely shopping and entertainment.'], 'Location': ['Shopping Centre Kamelija']}, 'ar': {'أعلى المتاجر': ['اكتشف الهدايا التذكارية الفريدة في ""كريليما ديفلييني""', 'استكشف مجموعة متنوعة من المنتجات في مركز تسوق كاميليا', 'تنغمس في الأزياء العصرية في متاجر حصرية'], 'موقع': ['مركز التسوق كاميليجا'], 'أفضل المطاعم والمقاهي': ['تذوق الأطباق المحلية في مقهى البهجة', 'استمتع بالمأكولات العالمية في بيسترو فيوجن', 'استرخ مع القهوة والمعجنات في سويت هافن'], 'ساعات العمل': ['تجربة الراحة مع الافتتاح اليومي من الساعة 7 صباحًا إلى 10 مساءً ، مما يضمن وقتًا كبيرًا للتسوق والترفيه على مهل.']}, 'sq': {'Dyqanet më të larta': [""Zbuloni suvenire unike në 'Krilima DivlJine'"", 'Eksploroni një shumëllojshmëri të produkteve në qendrën tregtare Kamelija', 'Kënaqem me modë të modës në butikët ekskluzivë'], 'Vend': ['Qendra Tregtare Kamelija'], 'Restorantet më të mira dhe kafenetë': ['Shijoni shijet lokale në Café Delight', 'Shijoni kuzhinën ndërkombëtare në Bistro Fusion', 'Relaksohuni me kafe dhe pasta në Sweet Haven'], 'Orët e hapjes': ['Përjetoni lehtësi me hapjen e përditshme nga 7 e mëngjesit deri në 10 pasdite, duke siguruar kohë të bollshme për blerje dhe argëtim të lirë.']}}",https://www.google.com/maps?q=Shopping%20Centre%20Kamelija&ftid=0x134c33051325be25:0x6d413ee96edd638a,42.427841199999996,18.7704544,2025-08-18T21:23:52.000000Z,Žabljak,Montenegro,shop
89,"{'en': 'Family Farm Apartments, Durmitor', 'ar': 'شقق فاميلي فارم، دورميتور', 'sq': 'Apartamente të fermave familjare, durmittor'}","{'en': 'Immerse in local culture at Family Farm Apartments, Durmitor. Explore a vibrant food market and unique shopping experiences.', 'ar': 'انغمس في الثقافة المحلية في شقق فاميلي فارم بدورميتور. استكشف سوقًا غذائيًا نابضًا بالحياة وتجارب تسوق فريدة.', 'sq': 'Zhyt në kulturën lokale në apartamentet e fermave familjare, Durmittor. Eksploroni një treg të gjallë të ushqimit dhe përvojat unike të blerjeve.'}","{'en': {'Location': ['Discover the charm of Virak, Montenegro - a mountain cabin haven for authentic shopping adventures.'], 'Top Stores': ['Indulge in fresh produce at Local Food Market', 'Find quality sportswear at Sport Vision Zabljak', 'Explore diverse offerings at Shopping Centre Kamelija'], 'Top Restaurants & Cafes': ['Savor local flavors at Aroma Centar', 'Enjoy arcade games and snacks at Shopping Centre Kamelija'], 'Opening Hours': ['Aroma Centar: Tue-Sat 8AM-9:30PM, Sun-Mon Closed', 'Shopping Centre Kamelija: Tue-Sat 7AM-10PM, Sun-Mon Closed']}, 'ar': {'موقع': ['اكتشف سحر فيراك في مونتينيغرو – ملاذ الأكواخ الجبلية لمغامرات تسوق أصيلة.'], 'أعلى المتاجر': ['تنغمس في المنتجات الطازجة في سوق المواد الغذائية المحلية', 'ابحث عن ملابس رياضية عالية الجودة في سبورت فيجن جابلجاك', 'استكشف العروض المتنوعة في مركز تسوق كاميليا'], 'أفضل المطاعم والمقاهي': ['تذوّق النكهات المحلية في أروما سنتر', 'استمتع بألعاب الممرات والوجبات الخفيفة في مركز تسوق كاميليا'], 'ساعات العمل': ['أروما سنتر: من الثلاثاء إلى السبت من 8 صباحًا حتى 9:30 مساءً، مغلق يومي الأحد والاثنين.', 'مركز تسوق كاميليا: من الثلاثاء إلى السبت من 7 صباحًا حتى 10 مساءً، مغلق يومي الأحد والاثنين.']}, 'sq': {'Vend': ['Zbuloni hijeshinë e Virak, Mali i Zi - Një strehë kabine malore për aventura autentike të blerjeve.'], 'Dyqanet më të larta': ['Kënaqem me prodhime të freskëta në tregun lokal të ushqimit', 'Gjeni veshje sportive cilësore në Sport Vision Zabljak', 'Eksploroni oferta të ndryshme në qendrën tregtare Kamelija'], 'Restorantet më të mira dhe kafenetë': ['Shijoni aromat lokale në Aroma Centar', 'Shijoni lojëra arcade dhe snacks në qendrën tregtare Kamelija'], 'Orët e hapjes': ['Qendra e Aromës: Tue-Sat 8 AM-9:30 pasdite, Sun-Mon i Mbyllur', 'Qendra Tregtare Kamelija: Tue-Sat 7 AM-10:00, Sun-Mon Mbyllur']}}",https://www.google.com/maps?q=Family%20Farm%20Apartments%2C%20Durmitor&ftid=0x134d3e893180d03d:0x97d68066e434e8d8,43.120211499999996,19.1086471,2025-08-18T21:22:32.000000Z,Žabljak,Montenegro,shop
89,"{'en': 'Aroma centar', 'ar': 'مركز أروما', 'sq': 'Qindvjeçar'}","{'en': 'Discover a vibrant shopping experience at Aroma centar, offering fresh produce and convenient amenities for a quick visit.', 'ar': 'اكتشف تجربة تسوق نابضة بالحياة في أروما سنتر، حيث يقدّم منتجات طازجة ووسائل راحة مريحة لزيارة سريعة.', 'sq': 'Zbuloni një përvojë të gjallë për blerje në Aroma Centar, duke ofruar prodhime të freskëta dhe pajisje të përshtatshme për një vizitë të shpejtë.'}","{'en': {'Location': [""Explore Žabljak, Montenegro's bustling shopping hub at Aroma centar.""], 'Top Stores': ['Fresh Produce Market', ""Family Farm Apartments' Local Products"", 'Sportswear at Sport Vision Zabljak'], 'Top Restaurants & Cafes': ['Enjoy local cuisine at Family Farm Apartments', ""Grab a snack at Shopping Centre Kamelija's Arcade Cafe""], 'Opening Hours': ['Aroma centar is open from 8 AM to 9:30 PM daily except Sundays.']}, 'ar': {'موقع': ['استكشف جابلجاك، مركز التسوق النابض بالحياة في الجبل الأسود داخل أروما سنتر.'], 'أعلى المتاجر': ['سوق المنتجات الطازجة', 'ملابس رياضية في Sport Vision Zabljak', 'ملابس رياضية في سبورت فيجن جابلجاك'], 'أفضل المطاعم والمقاهي': ['استمتع بالمأكولات المحلية في شقق فاميلي فارم', 'استمتع بوجبة خفيفة في مقهى آركيد في مركز تسوق كاميليا'], 'ساعات العمل': ['استمتع بوجبة خفيفة في مقهى آركيد في مركز تسوق كاميليا']}, 'sq': {'Vend': ['Eksploroni Žabljak, qendra e blerjeve marramendëse e Malit të Zi në Aroma Centar.'], 'Dyqanet më të larta': ['Tregu i Prodhimeve të freskëta', 'Produktet lokale të apartamenteve të fermave familjare', 'Veshje sportive në Sport Vision Zabljak'], 'Restorantet më të mira dhe kafenetë': ['Shijoni kuzhinën lokale në apartamentet e fermave familjare', 'Grab një rostiçeri në qendrën tregtare Cafe Arcade Cafe e Kamelija'], 'Orët e hapjes': ['Aroma Centar është e hapur nga 8 e mëngjesit deri në 9:30 pasdite çdo ditë përveç të dielave.']}}",https://www.google.com/maps?q=Aroma%20centar&ftid=0x134d39f977f3186f:0x3868a2a3c8cf238a,43.152529,19.1302392,2025-08-18T21:20:34.000000Z,Žabljak,Montenegro,shop
89,"{'en': 'Local food market', 'ar': 'سوق الأغذية المحلي', 'sq': 'Tregu lokal i ushqimit'}","{'en': 'Immerse in a vibrant local food market offering fresh produce and diverse offerings for an authentic culinary experience.', 'ar': 'الانغماس في سوق المواد الغذائية المحلية النابضة بالحياة يقدم المنتجات الطازجة وعروض متنوعة لتجربة الطهي الأصلية.', 'sq': 'Zhyt në një treg të gjallë lokal të ushqimit që ofron prodhime të freskëta dhe oferta të ndryshme për një përvojë autentike të kuzhinës.'}","{'en': {'Location': [""Discover Žabljak, Montenegro's bustling market hub for a taste of local flavors and culture.""], 'Top Stores': ['Aroma centar with great produce', 'Family Farm Apartments for unique finds', 'Sport Vision Zabljak for sports enthusiasts'], 'Top Restaurants & Cafes': ['Indulge in traditional Montenegrin cuisine at nearby eateries'], 'Opening Hours': ['Aroma centar: Mon-Fri 8AM-9:30PM, Sat 8AM-9:30PM, Sun Closed', 'Shopping Centre Kamelija: Mon-Fri 7AM-10PM, Sat 7AM-10PM, Sun Closed']}, 'ar': {'موقع': ['اكتشف جابلجاك، المركز الحيوي للأسواق في الجبل الأسود، لتذوّق النكهات المحلية واستكشاف الثقافة.'], 'أعلى المتاجر': ['رائحة سنتار مع منتجات كبيرة', 'شقق المزرعة العائلية للاكتشافات الفريدة', 'سبورت فيجن جابلجاك لعشّاق الرياضة'], 'أفضل المطاعم والمقاهي': ['تنغمس في مأكولات الجبل الأسود التقليدي في المطاعم القريبة'], 'ساعات العمل': ['أروما سنتر: من الإثنين إلى الجمعة من 8 صباحًا حتى 9:30 مساءً، والسبت من 8 صباحًا حتى 9:30 مساءً، مغلق يوم الأحد.', 'مركز تسوق كاميليا: من الإثنين إلى الجمعة من 7 صباحًا حتى 10 مساءً، والسبت من 7 صباحًا حتى 10 مساءً، مغلق يوم الأحد.']}, 'sq': {'Vend': ['Zbuloni Žabljak, qendra e tregut marramendëse të Malit të Zi për një shije të aromave dhe kulturës lokale.'], 'Dyqanet më të larta': ['Aroma Centar me prodhime të mëdha', 'Apartamente të fermave familjare për gjetje unike', 'Sport Vizioni Zabljak për entuziastët e sportit'], 'Restorantet më të mira dhe kafenetë': ['Kënaquni në kuzhinën tradicionale të Malit të Zi'], 'Orët e hapjes': ['Aroma Centar: Mon-Fri 8 AM-9:30 pasdite, Sat 8 AM-9:30, Dielli i Mbyllur', 'Qendra Tregtare Kamelija: Mon-Premte 7 AM-10:00, Sat 7 AM-10:00, Dielli i Mbyllur']}}",https://www.google.com/maps?q=Local%20food%20market&ftid=0x134d39f5d0a513d3:0x81de2cc2d41f704a,43.1559781,19.1204559,2025-08-18T21:18:38.000000Z,Žabljak,Montenegro,shop
89,"{'en': 'Boskovica Brvnare, Žabljak', 'ar': 'Boskovica Brvnare ، žabljak', 'sq': 'Boskovica Brvnare, Žabljak'}","{'en': 'Experience the cozy Boskovica Brvnare in Žabljak, Montenegro, a 4.8-rated serviced accommodation with free Wi-Fi and breakfast.', 'ar': 'اختبر دفء الإقامة في بوسكوفيتسا برفناري في جابلجاك، مونتينيغرو – إقامة مخدومة بتقييم 4.8، مع خدمة واي فاي مجانية وإفطار.', 'sq': 'Përjetoni komodin Boskovica Brvnare në Žabljak, Mali i Zi, një akomodim i shërbyer me 4,8 me vlera me Wi-Fi falas dhe mëngjes.'}","{'en': {'Location': ['Nestled in the picturesque town of Žabljak, Montenegro, offering a serene escape surrounded by natural beauty.'], 'Services & Facilities': ['Attentive service ensuring a relaxing stay', 'Inviting ambiance for a home-away-from-home feel', 'Complimentary Wi-Fi and delicious breakfast'], 'Rooms': ['Rustic yet comfortable chalets with modern amenities', 'Charming wooden interiors creating a warm atmosphere', 'Scenic views of the surrounding mountains'], 'Nearby Attractions': ['Explore Durmitor National Park for stunning landscapes', 'Indulge in local cuisine at nearby restaurants', 'Visit Black Lake for tranquil nature walks']}, 'ar': {'موقع': ['يقع في بلدة جابلجاك الخلابة، الجبل الأسود – ويقدّم ملاذًا هادئًا تحيط به الطبيعة الخلابة.'], 'الخدمات والمرافق': ['الخدمة اليقظة ضمان إقامة مريحة', 'دعوة الأجواء لشعور بالمنزل', 'شبكة Wi-Fi مجانية ووجبة إفطار لذيذة'], 'غرف': ['شاليهات ريفية ومريحة مع وسائل الراحة الحديثة', 'التصميمات الداخلية الخشبية الساحرة تخلق جوًا دافئًا', 'مناظر خلابة للجبال المحيطة'], 'مناطق الجذب القريبة': ['استكشف حديقة دورميتور الوطنية للاستمتاع بالمناظر الطبيعية المذهلة', 'تنغمس في المطبخ المحلي في المطاعم القريبة', 'قم بزيارة بحيرة بلاك للتنزه وسط الطبيعة الهادئة']}, 'sq': {'Vend': ['I vendosur në qytetin piktoresk të Žabljak, Mali i Zi, duke ofruar një arratisje të qetë të rrethuar nga bukuria natyrore.'], 'Shërbime dhe lehtësira': ['Shërbim i vëmendshëm duke siguruar një qëndrim relaksues', 'Duke ftuar ambientin për një shtëpi-larg nga shtëpia', 'Wi-Fi kompliment dhe mëngjes i shijshëm'], 'Dhoma': ['Chalets fshatar por të rehatshme me pajisje moderne', 'Brendshme simpatike prej druri duke krijuar një atmosferë të ngrohtë', 'Pamje skenike të maleve përreth'], 'Tërheqjet aty pranë': ['Eksploroni Parkun Kombëtar Durmittor për peizazhe mahnitëse', 'Kënaquni me kuzhinën lokale në restorantet afër', 'Vizitoni Liqenin e Zi për shëtitjet e qeta të natyrës']}}",https://www.google.com/maps?q=Boskovica%20Brvnare%2C%20%C5%BDabljak&ftid=0x134d3ec7146fe4b5:0x3d6e6ca90877cd50,43.1407854,19.120277899999998,2025-08-18T21:16:04.000000Z,Žabljak,Montenegro,hotel
89,"{'en': 'Villa Zabljak', 'ar': 'فيلا زابلجاك', 'sq': 'Vila zabljak'}","{'en': 'Experience cozy comfort at Villa Zabljak, a homestay in Žabljak, Montenegro with a 4.8 rating.', 'ar': 'اختبر الراحة الدافئة في فيلا جابلجاك، إقامة منزلية في جابلجاك، مونتينيغرو، بتقييم 4.8.', 'sq': 'Përjetoni rehati komode në Villa Zabljak, një vendlindje në Žabljak, Mali i Zi me një vlerësim 4.8.'}","{'en': {'Location': ['Discover the tranquil charm of Žabljak, Montenegro - a perfect retreat for nature lovers and adventure seekers.'], 'Services & Facilities': ['Personalized service ensuring a memorable stay', 'Homely atmosphere for relaxation', 'Complimentary Wi-Fi and breakfast for convenience'], 'Rooms': ['Spacious rooms with rustic decor', 'Modern amenities for a comfortable stay', 'Scenic views of the surrounding mountains'], 'Nearby Attractions': [""Explore Durmitor National Park's stunning landscapes"", 'Indulge in local cuisine at nearby restaurants', 'Embark on thrilling outdoor adventures in the area']}, 'ar': {'موقع': ['اكتشف السحر الهادئ لمدينة جابلجاك في الجبل الأسود – ملاذ مثالي لعشّاق الطبيعة وباحثي المغامرات.'], 'الخدمات والمرافق': ['خدمة شخصية ضمان إقامة لا تنسى', 'جو عائلي للاسترخاء', 'Wi-Fi المجاني ووجبة الإفطار للراحة'], 'غرف': ['غرف واسعة مع ديكور ريفي', 'وسائل الراحة الحديثة لإقامة مريحة', 'مناظر خلابة للجبال المحيطة'], 'مناطق الجذب القريبة': ['استكشف المناظر الطبيعية المذهلة في حديقة دورميتور الوطنية', 'تنغمس في المطبخ المحلي في المطاعم القريبة', 'الشروع في مغامرات في الهواء الطلق المثيرة في المنطقة']}, 'sq': {'Vend': ['Zbuloni sharmin e qetë të Žabljak, Malit të Zi - një tërheqje e përsosur për adhuruesit e natyrës dhe kërkuesit e aventurave.'], 'Shërbime dhe lehtësira': ['Shërbimi i personalizuar duke siguruar një qëndrim të paharrueshëm', 'Atmosferë shtëpiake për relaksim', 'Kompliment wi-fi dhe mëngjes për lehtësi'], 'Dhoma': ['Dhoma të bollshme me dekor fshatar', 'Pajisje moderne për një qëndrim të rehatshëm', 'Pamje skenike të maleve përreth'], 'Tërheqjet aty pranë': ['Eksploroni peizazhet mahnitëse të Parkut Kombëtar të Durmitorit', 'Kënaquni me kuzhinën lokale në restorantet afër', 'Filloni aventurat emocionuese në natyrë në zonë']}}",https://www.google.com/maps?q=Villa%20Zabljak&ftid=0x134d39403844e94f:0xc768a3822bc4cb5f,43.153806499999995,19.1279275,2025-08-18T21:14:37.000000Z,Žabljak,Montenegro,hotel
89,"{'en': 'Hotel Falcon', 'ar': 'فندق فالكون', 'sq': 'Hotel hoteli'}","{'en': ""Hotel Falcon offers a luxurious stay with top-notch service in Montenegro's Pošćenski Kraj."", 'ar': ""يقدم فندق Falcon إقامة فاخرة مع خدمة من الدرجة الأولى في Montenegro's Pošćenski Kraj."", 'sq': 'Hotel Falcon ofron një qëndrim luksoz me shërbim të nivelit të lartë në Pošćenski Kraj të Malit të Zi.'}","{'en': {'Location': ['Discover Hotel Falcon in the charming city of Pošćenski Kraj, Montenegro – your gateway to scenic beauty and adventure.'], 'Services & Facilities': ['Attentive staff for personalized assistance', 'Spa services for ultimate relaxation', 'Gourmet dining experience'], 'Rooms': ['Elegant suites with mountain views', 'Plush bedding for a restful sleep', 'Smart technology for convenience'], 'Nearby Attractions': ['Explore Black Lake National Park', 'Indulge in local cuisine at Restaurant Podgorina', 'Visit Djurdjevica Tara Bridge']}, 'ar': {'موقع': ['اكتشف فندق فالكون في مدينة بوشتشينسكي كراي الساحرة، الجبل الأسود – بوابتك إلى الجمال والمغامرة ذات المناظر الخلابة.'], 'الخدمات والمرافق': ['الموظفين اليقظة للحصول على مساعدة شخصية', 'خدمات سبا للاسترخاء النهائي', 'تجربة تناول الطعام الذواقة'], 'غرف': ['أجنحة أنيقة مع إطلالات على الجبال', 'الفراش الفخم للنوم المريح', 'التكنولوجيا الذكية للراحة'], 'مناطق الجذب القريبة': ['استكشف حديقة بلاك ليك الوطنية', 'انغمس في المطبخ المحلي في مطعم بودغورينا', 'قم بزيارة جسر جورجيفيتسا تارا']}, 'sq': {'Vend': ['Zbuloni Hotel Falcon në qytetin simpatik të Pošćenski Kraj, Mali i Zi - Porta juaj për bukurinë dhe aventurën skenike.'], 'Shërbime dhe lehtësira': ['Stafi i vëmendshëm për ndihmë të personalizuar', 'Shërbime Spa për relaksim përfundimtar', 'Përvojë ngrënie gustator'], 'Dhoma': ['Suita elegante me pamje malore', 'Shtrati prej pelushi për një gjumë të qetë', 'Teknologji e zgjuar për lehtësi'], 'Tërheqjet aty pranë': ['Eksploroni Parkun Kombëtar të Liqenit të Zi', 'Kënaquni me kuzhinën lokale në restorant Podgorina', 'Vizitoni Urën Djurdjevica Tara Tara']}}",https://www.google.com/maps?q=Hotel%20Falcon&ftid=0x134d3f00011a4543:0xb00e351f6fc0feaa,43.139845099999995,19.1191376,2025-08-18T21:10:30.000000Z,Žabljak,Montenegro,hotel
89,"{'en': 'Durmitor Glamping', 'ar': 'تخييم فاخر دورميتور', 'sq': 'Durmittor Glamping'}","{'en': 'Experience nature in luxury at Durmitor Glamping, a serene camping cabin in Žabljak, Montenegro.', 'ar': 'اختبر روعة الطبيعة بلمسة فاخرة في دورميتور غلامبينغ، كوخ تخييم هادئ في جابلجاك، مونتينيغرو.', 'sq': 'Përjetoni natyrën në luks në Durmittor Glamping, një kabinë e qetë kampe në Žabljak, Mali i Zi.'}","{'en': {'Location': ['Nestled in the picturesque town of Žabljak, Montenegro, offering a peaceful escape surrounded by stunning natural beauty.'], 'Services & Facilities': ['Personalized concierge service for tailored experiences', 'Cozy campfire area for evening gatherings', 'Organic breakfast sourced from local ingredients'], 'Rooms': ['Spacious cabin with panoramic views of Durmitor National Park', 'Luxurious bedding and eco-friendly amenities', 'Private outdoor terrace for stargazing and relaxation'], 'Nearby Attractions': ['Explore Black Lake for tranquil walks and boat rides', 'Indulge in traditional Montenegrin cuisine at nearby restaurants', 'Embark on thrilling hiking trails around Bobotov Kuk peak']}, 'ar': {'موقع': ['تقع في بلدة جابلجاك الخلابة، الجبل الأسود – وتقدّم ملاذًا هادئًا تحيط به الطبيعة المذهلة.'], 'الخدمات والمرافق': ['خدمة كونسيرج مخصصة لخبرات مصممة', 'منطقة مريحة لإطلاق النار للتجمعات المسائية', 'وجبة الإفطار العضوية من المكونات المحلية'], 'غرف': ['مقصورة واسعة مع مناظر بانورامية لمنتزه دورميتور الوطني', 'الفراش الفاخرة ووسائل الراحة الصديقة للبيئة', 'شرفة خاصة في الهواء الطلق من أجل النجوم والاسترخاء'], 'مناطق الجذب القريبة': ['استكشف البحيرة السوداء للسير الهادئ وركوب القوارب', 'تنغمس في مأكولات الجبل الأسود التقليدي في المطاعم القريبة', 'الشروع في مسارات المشي لمسافات طويلة مثيرة حول بوبوتوف كوك الذروة']}, 'sq': {'Vend': ['I vendosur në qytetin piktoresk të Žabljak, Mali i Zi, duke ofruar një arratisje paqësore të rrethuar nga një bukuri natyrore mahnitëse.'], 'Shërbime dhe lehtësira': ['Shërbim i portier i personalizuar për përvojat e përshtatura', 'Zona komode e zjarrit për tubime në mbrëmje', 'Mëngjesi Organike me burim nga përbërësit lokalë'], 'Dhoma': ['Kabina e bollshme me pamje panoramike të Parkut Kombëtar Durmititor', 'Shtretër luksoze dhe pajisje eko-miqësore', 'Tarracë private në natyrë për stargazing dhe relaksim'], 'Tërheqjet aty pranë': ['Eksploroni Liqenin e Zi për shëtitje të qetë dhe udhëtime me anije', 'Kënaq', 'Filloni shtigjet emocionuese të shëtitjes rreth Bobotov Kuk Peak']}}",https://www.google.com/maps?q=Durmitor%20Glamping&ftid=0x134d39862caeca1f:0xcae9c8701452b6b8,43.1496542,19.1330554,2025-08-18T21:09:22.000000Z,Žabljak,Montenegro,hotel
89,"{'en': 'Polar Star', 'ar': 'النجمة القطبية', 'sq': 'Yll polar'}","{'en': 'Experience the cozy comfort of Polar Star, a 4.5-star hotel in Žabljak, Montenegro, offering free Wi-Fi and breakfast.', 'ar': 'اختبر الراحة الدافئة في فندق بولار ستار، فندق 4.5 نجوم في جابلجاك، مونتينيغرو، يوفّر خدمة واي فاي مجانية وإفطارًا.', 'sq': 'Përjetoni komoditetin komod të Polar Star, një hotel me 4.5 yje në Žabljak, Mal të Zi, duke ofruar Wi-Fi falas dhe mëngjes.'}","{'en': {'Location': ['Nestled in the charming town of Žabljak, Montenegro, Polar Star Hotel awaits to elevate your stay with its warm hospitality.'], 'Services & Facilities': ['Attentive staff for personalized service', 'Inviting fireplace lounge for relaxation', 'Scenic outdoor seating area for al fresco dining'], 'Rooms': ['Spacious suites with mountain views', 'Plush bedding for a restful sleep', 'Modern amenities like flat-screen TVs and minibars'], 'Nearby Attractions': [""Explore Durmitor National Park's breathtaking landscapes"", 'Savor local cuisine at nearby restaurants like Zlatni Bor', 'Embark on thrilling adventures at Tara River Canyon']}, 'ar': {'موقع': ['يقع فندق بولار ستار في بلدة جابلجاك الساحرة، مونتينيغرو – حيث يرفع بولار ستار إقامتك بكرم الضيافة الدافئ.'], 'الخدمات والمرافق': ['الموظفين اليقظة للخدمة الشخصية', 'دعوة صالة الموقد للاسترخاء', 'منطقة جلوس خارجية ذات المناظر الخلابة لتناول الطعام في الهواء الطلق'], 'غرف': ['أجنحة واسعة مع مناظر جبلية', 'الفراش الفخم للنوم المريح', 'وسائل الراحة الحديثة مثل أجهزة التلفزيون ذات الشاشة المسطحة والسيارات الصغيرة'], 'مناطق الجذب القريبة': ['استكشف المناظر الطبيعية الخلابة في حديقة دورميتور الوطنية', 'استكشف المناظر الطبيعية الخلابة في حديقة دورميتور الوطنية', 'الشروع في مغامرات مثيرة في تارا ريفر كانيون']}, 'sq': {'Vend': ['I vendosur në qytetin simpatik të Žabljak, Mali i Zi, Hoteli Polar Star pret të lartësojë qëndrimin tuaj me mikpritjen e tij të ngrohtë.'], 'Shërbime dhe lehtësira': ['Staf i vëmendshëm për shërbimin e personalizuar', 'Ftesën e Lounge Fireplace për relaksim', 'Zona skenike e shtrojë në natyrë për ngrënie al afreske'], 'Dhoma': ['Suita të bollshme me pamje malore', 'Shtrati prej pelushi për një gjumë të qetë', 'Pajisje moderne si TV me ekran të sheshtë dhe minibarë'], 'Tërheqjet aty pranë': ['Eksploroni peizazhet befasuese të Parkut Kombëtar të Durmitorit', 'Shijoni kuzhinën lokale në restorante aty pranë si Zlatni Bor', 'Filloni aventurat emocionuese në Tara River Canyon']}}",https://www.google.com/maps?q=Polar%20Star&ftid=0x134d38976a503e9b:0x8837f33a5489b9b2,43.1636641,19.1748032,2025-08-18T21:07:37.000000Z,Žabljak,Montenegro,hotel
