4600,4601,4602,4603,4604,4605,4606,4607,4608,4609,4610,4611,4612,4613,4614,4615,4616,4617,4618,4619,4620,4621,4622,4623,4624,4625,4626,4627,4628,4629,4630,4631,4632,4633,4634,4635,4636,4637,4638,4639,4640,4641,4642,4643,4644,4645,4646,4647,4648,4649
20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,21,21,21,21,21,21,21,21,21
"{'en': 'Mucobega Hotel', 'ar': 'فندق Mucobega', 'sq': 'Hotel Mucobega'}","{'en': 'Hotel JoAn', 'ar': 'Hotel JoAn', 'sq': 'Hotel Joan'}","{'en': 'Hotel kanes', 'ar': 'Hotel Kanes', 'sq': 'Kanada Hotel'}","{'en': 'Hotel Emblem', 'ar': 'Hotel Emblem', 'sq': 'Hotel Emblem'}","{'en': 'Villa Green Garden Hotel', 'ar': 'Villa Green Garden Hotel', 'sq': 'Hotel Villa Green Garden'}","{'en': 'Teuta Hotel', 'ar': 'Teuta Hotel', 'sq': 'Hotel Teuta'}","{'en': 'Hotel Olsi', 'ar': 'Hotel Olsi', 'sq': 'Hotel Olsi'}","{'en': 'Litan Hotel', 'ar': 'Litan Hotel', 'sq': 'Hotel litan'}","{'en': 'Santa Quaranta ""Premium Resort""', 'ar': 'Santa Quaranta ""Premium Resort""', 'sq': 'Santa Quaranta ""Premium Resort""'}","{'en': 'San Angelo Luxury Resort & Spa - Adults Only', 'ar': 'San Angelo Luxury Resort & Spa - البالغين فقط', 'sq': 'San Angelo Luxury Resort & Spa - Vetëm të rriturit'}","{'en': 'Orb Inn', 'ar': 'Orb Inn', 'sq': 'Orbë në'}","{'en': 'Hotel Butrinti & SPA', 'ar': 'Butrinti Hotel & Spa', 'sq': 'Hotel Butrinti & SPA'}","{'en': 'Tour Hotel & SPA', 'ar': 'Toer Hotel & Spa', 'sq': 'Turne Hotel & SPA'}","{'en': 'Bougainville Bay Resort & SPA', 'ar': 'Bougainville Bay Resort & SPA', 'sq': 'Bougainville Bay Resort & SPA'}","{'en': 'Acros Resort', 'ar': 'Acros Resort', 'sq': 'Acros Resort'}","{'en': 'Radream Hotels & Spa', 'ar': 'Radream Hotels & Spa', 'sq': 'Radream Hotele & Spa'}","{'en': 'Valza Boutique Hotel', 'ar': 'Valza Boutique Hotel', 'sq': 'Hotel Boutique Valza'}","{'en': 'Hotel Olive', 'ar': 'Hotel Olive', 'sq': 'Hotel Olive'}","{'en': 'Hotel Partner & SPA', 'ar': 'Hotel Partner & SPA', 'sq': 'Partner Hoteli & Spa'}","{'en': 'Charm Hotel', 'ar': 'Charm Hotel', 'sq': 'Hotel me hijeshi'}","{'en': 'Hotel Picasso', 'ar': 'Hotel Picasso', 'sq': 'Hotel Pikaso'}","{'en': 'Maor Hotel', 'ar': 'Maor Hotel', 'sq': 'Hotel Maor'}","{'en': 'Chic Boutique Hotel Vlore', 'ar': 'Chic Boutique Hotel Vlore', 'sq': 'Chic Boutique Hotel Vlore'}","{'en': 'Hotel Brooklyn Vlore', 'ar': 'Hotel Brooklyn Vlore', 'sq': 'Hotel Brooklyn Vlore'}","{'en': 'Naos Luxury Hotel', 'ar': 'Naos Luxury Hotel', 'sq': 'Hotel luksoz naos'}","{'en': 'Flamingo Hotel', 'ar': 'Flamingo Hotel', 'sq': 'Hotel Flamingo'}","{'en': 'The Central View Boutique Hotel', 'ar': 'The Central View Boutique Hotel', 'sq': 'Hoteli Boutique Central View'}","{'en': 'Nobus Hotel & Spa', 'ar': 'Nobus Hotel & Spa', 'sq': 'Nobus Hotel & Spa'}","{'en': 'Tris3 Hotel', 'ar': 'Tris3 Hotel', 'sq': 'Hotel Tris3'}","{'en': 'Yacht Hotel', 'ar': 'Yacht Hotel', 'sq': 'Hotel me jahte'}","{'en': 'Miramare Hotel', 'ar': 'Hotel Miramare', 'sq': 'Hotel Miramare'}","{'en': 'Regina City Hotel & SPA', 'ar': 'Regina City Hotel & SPA', 'sq': 'Regina City Hotel & SPA'}","{'en': 'Azar Luxury Suites', 'ar': 'Azar Luxury Suites', 'sq': 'Suita luksoze Azar'}","{'en': 'Priam Luxury Resort', 'ar': 'Priam Luxury Resort', 'sq': 'Priam Luxury Resort'}","{'en': 'Maritim Marina Bay Resort Spa & Casino', 'ar': 'Maritim Marina Bay Resort Spa & Casino', 'sq': 'Maritim Marina Bay Resort Spa & Kazino'}","{'en': 'Regina Blu', 'ar': 'Regina Blu', 'sq': 'Regina Blu'}","{'en': 'Hotel Aross', 'ar': 'Hotel Aross', 'sq': 'Hotel Aross'}","{'en': 'Grand Hotel Pogradec', 'ar': 'Grand Hotel Pogradec', 'sq': 'Grand Hotel Pogradec'}","{'en': 'Vila Ndrio', 'ar': 'Vila Ndrio', 'sq': 'Vila Ndrio'}","{'en': 'Toka Hotel', 'ar': 'Toka Hotel', 'sq': 'Toka Hotel'}","{'en': ""Hotel Hymeti's Palace"", 'ar': 'فندق قصر هيمتيز', 'sq': ""Hotel Hymeti's Palace""}","{'en': 'MERKO HOTEL', 'ar': 'MERKO HOTEL', 'sq': 'HOTEL MERKO'}","{'en': 'Hotel Vila Aleksander', 'ar': 'Hotel Vila Aleksander', 'sq': 'Hotel Vila Aleksander'}","{'en': 'HOTEL ANSEL', 'ar': 'HOTEL ANSEL', 'sq': 'HOTEL ANSEL'}","{'en': 'Nurellari Winery Cellar and Guest House', 'ar': 'Nurellari Winery Cellar and Guest House', 'sq': 'Bodrum dhe Bujtina e Verarise Nurellari'}","{'en': 'Vista Boutique Hotel', 'ar': 'Vista Boutique Hotel', 'sq': 'Hotel Boutique Vista'}","{'en': 'Portik Hotel', 'ar': 'Portik Hotel', 'sq': 'Hotel Portik'}","{'en': 'Hotel Kapllani', 'ar': 'Hotel Kapllani', 'sq': 'Hotel Kapllani'}","{'en': 'Beratino Hotel', 'ar': 'Beratino Hotel', 'sq': 'Hotel Beratino'}","{'en': 'Hotel Bohem Berat', 'ar': 'Hotel Bohem Berat', 'sq': 'Hotel Bohem Berat'}"
"{'en': 'Mucobega Hotel is beachfront hotel in Sarandë with modern rooms, a private beach, and great amenities.', 'ar': 'فندق Mucobega هو فندق على شاطئ البحر في ساراندي، ويضم غرفًا حديثة وشاطئًا خاصًا ووسائل راحة رائعة.', 'sq': 'Hoteli Mucobega është Hotel Beachfront në Sarandë me dhoma moderne, një plazh privat dhe pajisje të shkëlqyera.'}","{'en': 'Hotel JoAn is in Sarandë, offering modern rooms, free breakfast, and a central location.', 'ar': 'يقع فندق JoAn في ساراندي، ويوفر غرفًا عصرية ووجبة إفطار مجانية وموقعًا مركزيًا.', 'sq': 'Hotel Joan është në Sarandë, duke ofruar dhoma moderne, mëngjes falas dhe një vendndodhje qendrore.'}","{'en': 'A hotel in Sarandë offering comfortable accommodation with free breakfast, just a short walk from the beach.', 'ar': 'فندق في ساراندي يقدم أماكن إقامة مريحة مع وجبة إفطار مجانية، على بعد مسافة قصيرة سيراً على الأقدام من الشاطئ.', 'sq': 'Një hotel në Sarandë që ofron akomodim komod me mëngjes falas, vetëm pak shëtitje nga plazhi.'}","{'en': 'Hotel Emblem is a beachfront hotel in Sarandë offering comfortable rooms and easy access to local attractions.', 'ar': 'يقع فندق Hotel Emblem على شاطئ البحر في ساراندي، ويوفر غرفًا مريحة وسهولة الوصول إلى مناطق الجذب المحلية.', 'sq': 'Hotel emblema është një hotel në plazh në Sarandë që ofron dhoma të rehatshme dhe qasje të lehtë në tërheqjet lokale.'}","{'en': 'A modern hotel in Sarandë offering comfortable accommodations, on-site dining, and proximity to local attractions.', 'ar': 'فندق حديث في ساراندي يوفر أماكن إقامة مريحة وإمكانية تناول الطعام في الموقع وقربه من مناطق الجذب المحلية.', 'sq': 'Një hotel modern në Sarandë që ofron strehim të rehatshëm, ngrënie në vend dhe afërsi me tërheqjet lokale.'}","{'en': 'A modern hotel in Sarandë offering comfortable accommodations, on-site dining, and proximity to local attractions.', 'ar': 'فندق حديث في ساراندي يوفر أماكن إقامة مريحة وإمكانية تناول الطعام في الموقع وقربه من مناطق الجذب المحلية.', 'sq': 'Një hotel modern në Sarandë që ofron akomodime komode, ngrënie në vend dhe afërsi me atraksionet lokale.'}","{'en': 'A modern hotel in Sarandë offering comfortable accommodations, on-site dining, and proximity to local attractions.', 'ar': 'فندق حديث في ساراندي يوفر أماكن إقامة مريحة وإمكانية تناول الطعام في الموقع وقربه من مناطق الجذب المحلية.', 'sq': 'Një hotel modern në Sarandë që ofron akomodime komode, ngrënie në vend dhe afërsi me atraksionet lokale.'}","{'en': 'A modern hotel in Sarandë with comfortable rooms, a restaurant, and sea views close to the sights.', 'ar': 'فندق عصري في ساراندي مع غرف مريحة، مطعم، وإطلالات بحرية قريبة من المعالم السياحية.', 'sq': 'Një hotel modern në Sarande me dhoma të rehatshme, restorant dhe pamje detare afër tërheqjeve turistike.'}","{'en': 'A luxury resort in Sarandë offering elegant rooms, a private beach, and exceptional services for a unique holiday.', 'ar': 'منتجع فاخر في ساراندي يقدم غرفًا أنيقة، شاطئًا خاصًا، وخدمات مميزة لقضاء عطلة فريدة.', 'sq': 'Një resort luksoz në Sarandë që ofron dhoma elegante, plazh privat dhe shërbime të jashtëzakonshme për pushime unike.'}","{'en': 'A luxurious adults-only resort in Sarandë offering elegantly designed accommodations, diverse dining options, a private beach, and comprehensive wellness facilities.', 'ar': 'يقدم منتجعًا فاخرًا للبالغين فقط في ساراند أماكن إقامة مصممة بأناقة وخيارات لتناول الطعام المتنوعة وشاطئ خاص ومرافق شاملة للعافية.', 'sq': 'Një vendpushim luksoz vetëm për të rriturit në Sarandë që ofron akomodime të dizajnuara në mënyrë elegante, opsione të ndryshme ngrënieje, një plazh privat dhe lehtësira gjithëpërfshirëse të Wellness.'}","{'en': 'A modern hotel in Sarandë offering comfortable accommodations, on-site dining, and proximity to local attractions.', 'ar': 'فندق حديث في ساراند يوفر أماكن إقامة مريحة ، وتناول الطعام في الموقع ، وقرب من مناطق الجذب المحلية.', 'sq': 'Një hotel modern në Sarandë që ofron strehim të rehatshëm, ngrënie në vend dhe afërsi me tërheqjet lokale.'}","{'en': 'A luxurious seaside retreat in Sarandë featuring elegant rooms, diverse dining, and relaxing wellness facilities.', 'ar': 'ملاذ فاخر على شاطئ البحر في ساراندي يضم غرفًا أنيقة وأماكن طعام متنوعة ومرافق صحية مريحة.', 'sq': 'Një tërheqje luksoze bregdetare në Sarandë që përmban dhoma elegante, ngrënie të larmishme dhe lehtësira relaksuese të shëndetit.'}","{'en': 'A modern hotel in Sarandë offering comfortable accommodations, dining options, and proximity to local attractions.', 'ar': 'فندق حديث في ساراندي يوفر أماكن إقامة مريحة وخيارات لتناول الطعام وقربه من مناطق الجذب المحلية.', 'sq': 'Një hotel modern në Sarandë që ofron strehim të rehatshëm, opsione ngrënie dhe afërsi me tërheqjet lokale.'}","{'en': 'A luxury resort in Sarandë with artistic design, private beach, pools, and a full-service spa.', 'ar': 'منتجع فاخر في ساراند مع تصميم فني وشاطئ خاص وحمامات سباحة وسبا كامل الخدمات.', 'sq': 'Një vendpushim luksoz në Sarandë me dizajn artistik, plazh privat, pishina dhe një banjë me shërbim të plotë.'}","{'en': 'A modern hotel in Vlorë offering comfortable accommodations, diverse dining options, and proximity to local attractions.', 'ar': 'فندق حديث في Vlorë يوفر أماكن إقامة مريحة وخيارات متنوعة لتناول الطعام وقربه من مناطق الجذب المحلية.', 'sq': 'Një hotel modern në Vlorë që ofron akomodime të rehatshme, mundësi të ndryshme ngrënieje dhe afërsi me atraksionet lokale.'}","{'en': 'A luxury hotel offering modern accommodations, a seasonal outdoor swimming pool, and stunning views of the Adriatic Sea.', 'ar': 'فندق فاخر يوفر أماكن إقامة عصرية ومسبح موسمي في الهواء الطلق وإطلالات خلابة على البحر الأدرياتيكي.', 'sq': 'Një hotel luksoz që ofron akomodime moderne, një pishinë të jashtme sezonale dhe pamje mahnitëse të detit Adriatik.'}","{'en': 'A modern hotel in Vlorë offering comfortable accommodations, diverse dining options, and proximity to local attractions.', 'ar': 'فندق حديث في Vlorë يقدم أماكن إقامة مريحة وخيارات لتناول الطعام المتنوعة والقرب من مناطق الجذب المحلية.', 'sq': 'Një hotel modern në Vlorë që ofron strehim të rehatshëm, mundësi të ndryshme ngrënieje dhe afërsi me tërheqjet lokale.'}","{'en': 'A modern hotel in Vlorë offering comfortable accommodations, diverse dining options, and proximity to local attractions.', 'ar': 'فندق حديث في Vlorë يوفر أماكن إقامة مريحة وخيارات متنوعة لتناول الطعام وقربه من مناطق الجذب المحلية.', 'sq': 'Një hotel modern në Vlorë që ofron akomodime të rehatshme, mundësi të ndryshme ngrënieje dhe afërsi me atraksionet lokale.'}","{'en': 'A modern hotel in Vlorë offering comfortable accommodations, diverse dining options, and proximity to local attractions.', 'ar': 'فندق حديث في Vlorë يوفر أماكن إقامة مريحة وخيارات متنوعة لتناول الطعام وقربه من مناطق الجذب المحلية.', 'sq': 'Një hotel modern në Vlorë që ofron strehim të rehatshëm, mundësi të ndryshme ngrënieje dhe afërsi me tërheqjet lokale.'}","{'en': 'A modern hotel in Vlorë offering comfortable accommodations, diverse dining options, and proximity to local attractions.', 'ar': 'فندق حديث في Vlorë يقدم أماكن إقامة مريحة وخيارات لتناول الطعام المتنوعة والقرب من مناطق الجذب المحلية.', 'sq': 'Një hotel modern në Vlorë që ofron akomodime të rehatshme, mundësi të ndryshme ngrënieje dhe afërsi me atraksionet lokale.'}","{'en': 'A family-run boutique hotel offering comfortable accommodations, diverse dining options, and a private beach area, all set within an artistic environment.', 'ar': 'فندق بوتيكي مُدار عائليًا يوفر أماكن إقامة مريحة وخيارات متنوعة لتناول الطعام ومنطقة شاطئ خاص، وكلها تقع ضمن بيئة فنية.', 'sq': 'Një hotel me butik të drejtuar nga familja që ofron akomodime të rehatshme, opsione të ndryshme ngrënieje dhe një zonë private plazhi, të gjitha të vendosura brenda një mjedisi artistik.'}","{'en': 'A modern hotel in Vlorë offering comfortable accommodations, diverse dining options, and proximity to local attractions.', 'ar': 'فندق حديث في Vlorë يقدم أماكن إقامة مريحة وخيارات لتناول الطعام المتنوعة والقرب من مناطق الجذب المحلية.', 'sq': 'Një hotel modern në Vlorë që ofron strehim të rehatshëm, mundësi të ndryshme ngrënieje dhe afërsi me tërheqjet lokale.'}","{'en': 'A modern hotel in Vlorë offering comfortable accommodations, diverse dining options, and proximity to local attractions.', 'ar': 'فندق حديث في Vlorë يوفر أماكن إقامة مريحة وخيارات متنوعة لتناول الطعام وقربه من مناطق الجذب المحلية.', 'sq': 'Një hotel modern në Vlorë që ofron akomodime të rehatshme, mundësi të ndryshme ngrënieje dhe afërsi me atraksionet lokale.'}","{'en': 'A modern hotel in Vlorë offering comfortable accommodations, diverse dining options, and proximity to local attractions.', 'ar': 'فندق حديث في Vlorë يوفر أماكن إقامة مريحة وخيارات متنوعة لتناول الطعام وقربه من مناطق الجذب المحلية.', 'sq': 'Një hotel modern në Vlorë që ofron strehim të rehatshëm, mundësi të ndryshme ngrënieje dhe afërsi me tërheqjet lokale.'}","{'en': 'A modern hotel in Vlorë offering comfortable accommodations, diverse dining options, and proximity to local attractions.', 'ar': 'فندق حديث في Vlorë يوفر أماكن إقامة مريحة وخيارات متنوعة لتناول الطعام وقربه من مناطق الجذب المحلية.', 'sq': 'Një hotel modern në Vlorë që ofron akomodime të rehatshme, mundësi të ndryshme ngrënieje dhe afërsi me atraksionet lokale.'}","{'en': 'A modern hotel in Vlorë offering comfortable accommodations, diverse dining options, and proximity to local attractions.', 'ar': 'فندق حديث في Vlorë يوفر أماكن إقامة مريحة وخيارات متنوعة لتناول الطعام وقربه من مناطق الجذب المحلية.', 'sq': 'Një hotel modern në Vlorë që ofron strehim të rehatshëm, mundësi të ndryshme ngrënieje dhe afërsi me tërheqjet lokale.'}","{'en': 'A modern hotel in Vlorë offering comfortable accommodations, diverse dining options, and proximity to local attractions.', 'ar': 'فندق حديث في Vlorë يقدم أماكن إقامة مريحة وخيارات لتناول الطعام المتنوعة والقرب من مناطق الجذب المحلية.', 'sq': 'Një hotel modern në Vlorë që ofron strehim të rehatshëm, mundësi të ndryshme ngrënieje dhe afërsi me tërheqjet lokale.'}","{'en': 'A modern hotel in Vlorë offering luxurious accommodations, diverse dining options, and a comprehensive spa experience.', 'ar': 'فندق حديث في Vlorë يقدم أماكن إقامة فاخرة وخيارات لتناول الطعام المتنوعة وتجربة سبا شاملة.', 'sq': 'Një hotel modern në Vlorë që ofron akomodime luksoze, opsione të ndryshme ngrënieje dhe një përvojë gjithëpërfshirëse në spa.'}","{'en': 'A modern hotel in Radhimë offering comfortable accommodations, diverse dining options, and proximity to local attractions.', 'ar': 'فندق حديث في Radhimë يقدم أماكن إقامة مريحة وخيارات لتناول الطعام المتنوعة والقرب من مناطق الجذب المحلية.', 'sq': 'Një hotel modern në Radhimë që ofron strehim të rehatshëm, mundësi të ndryshme ngrënieje dhe afërsi me tërheqjet lokale.'}","{'en': 'A modern beachfront hotel in Vlorë offering comfortable accommodations, diverse dining options, and proximity to local attractions.', 'ar': 'فندق حديث على شاطئ البحر في Vlorë، ويوفر أماكن إقامة مريحة وخيارات متنوعة لتناول الطعام وقربه من مناطق الجذب المحلية.', 'sq': 'Një hotel modern buzë plazhit në Vlorë që ofron akomodime të rehatshme, mundësi të ndryshme ngrënieje dhe afërsi me atraksionet lokale.'}","{'en': 'A modern hotel in Vlorë offering comfortable accommodations, Mediterranean dining, and proximity to local attractions.', 'ar': 'فندق حديث في Vlorë يوفر أماكن إقامة مريحة ومأكولات البحر الأبيض المتوسط \u200b\u200bوقربه من مناطق الجذب المحلية.', 'sq': 'Një hotel modern në Vlorë që ofron akomodime të rehatshme, ngrënie mesdhetare dhe afërsi me atraksionet lokale.'}","{'en': 'A modern hotel in Vlorë offering comfortable accommodations, diverse dining options, and proximity to local attractions.', 'ar': 'فندق حديث في Vlorë يوفر أماكن إقامة مريحة وخيارات متنوعة لتناول الطعام وقربه من مناطق الجذب المحلية.', 'sq': 'Një hotel modern në Vlorë që ofron strehim të rehatshëm, mundësi të ndryshme ngrënieje dhe afërsi me tërheqjet lokale.'}","{'en': 'A beachfront accommodation in Vlorë offering elegantly designed suites with sea views, private beach access, and modern amenities.', 'ar': 'يقدم أماكن إقامة على شاطئ البحر في Vlorë أجنحة مصممة بأناقة مع إطلالات على البحر ، والوصول إلى الشاطئ الخاص ، ووسائل الراحة الحديثة.', 'sq': 'Një akomodim buzë detit në Vlorë që ofron suita të dizajnuara në mënyrë elegante me pamje nga deti, akses në plazh privat dhe pajisje moderne.'}","{'en': 'A premium  resort in Vlorë, offering elegant accommodations, fine dining, and stunning sea views.', 'ar': 'منتجع متميز في فلوري، يوفر أماكن إقامة أنيقة ومأكولات فاخرة وإطلالات خلابة على البحر.', 'sq': 'Një resort premium në Vlorë, që ofron akomodime elegante, ngrënie të shkëlqyera dhe pamje mahnitëse të detit.'}","{'en': 'A luxurious resort in Vlorë offering modern accommodations, diverse dining options, and proximity to pristine beaches.', 'ar': 'منتجع فاخر في فلوري يوفر أماكن إقامة حديثة وخيارات متنوعة لتناول الطعام وقربه من الشواطئ .', 'sq': 'Një vendpushim luksoz në Vlorë që ofron akomodime moderne, mundësi të ndryshme ngrënieje dhe afërsi me plazhet e pacenuara.'}","{'en': 'A luxurious hotel in Radhimë offering modern accommodations, private beach access, and panoramic sea views, ideal for a relaxing getaway.', 'ar': 'فندق فاخر في Radhimë يوفر أماكن إقامة حديثة ، وصول خاص للشاطئ ، وإطلالات على البحر البانورامي ، وهو مثالي لقضاء عطلة مريحة.', 'sq': 'Një hotel luksoz në Radhimë që ofron akomodime moderne, akses në plazh privat dhe pamje panoramike të detit, ideal për një arratisje relaksuese.'}","{'en': 'Hotel Aross offers a blend of luxury and comfort with its beachfront location, modern amenities, and proximity to local attractions, making it an ideal choice for travelers seeking a premium experience in Vlorë.', 'ar': 'يقدم فندق Aross مزيجًا من الفخامة والراحة بفضل موقعه على شاطئ البحر ووسائل الراحة الحديثة وقربه من مناطق الجذب المحلية، مما يجعله خيارًا مثاليًا للمسافرين الباحثين عن تجربة متميزة في فلوري.', 'sq': 'Hotel Aross ofron një përzierje luksoze dhe rehati me vendndodhjen e saj në plazh, lehtësitë moderne dhe afërsinë me tërheqjet lokale, duke e bërë atë një zgjedhje ideale për udhëtarët që kërkojnë një përvojë premium në Vlorë.'}","{'en': 'A luxurious hotel in Pogradec offering comfortable accommodations, a restaurant with diverse cuisine, and proximity to Lake Ohrid and other attractions.', 'ar': 'فندق فاخر في Pogradec يوفر أماكن إقامة مريحة ومطعم ذو مأكولات متنوعة وقرب من بحيرة أورييد وغيرها من مناطق الجذب.', 'sq': 'Një hotel luksoz në Pogradec që ofron akomodime komode, një restorant me kuzhinë të larmishme dhe afërsi me Liqenin e Ohrit dhe atraksione të tjera.'}","{'en': 'A guesthouse in a historic building offering modern amenities, close to natural attractions like Ohrid Lake Springs and Driloni National Park.', 'ar': 'دار ضيافة في مبنى تاريخي يوفر وسائل الراحة الحديثة، بالقرب من مناطق الجذب الطبيعية مثل بحيرة أوهريد سبرينغز ومتنزه دريلوني الوطني.', 'sq': 'Një bujtinë në një ndërtesë historike që ofron pajisje moderne, afër atraksioneve natyrore si burimet e liqenit të Ohrit dhe Parku Kombëtar i Drilonit.'}","{'en': 'A modern hotel with a pool, Mediterranean dining, and easy access to local attractions.', 'ar': 'فندق حديث يضم حوض سباحة، ويقدم طعام البحر الأبيض المتوسط، ويسهل الوصول منه إلى مناطق الجذب المحلية.', 'sq': 'Një hotel modern me një pishinë, ngrënie mesdhetare dhe qasje të lehtë në atraksionet lokale.'}","{'en': 'A luxurious hotel in Pogradec offering comfortable accommodations.', 'ar': 'فندق فاخر في Pogradec يقدم أماكن إقامة مريحة.', 'sq': 'Një hotel luksoz në Pogradec që ofron strehim të rehatshëm.'}","{'en': 'A modern hotel in Berat offering comfortable accommodations, a restaurant with traditional Albanian cuisine, and proximity to historic sites.', 'ar': 'فندق حديث في بيرات يوفر أماكن إقامة مريحة ومطعمًا يقدم المأكولات الألبانية التقليدية، كما يقع على مقربة من المواقع التاريخية.', 'sq': 'Një hotel modern në Berat që ofron akomodime komode, një restorant me kuzhinë tradicionale shqiptare dhe afërsi me vendet historike.'}","{'en': ""A 19th-century townhouse offering traditional Albanian hospitality with modern amenities, situated in the heart of Berat's historic district."", 'ar': 'منزل مستقل من القرن التاسع عشر يقدم الضيافة الألبانية التقليدية مع وسائل الراحة الحديثة، ويقع في قلب منطقة بيرات التاريخية.', 'sq': 'Një shtëpi në qytet e shekullit të 19-të që ofron mikpritje tradicionale shqiptare me pajisje moderne, e vendosur në zemër të rrethit historik të Beratit.'}","{'en': 'A boutique hotel offering traditional Albanian hospitality with modern amenities, situated in the historic Mangalem district of Berat.', 'ar': 'فندق بوتيكي يقدم الضيافة الألبانية التقليدية مع وسائل الراحة الحديثة، ويقع في منطقة Mangalem التاريخية في Berat.', 'sq': 'Një hotel butik që ofron mikpritje tradicionale shqiptare me komoditete moderne, i vendosur në lagjen historike Mangalem të Beratit.'}","{'en': 'A family-run winery and guest house offering comfortable accommodation, guided wine tours and local wine tasting in a picturesque setting near Berat.', 'ar': 'مصنع نبيذ وبيت ضيافة مُدار عائليًا يوفر أماكن إقامة مريحة وجولات نبيذ بصحبة مرشدين وتذوق النبيذ المحلي في أجواء خلابة بالقرب من بيرات.', 'sq': 'Një punishte vere dhe bujtina e drejtuar nga familja që ofron akomodim të rehatshëm, turne verërash me guida dhe degustim të verërave lokale në një mjedis piktoresk pranë Beratit.'}","{'en': 'Vista Boutique Hotel offers modern, stylish accommodations in the heart of Berat.', 'ar': 'يوفر فندق Vista البوتيكي أماكن إقامة عصرية وأنيقة في قلب مدينة بيرات.', 'sq': 'Vista Boutique Hotel ofron akomodime moderne dhe me stil në zemër të Beratit.'}","{'en': 'A modern hotel in Berat offering comfortable accommodation, a rooftop restaurant with panoramic views of the city and proximity to historical sites.', 'ar': 'فندق حديث في بيرات يوفر أماكن إقامة مريحة ومطعمًا على السطح مع إطلالات بانورامية على المدينة وقربه من المواقع التاريخية.', 'sq': 'Një hotel modern në Berat që ofron akomodim komod, një restorant në çati me pamje panoramike të qytetit dhe afërsi me vendet historike.'}","{'en': 'This hotel offers comfortable accommodation with modern amenities.', 'ar': 'يوفر هذا الفندق أماكن إقامة مريحة مع وسائل الراحة الحديثة.', 'sq': 'Ky hotel ofron akomodim komod me pajisje moderne.'}","{'en': ""A hotel offering comfortable accommodations with modern amenities, conveniently located near Berat's main attractions."", 'ar': 'فندق يوفر أماكن إقامة مريحة مع وسائل الراحة الحديثة، ويقع بالقرب من مناطق الجذب الرئيسية في بيرات.', 'sq': 'Një hotel që ofron akomodime komode me komoditete moderne, i vendosur në një pozicion të përshtatshëm pranë atraksioneve kryesore të Beratit.'}","{'en': ""A 4-star hotel offering comfortable accommodations with modern amenities, conveniently located near Berat's main attractions."", 'ar': 'فندق 4 نجوم يوفر أماكن إقامة مريحة مع وسائل الراحة الحديثة، ويقع بالقرب من مناطق الجذب الرئيسية في بيرات.', 'sq': 'Një hotel me 4 yje që ofron akomodime komode me komoditete moderne, i vendosur në një pozicion të përshtatshëm pranë atraksioneve kryesore të Beratit.'}"
