4900,4901,4902,4903,4904,4905,4906,4907,4908,4909,4910,4911,4912,4913,4914,4915,4916,4917,4918,4919,4920,4921,4922,4923,4924,4925,4926,4927,4928,4929,4930,4931,4932,4933,4934,4935,4936,4937,4938,4939,4940,4941,4942,4943,4944,4945,4946,4947,4948,4949
25,25,25,25,25,25,25,25,25,27,27,27,27,26,26,26,26,26,26,24,24,24,24,24,24,24,24,24,24,24,24,24,32,32,32,32,32,32,32,24,24,24,24,24,24,24,24,24,24,15
"{'en': 'Istanbul Doner Restaurant', 'ar': 'مطعم اسطنبول دونر', 'sq': 'Restorant Doner i Stambollit'}","{'en': ""BEKSEFER'S PRISTINA"", 'ar': 'بيكسفر في بريشتينا', 'sq': ""BEKSEFER'S PRISHTINË""}","{'en': 'Parking Bazaar', 'ar': 'بازار وقوف السيارات', 'sq': 'Pazari i parkingut'}","{'en': 'Ethnographic Museum - Ethnological Museum', 'ar': 'المتحف الإثنوغرافي - المتحف الإثنولوجي', 'sq': 'Ethnographic Museum - Muzeu Etnologjik'}","{'en': 'Jeremiah Park', 'ar': 'حديقة جيرميا', 'sq': 'Jeremiah Park'}","{'en': 'Sultan Murad Mosque', 'ar': 'مسجد السلطان مراد', 'sq': 'Xhamia Sulltan Murad'}","{'en': 'Ghazimistan Monument', 'ar': 'نصب غازيمستان التذكاري', 'sq': 'Monumenti i Ghazimistanit'}","{'en': 'Newborn memorial', 'ar': 'نصب تذكاري لحديثي الولادة', 'sq': 'Përkujtimore e të porsalindurve'}","{'en': 'Skanderbeu square', 'ar': 'ساحة سكاندربيو', 'sq': 'ساحة Skënderbeu'}","{'en': 'Darin Trout Restaurant', 'ar': 'مطعم دارين تراوت', 'sq': 'Restoranti i Troftës Darin'}","{'en': 'Drin Waterfall Resort', 'ar': 'منتجع شلال درين', 'sq': 'Resort Ujëvara e Drinit'}","{'en': 'White Drin Waterfall', 'ar': 'شلال درين الأبيض', 'sq': 'Ujëvara e Drinit të Bardhë'}","{'en': 'Bazaar of Peja', 'ar': 'بازار بيجا', 'sq': 'Pazari i Peja'}","{'en': 'Guri i Kuq Restaurant/Hotel', 'ar': 'مطعم/فندق Guri i Kuq', 'sq': 'Restorant/Hotel Guri i Kuq'}","{'en': 'Rugova district', 'ar': 'منطقة Rugova', 'sq': 'rrethi i Rugovës'}","{'en': 'Restaurant HANI', 'ar': 'مطعم هاني', 'sq': 'Restorant HANI'}","{'en': 'Grand Hotel Belushi', 'ar': 'فندق جراند بيلوشي', 'sq': 'Grand Hotel Belushi'}","{'en': 'Hotel Magra Austria', 'ar': 'فندق ماجرا النمسا', 'sq': 'Hotel Magra Austria'}","{'en': 'Shkreli wool huts', 'ar': 'أكواخ صوف شكريلي', 'sq': 'Kasolle prej leshi Shkreli'}","{'en': 'Solid Hotel', 'ar': 'Solid Hotel', 'sq': 'Hotel solid'}","{'en': 'Lakeside Hotel', 'ar': 'فندق ليكسايد', 'sq': 'Hotel buzë liqenit'}","{'en': 'MyHotel', 'ar': 'فندقي', 'sq': 'MyHotel'}","{'en': 'Premium Park Hotel', 'ar': 'فندق بريميوم بارك', 'sq': 'Hotel Premium Park'}","{'en': 'Classic hotel', 'ar': 'فندق كلاسيك', 'sq': 'Hotel klasik'}","{'en': 'Hotel Triumf', 'ar': 'فندق تريومف', 'sq': 'Hotel Triumf'}","{'en': 'Hotel Kacinari', 'ar': 'فندق كاسيناري', 'sq': 'Hotel Kacinari'}","{'en': 'Popular market bazaar', 'ar': 'سوق شعبي بازار', 'sq': 'Pazari i tregut popullor'}","{'en': 'Etc Elkos Market', 'ar': 'ماركت Etc Elkos', 'sq': 'Etj Elkos Market'}","{'en': 'My Market supermarket', 'ar': 'سوبر ماركت My Market', 'sq': 'Supermarketi My Market'}","{'en': 'Galeria Mall', 'ar': 'مول GALERIA', 'sq': 'Galeria Mall'}","{'en': 'Mall Abi Bazar', 'ar': 'مول ابي بزار', 'sq': 'Mall Abi Bazar'}","{'en': 'Shar Mount Restaurant', 'ar': 'مطعم شار ماونت', 'sq': 'Restorant Mali Sharr'}","{'en': 'Farsha Café', 'ar': 'فارشا كافيه', 'sq': 'Kafeja Farsha'}","{'en': 'Fares Seafood', 'ar': 'فارس للمأكولات البحرية', 'sq': 'Fares Peshku'}","{'en': 'Rangoli', 'ar': 'رانجولي', 'sq': 'Rangoli'}","{'en': 'El Kababgy', 'ar': 'الكبابجي', 'sq': 'El Kababgy'}","{'en': 'Genena City Mall', 'ar': 'جنينة سيتي مول', 'sq': 'Genena City Mall'}","{'en': 'Carrefour Market Sharm El Sheikh', 'ar': 'كارفور ماركت شرم الشيخ', 'sq': 'Carrefour Market Sharm El Sheikh'}","{'en': 'Spinneys Sharm El Sheikh', 'ar': 'سبينيس شرم الشيخ', 'sq': 'Spinneys Sharm El Sheikh'}","{'en': 'Apollonia Restaurant', 'ar': 'مطعم أبولونيا', 'sq': 'Restorant Apollonia'}","{'en': 'Al Yateem Tower Restaurant', 'ar': 'مطعم برج اليتيم', 'sq': 'Restorant Al Yateem Tower'}","{'en': 'Prevalla Field', 'ar': 'حقل بريفالا', 'sq': 'Fusha e Prevallës'}","{'en': 'Prevala village and view', 'ar': 'قرية ومطل بريفالا', 'sq': 'Fshati Prevala dhe pamje'}","{'en': 'Abi Green Hotel', 'ar': 'فندق Abi Green Hotel', 'sq': 'Hotel Abi Green'}","{'en': 'Shari Resort', 'ar': 'منتجع شاري', 'sq': 'Shari Resort'}","{'en': 'Namazjah Mosque', 'ar': 'مسجد نامازجاه', 'sq': 'Xhamia e Namazxhes'}","{'en': 'Prizren Castle', 'ar': 'قلعة بريزرن', 'sq': 'Kalaja e Prizrenit'}","{'en': 'Sinan Pasha Mosque', 'ar': 'مسجد سنان باشا', 'sq': 'Xhamia e Sinan Pashës'}","{'en': 'Prizren Old Town Square', 'ar': 'ساحة بريزرن المدينة القديمة', 'sq': 'Sheshi i Qytetit të Vjetër të Prizrenit'}","{'en': 'Delibros Restaurant', 'ar': 'مطعم Delibros', 'sq': 'Restorant Delibros'}"
"{'en': 'A distinctive destination for shawarma lovers in Kosovo, as it serves the most delicious shawarma dishes in a traditional Turkish style', 'ar': 'وجهة مميزة لعشاق الشاورما في كوسوفو، حيث يقدم أشهى أطباق الشاورما بأسلوب تركي تقليدي', 'sq': 'Një destinacion i veçantë për adhuruesit e shawarmës në Kosovë, pasi shërben pjatat më të shijshme të shawarmës në stilin tradicional turk.'}","{'en': 'A wide range of professionally prepared local and international dishes.', 'ar': 'مجموعة واسعة من الأطباق المحلية والعالمية المُعدة باحترافية.', 'sq': 'Një gamë e gjerë e pjatave të përgatitura në mënyrë profesionale vendase dhe ndërkombëtare.'}","{'en': 'A diverse market and place to shop local products in Kosovo', 'ar': 'سوق متنوع ومكان لتسوق المنتجات المحلية في كوسوفو', 'sq': 'Një treg dhe vend i larmishëm për të blerë produkte vendore në Kosovë'}","{'en': 'One of the most important cultural and historical monuments in the country.', 'ar': 'أحد أهم المعالم الثقافية والتاريخية في البلاد.', 'sq': 'Një nga monumentet kulturore dhe historike më të rëndësishme në vend.'}","{'en': 'The largest and most beautiful natural area in Kosovo, located on the outskirts of the capital, Pristina.', 'ar': 'أكبر وأجمل المناطق الطبيعية في كوسوفو، وتقع على أطراف العاصمة بريشتينا.', 'sq': 'Zona më e madhe dhe më e bukur natyrore në Kosovë, e vendosur në periferi të kryeqytetit, Prishtinës.'}","{'en': 'One of the oldest and most important historical mosques in Kosovo.', 'ar': 'أحد أقدم وأهم المساجد التاريخية في كوسوفو.', 'sq': 'Një nga xhamitë më të vjetra dhe më të rëndësishme historike në Kosovë.'}","{'en': 'An important historical landmark located near the capital, Pristina, Kosovo.', 'ar': 'معلم تاريخي مهم يقع بالقرب من العاصمة بريشتينا في كوسوفو.', 'sq': 'Një pikë referimi e rëndësishme historike që ndodhet afër kryeqytetit, Prishtinës, Kosovë.'}","{'en': 'One of the most famous monuments and a symbol of freedom in Kosovo, located in the capital, Pristina.', 'ar': 'أحد أكثر المعالم شهرة ورمزًا للحرية في كوسوفو، ويقع في العاصمة برشتينا.', 'sq': 'Një nga monumentet më të njohura dhe simbol i lirisë në Kosovë, i vendosur në kryeqytetin, Prishtinë.'}","{'en': 'One of the most prominent cultural and historical monuments in the capital, Pristina, Kosovo.', 'ar': 'واحدة من أبرز المعالم الثقافية والتاريخية في العاصمة برشتينا، كوسوفو.', 'sq': 'Një nga monumentet kulturore dhe historike më të spikatura në kryeqytet, Prishtinë, Kosovë.'}","{'en': 'One of the most beautiful restaurants in Peyia', 'ar': 'واحد من أجمل المطاعم في مدينة بيا', 'sq': 'Një nga restorantet më të bukura në Peyia'}","{'en': 'A wonderful resort that combines a hotel and a luxury restaurant, located in the city of Biya near the famous white waterfall of Drin.', 'ar': 'منتجع رائع يجمع بين فندق ومطعم فاخر، يقع في مدينة بيا بالقرب من شلال درين الأبيض الشهير.', 'sq': 'Një resort i mrekullueshëm që ndërthur një hotel dhe një restorant luksoz, i vendosur në qytetin e Biya pranë ujëvarës së bardhë të famshme të Drinit.'}","{'en': 'One of the most beautiful natural destinations in the country.', 'ar': 'واحد من أجمل الوجهات الطبيعية في البلاد.', 'sq': 'Një nga destinacionet më të bukura natyrore në vend.'}","{'en': 'This bazaar reflects the spirit of local heritage and combines traditional handicrafts, popular cuisine and local fashions.', 'ar': 'يعكس هذا البازار روح التراث المحلي ويجمع بين الحرف اليدوية التقليدية والمأكولات الشعبية والأزياء المحلية.', 'sq': 'Ky pazar pasqyron frymën e trashëgimisë lokale dhe ndërthur artizanat tradicionale, kuzhinën popullore dhe modën vendase.'}","{'en': ""A distinctive destination located in the heart of Kosovo's natural beauty"", 'ar': 'وجهة مميزة تقع في قلب جمال كوسوفو الطبيعي', 'sq': 'Një destinacion dallues i vendosur në zemër të bukurive natyrore të Kosovës'}","{'en': 'The place is famous for its picturesque mountainous terrain, deep valleys, and charming waterfalls, making it a favorite destination for nature and adventure lovers.', 'ar': 'يستهر المكان بتضاريس الجبلية الخلابة، الوديان العميقة، والشلالات الساحرة، مما يجعله وجهة مفضلة لمحبي الطبيعة والمغامرة.', 'sq': 'Vendi është i famshëm për terrenin piktoresk malor, luginat e thella dhe ujëvarat simpatike, duke e bërë atë një destinacion të preferuar për adhuruesit e natyrës dhe aventurave.'}","{'en': 'An ideal destination for lovers of traditional Kosovo food', 'ar': 'وجهة مثالية لمحبي الطعام التقليدي في كوسوفو', 'sq': 'Një destinacion ideal për adhuruesit e ushqimeve tradicionale të Kosovës'}","{'en': 'It is considered one of the most prominent accommodations that provides guests with an exceptional experience of comfort and luxury.', 'ar': 'يُعد من أبرز أماكن الإقامة التي توفر للضيوف تجربة استثنائية من الراحة والفخامة.', 'sq': 'Konsiderohet si një nga akomodimet më të spikatura që u ofron miqve një përvojë të jashtëzakonshme rehati dhe luksi.'}","{'en': 'A luxury hotel located in Kosovo, providing a comfortable and luxurious accommodation experience for all visitors.', 'ar': 'فندق فاخر يقع في كوسوفو، ويوفر تجربة إقامة مريحة وفاخرة لجميع الزوار.', 'sq': 'Një hotel luksoz i vendosur në Kosovë, duke ofruar një eksperiencë akomodimi të rehatshëm dhe luksoz për të gjithë vizitorët.'}","{'en': 'It offers an exceptional experience for people looking for the tranquility of nature and stunning views.', 'ar': 'تقدم تجربة استثنائية للأشخاص الباحثين عن هدوء الطبيعة والمناظر الخلابة.', 'sq': 'Ajo ofron një përvojë të jashtëzakonshme për njerëzit që kërkojnë qetësinë e natyrës dhe pamjet mahnitëse.'}","{'en': 'A great choice for travelers looking for comfortable accommodation and outstanding services.', 'ar': 'خيارًا رائعًا للمسافرين الباحثين عن إقامة مريحة وخدمات متميزة.', 'sq': 'Një zgjedhje e shkëlqyer për udhëtarët që kërkojnë strehim të rehatshëm dhe shërbime të jashtëzakonshme.'}","{'en': 'An ideal destination for lovers of tranquility and nature.', 'ar': 'وجهة مثالية لمحبي الهدوء والطبيعة.', 'sq': 'Një destinacion ideal për adhuruesit e qetësisë dhe natyrës.'}","{'en': 'Great options for travelers looking for comfort and quality.', 'ar': 'الخيارات الرائعة للمسافرين الباحثين عن الراحة والجودة.', 'sq': 'Opsione të shkëlqyera për udhëtarët që kërkojnë rehati dhe cilësi.'}","{'en': 'The most prominent luxury hotels that provide a unique accommodation experience for guests.', 'ar': 'أبرز الفنادق الفاخرة التي تقدم تجربة إقامة مميزة للنزلاء.', 'sq': 'Hotelet luksoze më të spikatura që ofrojnë një përvojë unike akomodimi për mysafirët.'}","{'en': 'The best options for accommodation thanks to its distinguished services and upscale atmosphere.', 'ar': 'أفضل الخيارات للإقامة بفضل خدماته المميزة وأجوائه الراقية.', 'sq': 'Opsionet më të mira për akomodim falë shërbimeve të tij të shquara dhe atmosferës luksoze.'}","{'en': 'A distinctive destination to stay thanks to its elegant design and excellent services.', 'ar': 'وجهة مميزة للإقامة بفضل تصميمه الأنيق وخدماته الممتازة.', 'sq': 'Një destinacion i veçantë për të qëndruar falë dizajnit elegant dhe shërbimeve të shkëlqyera.'}","{'en': 'It is a distinctive accommodation option that combines luxury, comfort, and excellent services.', 'ar': 'من الخيارات المميزة للإقامة التي تجمع بين الفخامة، الراحة، والخدمات الممتازة.', 'sq': 'Është një opsion i veçantë akomodimi që kombinon luksin, komoditetin dhe shërbimet e shkëlqyera.'}","{'en': 'A lively center that attracts locals and tourists alike', 'ar': 'مركزًا حيويًا يجذب السكان المحليين والسياح على حد سواء', 'sq': 'Një qendër e gjallë që tërheq vendasit dhe turistët'}","{'en': 'A distinctive shopping destination that provides a wide range of products at competitive prices.', 'ar': 'وجهة مميزة للتسوق حيث يوفر مجموعة واسعة من المنتجات بأسعار تنافسية.', 'sq': 'Një destinacion dallues për blerje që ofron një gamë të gjerë produktesh me çmime konkurruese.'}","{'en': 'The distinctive supermarket in Kosovo, offering a diverse and comprehensive shopping experience to customers.', 'ar': 'السوبر ماركت المميزة في كوسوفو، حيث يقدم تجربة تسوق متنوعة وشاملة للزبائن.', 'sq': 'Supermarketi i veçantë në Kosovë, duke ofruar një përvojë të larmishme dhe gjithëpërfshirëse të blerjeve për klientët.'}","{'en': 'A prominent shopping destination in Kosovo, offering an integrated shopping experience that combines elegance, diversity, and entertainment.', 'ar': 'وجهة تسوق بارزة في كوسوفو، حيث يقدم تجربة تسوق متكاملة تجمع بين الأناقة، التنوع، والترفيه.', 'sq': 'Një destinacion i shquar për blerje në Kosovë, që ofron një përvojë të integruar të blerjeve që ndërthur elegancën, diversitetin dhe argëtimin.'}","{'en': 'This place combines shopping, entertainment and various services in one place.', 'ar': 'هذا المكان يجمع بين التسوق والترفيه والخدمات المتنوعة في مكان واحد.', 'sq': 'Ky vend kombinon blerjet, argëtimin dhe shërbimet e ndryshme në një vend.'}","{'en': 'An ideal destination for nature and food lovers in Kosovo.', 'ar': 'وجهة مثالية لعشاق الطبيعة والطعام في كوسوفو.', 'sq': 'Një destinacion ideal për adhuruesit e natyrës dhe ushqimit në Kosovë.'}","{'en': 'A unique bohemian-style café offering breathtaking views of the Red Sea.', 'ar': 'كافيه فريد من نوعه يتميز بالطراز البوهيمي ويوفر إطلالات خلابة على البحر الأحمر.', 'sq': 'Një kafene unike me stil bohem që ofron pamje mahnitëse të Detit të Kuq.'}","{'en': 'A must-visit for seafood lovers, offering fresh catches daily.', 'ar': 'وجهة لا بد من زيارتها لمحبي المأكولات البحرية حيث يتم تقديم صيد طازج يوميًا.', 'sq': 'Një vend që duhet vizituar nga adhuruesit e ushqimeve të detit, që ofron peshk të freskët çdo ditë.'}","{'en': 'A fine dining restaurant offering traditional Indian cuisine with a modern twist.', 'ar': 'مطعم فاخر يقدم المأكولات الهندية التقليدية مع لمسة عصرية.', 'sq': 'Një restorant i shijshëm që ofron kuzhinë tradicionale indiane me një prekje moderne.'}","{'en': 'A famous Egyptian restaurant serving traditional kabab and grilled meats.', 'ar': 'مطعم مصري شهير يقدم الكباب التقليدي واللحوم المشوية.', 'sq': 'Një restorant egjiptian i njohur që ofron kabab tradicional dhe mish të pjekur.'}","{'en': 'A large shopping mall featuring international and local brands, dining options, and entertainment.', 'ar': 'مول كبير يضم علامات تجارية دولية ومحلية، خيارات طعام، وترفيه.', 'sq': 'Një qendër tregtare e madhe që ofron marka ndërkombëtare dhe lokale, mundësi ngrënieje dhe argëtimi.'}","{'en': 'A large hypermarket chain offering groceries, electronics, and more.', 'ar': 'سلسلة هايبر ماركت كبيرة تقدم المواد الغذائية والإلكترونيات والمزيد.', 'sq': 'Një zinxhir hipermarketi i madh që ofron ushqime, elektronika dhe më shumë.'}","{'en': 'A popular supermarket chain offering high-quality products and groceries.', 'ar': 'سلسلة سوبر ماركت شهيرة تقدم منتجات عالية الجودة ومواد غذائية.', 'sq': 'Një zinxhir supermarketi i njohur që ofron produkte dhe ushqime me cilësi të lartë.'}","{'en': 'One of the most prominent dining destinations in Kosovo.', 'ar': 'واحد من أبرز الوجهات المميزة لتناول الطعام في كوسوفو.', 'sq': 'Një nga destinacionet më të spikatura të ngrënies në Kosovë.'}","{'en': 'A popular destination among locals and visitors alike.', 'ar': 'وجهة شهيرة بين السكان المحليين والزوار على حد سواء.', 'sq': 'Një destinacion popullor midis vendasve dhe vizitorëve njësoj.'}","{'en': 'It is considered one of the most important natural destinations for nature and adventure lovers.', 'ar': 'يعتبر من أهم الوجهات الطبيعية لعشاق الطبيعة والمغامرات.', 'sq': 'Konsiderohet si një nga destinacionet më të rëndësishme natyrore për adhuruesit e natyrës dhe aventurave.'}","{'en': 'A wonderful tourist destination located in the heart of nature, famous for its natural beauty and clean air.', 'ar': 'وجهة سياحية رائعة تقع في قلب الطبيعة، حيث تشتهر بجمالها الطبيعي وهوائها النقي.', 'sq': 'Një destinacion i mrekullueshëm turistik i vendosur në zemër të natyrës, i famshëm për bukuritë natyrore dhe ajrin e pastër.'}","{'en': 'One of the best options for accommodation in the region thanks to its distinguished location and excellent services.', 'ar': 'واحدًا من أفضل الخيارات للإقامة في المنطقة بفضل موقعه المميز وخدماته الممتازة.', 'sq': 'Një nga opsionet më të mira për akomodim në rajon falë vendndodhjes së tij të veçantë dhe shërbimeve të shkëlqyera.'}","{'en': 'One of the most famous luxury accommodations in Kosovo, it is located in the heart of a picturesque natural area surrounded by mountains and forests.', 'ar': 'واحد من أشهر أماكن الإقامة الفاخرة في كوسوفو، ويقع في قلب منطقة طبيعية خلابة تحيط بها الجبال والغابات.', 'sq': 'Një nga akomodimet më të famshme luksoze në Kosovë, ndodhet në zemër të një zone piktoreske natyrore të rrethuar me male dhe pyje.'}","{'en': 'The mosque reflects traditional Islamic architecture and is an important center of worship, religious and social gatherings.', 'ar': 'يعكس المسجد العمارة الإسلامية التقليدية ويُعد مركزًا هامًا للعبادة والتجمعات الدينية والاجتماعية.', 'sq': 'Xhamia pasqyron arkitekturën tradicionale islame dhe është një qendër e rëndësishme e adhurimit, tubimeve fetare dhe shoqërore.'}","{'en': 'One of the most important tourist attractions that combines natural and historical beauty.', 'ar': 'واحدة من أهم المعالم السياحية التي تجمع بين الجمال الطبيعي والتاريخي.', 'sq': 'Një nga atraksionet turistike më të rëndësishme që ndërthur bukurinë natyrore dhe historike.'}","{'en': 'One of the most amazing historical and archaeological monuments in Kosovo', 'ar': 'واحدًا من أروع المعالم التاريخية والأثرية في كوسوفو', 'sq': 'Një nga monumentet më të mahnitshme historike dhe arkeologjike në Kosovë'}","{'en': 'The most prominent historical and cultural destinations in the country.', 'ar': 'أبرز الوجهات التاريخية والثقافية في البلاد.', 'sq': 'Destinacionet më të spikatura historike dhe kulturore në vend.'}","{'en': 'The perfect place to enjoy a delicious meal of carefully prepared burgers', 'ar': 'المكان المثالي للاستمتاع بوجبة لذيذة من البرجر المحضر بعناية', 'sq': 'Vendi i përsosur për të shijuar një vakt të shijshëm me hamburgerë të përgatitur me kujdes'}"
