3400,3401,3402,3403,3404,3405,3406,3407,3408,3409,3410,3411,3412,3413,3414,3415,3416,3417,3418,3419,3420,3421,3422,3423,3424,3425,3426,3427,3428,3429,3430,3431,3432,3433,3434,3435,3436,3437,3438,3439,3440,3441,3442,3443,3444,3445,3446,3447,3448,3449
85,87,87,87,87,87,86,86,86,86,86,86,86,24,24,24,25,85,85,85,85,85,85,84,85,84,84,84,85,85,85,85,27,25,85,85,27,84,84,76,84,76,84,76,84,76,76,84,84,76
"{'en': 'Snow King Hotel', 'ar': 'فندق سنو كينج', 'sq': 'Hotel Mbreti i Borës'}","{'en': 'Prokletije Bungalows', 'ar': 'بيوت بونغالو بروكليتيي', 'sq': 'Bungalovët Prokletije'}","{'en': 'Ethno Katun ROSI Agrotourism', 'ar': 'إثنو كاتون روسي للسياحة الزراعية', 'sq': 'Etno Katun ROSI Agroturizam'}","{'en': 'Ethno House Bektesevic', 'ar': 'منزل إيثنو بيكتيسيفيتش', 'sq': 'Etno Kuća Bektešević'}","{'en': 'Grlja Waterfall', 'ar': 'شلال جرليا', 'sq': 'Ujëvara e Grljës'}","{'en': 'Ali Pasha Springs', 'ar': 'ينابيع علي باشا', 'sq': 'Burimet e Ali Pashës'}","{'en': 'Tara Zipline', 'ar': 'تارا زيبلاين', 'sq': 'Tara zipline'}","{'en': 'Ice Cave', 'ar': 'كهف جليدي (Kahf Jalidi)', 'sq': 'Shpella e Akullt'}","{'en': 'Đurđevića Tara Bridge', 'ar': 'جسر تارا ديورديفيتشا', 'sq': 'Ura e Đurđevića Tarës'}","{'en': 'Black Lake (Crno Jezero)', 'ar': 'البحيرة السوداء (كرنو يزيرو)', 'sq': 'Liqeni i Zi (Crno Jezero)'}","{'en': 'Tara River Canyon', 'ar': 'منتزه دورميتور الوطني', 'sq': 'Nacionalni park Durmitor'}","{'en': 'Durmitor National Park', 'ar': 'منتزه دورميتور الوطني', 'sq': 'Nacionalni park Durmitor'}","{'en': 'Đalovića Cave', 'ar': 'كهف ديالوفيتشا', 'sq': 'Pećina Đalovića'}","{'en': 'The Maksut Pasha Mosque', 'ar': 'مسجد مقصود باشا', 'sq': 'Xhamia e Maksut Pashës'}","{'en': 'Zoo ""Eagle""', 'ar': 'حديقة الحيوان ""نسر""', 'sq': 'Kopshti Zoologjik ""Shqiponja""'}","{'en': 'Mali i Zhlebit', 'ar': 'جبل زلبيت', 'sq': 'Mountain Zhlebit'}","{'en': 'Mosque Ebu Bekr Es-Siddik', 'ar': 'مسجد ابوبكر الصديق', 'sq': 'Xhami ebu bekr es-siddik'}","{'en': 'Hotel Bakurian Inn', 'ar': 'فندق باكورياني إن', 'sq': 'Hotel Bakurian Inn'}","{'en': 'Villa Mtashi Bakuriani', 'ar': 'فيلا ماتاشي باكورياني', 'sq': 'Vila mtashi bakuriani'}","{'en': 'Hotel Sapphire Bakuriani', 'ar': 'فندق سفير باكورياني', 'sq': 'Hotel Sapphire Bakuriani'}","{'en': 'The Grand Hotel Bakuriani', 'ar': 'فندق جراند باكورياني', 'sq': 'Grand Hotel Bakuriani'}","{'en': 'Greenfield Bakuriani', 'ar': 'جرينفيلد باكورياني', 'sq': 'Greenfield Bakuriani'}","{'en': 'Star Villa Bakuriani', 'ar': 'فيلا ستار باكورياني', 'sq': 'Villa Star Bakuriani'}","{'en': 'Villat Bardhoshi', 'ar': 'فيلات باردوشي', 'sq': 'Villat Bardhoshi'}","{'en': 'Hotel King David Bakuriani', 'ar': 'فندق كينج دايفيد باكورياني', 'sq': 'Hoteli King David Bakuriani'}","{'en': 'Hotel North City', 'ar': 'فندق نورث سيتي', 'sq': 'Hotel Qyteti i Veriut'}","{'en': 'Dardani Hotel', 'ar': 'فندق Dardani', 'sq': 'Hotel Dardani'}","{'en': 'Ador hotel', 'ar': 'فندق ادور', 'sq': 'Hoteli i Ador'}","{'en': 'Villa in Bakuriani', 'ar': 'فيلا في باكورياني', 'sq': 'Vila në Bakuriani'}","{'en': 'Banovani Bakuriani', 'ar': 'بانوفاني باكورياني', 'sq': 'Banovani Bakuriani'}","{'en': ""Villa Garden's bakurian"", 'ar': 'فيلا جاردن باكورياني', 'sq': 'Bakurian i Kopshtit të Vilës'}","{'en': 'Dani Lux', 'ar': 'داني لوكس', 'sq': 'Dani Lux'}","{'en': 'Vasileva lake', 'ar': 'بحيرة فاسيليفا', 'sq': 'Liqeni i Vasileva'}","{'en': 'Tomb of Sultan Murat', 'ar': 'قبر السلطان مراد', 'sq': 'Varri i Sulltan Murat'}","{'en': 'Komorebi Bakuriani Resort', 'ar': 'منتجع كوموريبي باكورياني', 'sq': 'Resorti Komorebi Bakuriani'}","{'en': 'Loft Hotel Bakuriani', 'ar': 'فندق لوفت باكورياني', 'sq': 'Hotel Loft Bakuriani'}","{'en': 'Radonjic Lake', 'ar': 'بحيرة رادونجيك', 'sq': 'Liqen radonjic'}","{'en': 'Marble Cave (Gadime Cave)', 'ar': 'كهف الرخام (Gadime Cave)', 'sq': 'Marble Cave (Gadime Cave)'}","{'en': 'Restaurant Ura', 'ar': 'مطعم URA', 'sq': 'Restorant Ura'}","{'en': 'Truso Gorge', 'ar': 'مضيق تروسو', 'sq': 'Gryka e Trusos'}","{'en': '""Gray"" restaurant', 'ar': 'مطعم ""جراي""', 'sq': 'Restorant ""Grey""'}","{'en': 'The Turquoise Lake', 'ar': 'البحيرة الفيروزيه', 'sq': 'Liqeni Turkiz'}","{'en': 'Restaurant Koha', 'ar': 'مطعم كوها', 'sq': 'Restoranti Koha'}","{'en': 'Wild Guru', 'ar': 'وايلد جورو', 'sq': 'Guru i Egër'}","{'en': 'Sinia Restaurant', 'ar': 'مطعم سينيا', 'sq': 'Restorant Sinia'}","{'en': 'Sports & Ski Georgia', 'ar': 'الرياضة والتزلج جورجيا', 'sq': 'Gjeorgji Sport & Ski'}","{'en': 'Ski Rental Irish Georgia', 'ar': 'تأجير معدات التزلج الأيرلندي جورجيا', 'sq': 'Qira e pajisjeve të skive Irlandeze në Gjeorgji'}","{'en': 'City Museum of Mitrovica', 'ar': 'متحف مدينة ميتروفيكا', 'sq': 'Muzeu i Qytetit në Mitrovica'}","{'en': 'Aqua Park Mitrovica', 'ar': 'أكوا بارك ميتروفيكا', 'sq': 'Aqua Park Mitrovica'}","{'en': 'VAGABOND ADVENTURES | Gudauri Ski School, Ski Holiday Packages & Backcountry Ski Tours', 'ar': 'مغامرات فاجابوند | مدرسة التزلج في جوداوري، باقات عطلات التزلج وجولات التزلج في المناطق الجبلية', 'sq': 'VAGABOND ADVENTURES | Shkolla e skijimit në Gudauri, Paketa pushimesh për ski dhe ture skijimi në natyrë'}"
"{'en': 'Snow King Bakuriani Hotel offers a comfortable stay with mountain views and excellent services for ski and relaxation enthusiasts.', 'ar': 'فندق سنو كينج باكورياني يقدم إقامة مريحة مع إطلالات جبلية وخدمات متميزة لمحبي التزلج والاستجمام.', 'sq': 'Hoteli ""Snow King Bakuriani"" ofron akomodim komod me pamje nga mali dhe shërbime të shkëlqyera për adhuruesit e skijimit dhe relaksimit.'}","{'en': 'A cozy chalet offering private, fully equipped accommodations with scenic mountain views, perfect for a tranquil getaway.', 'ar': 'شاليه مريح يوفر أماكن إقامة خاصة ومجهزة بالكامل مع إطلالات خلابة على الجبال، مثالي لقضاء عطلة هادئة.', 'sq': 'Një vilë komode që ofron akomodime private, plotësisht të pajisura me pamje piktoreske të maleve, e përkryer për një arratisje të qetë.'}","{'en': 'A peaceful agrotourism resort with mountain views, offering a relaxing atmosphere and various outdoor activities.', 'ar': 'منتجع سياحي زراعي هادئ بإطلالات جبلية، يوفر أجواءً مريحة وأنشطة خارجية متنوعة.', 'sq': 'Një vendpushim i qetë agroturistik me pamje nga mali, që ofron një atmosferë relaksuese dhe aktivitete të ndryshme në natyrë.'}","{'en': 'A charming holiday home with a garden, mountain views, and modern amenities, ideal for a peaceful getaway.', 'ar': 'بيت عطلات ساحر مع حديقة وإطلالات على الجبال ووسائل راحة حديثة، مثالي لقضاء عطلة هادئة.', 'sq': 'Një shtëpi pushimi simpatike me një kopsht, pamje nga mali dhe pajisje moderne, ideale për një arratisje të qetë.'}","{'en': 'A stunning waterfall in the Prokletije Mountains, offering breathtaking views and natural beauty.', 'ar': 'شلال مذهل في جبال الألب الألبانية، يوفر إطلالات خلابة وجمالاً طبيعياً.', 'sq': 'Një ujëvarë mahnitëse në Bjeshkët e Nemuna, që ofron pamje të mrekullueshme dhe bukuri natyrore.'}","{'en': 'A serene natural spring near Gusinje, Montenegro, with crystal-clear waters and scenic mountain views.', 'ar': 'نبع طبيعي هادئ بالقرب من غوسينيي، الجبل الأسود، بمياه صافية تمامًا وإطلالات جبلية خلابة.', 'sq': 'Një burim natyror i qetë pranë Gusinje, Mali i Zi, me ujëra kristal të pastër dhe pamje piktoreske të maleve.'}","{'en': 'An exhilarating zipline experience over the breathtaking Tara Canyon, perfect for adventure seekers.', 'ar': 'تجربة انزلاق بالحبل مثيرة فوق وادي تارا الخلاب، مثالية للباحثين عن المغامرة.', 'sq': 'Një përvojë emocionuese me zipline mbi Kanionin mahnitës të Tarës, e përkryer për kërkuesit e aventurave.'}","{'en': 'A breathtaking ice cave in Durmitor, Montenegro, featuring frozen stalactites and a cool underground world.', 'ar': 'كهف جليدي آسر في دورميتور، الجبل الأسود، يتميز بصواعد جليدية متجمدة وعالم سفلي بارد.', 'sq': 'Një shpellë akulli mahnitëse në Durmitor, Mali i Zi, me stalaktite të ngrira dhe një botë të freskët nëntokësore.'}","{'en': 'An iconic historic bridge offering sweeping views of the Tara River Canyon, a must-see for visitors to Montenegro.', 'ar': 'جسر تاريخي أيقوني يوفر إطلالات شاملة على وادي نهر تارا، وهو معلم لا بد من زيارته لزوار الجبل الأسود.', 'sq': 'Një urë ikonike historike që ofron pamje të gjera të kanionit të lumit Tara, një vend që duhet vizituar për vizitorët në Mal të Zi.'}","{'en': 'A stunning glacial lake surrounded by lush forests and towering mountains, offering a peaceful retreat and opportunities for outdoor activities.', 'ar': 'بحيرة جليدية خلابة محاطة بغابات مورقة وجبال شاهقة، توفر ملاذًا هادئًا وفرصًا للأنشطة الخارجية.', 'sq': 'Një liqen mahnitës akullnajor i rrethuar nga pyje të harlisur dhe male të larta, që ofron një strehë të qetë dhe mundësi për aktivitete në natyrë.'}","{'en': 'A stunning natural wonder in Montenegro, the Tara River Canyon is perfect for rafting, hiking, and experiencing Europe’s deepest river canyon.', 'ar': 'يعتبر وادي نهر تارا في الجبل الأسود أعجوبة طبيعية مذهلة، وهو مثالي لممارسة رياضة التجديف والمشي لمسافات طويلة والاستمتاع بتجربة أعمق وادي نهري في أوروبا.', 'sq': 'Një mrekulli natyrore mahnitëse në Malin e Zi, Kanioni i Lumit Tara është i përsosur për rafting, ecje dhe përjetimin e kanionit më të thellë lumor të Evropës.'}","{'en': 'A stunning national park in Montenegro, offering outdoor activities like hiking, skiing, and rafting amidst breathtaking natural landscapes.', 'ar': 'منتزه وطني خلاب في الجبل الأسود، يقدم أنشطة خارجية مثل المشي لمسافات طويلة والتزلج والتجديف وسط مناظر طبيعية آسرة.', 'sq': 'Park kombëtar mahnitës në Malin e Zi, që ofron aktivitete në natyrë si ecje, ski dhe rafting mes peizazheve natyrore mahnitëse.'}","{'en': 'A breathtaking underground cave near Bijelo Polje, rich in stalactites, stalagmites, and hidden tunnels.', 'ar': 'كهف لالتقاط الأنفاس تحت الأرض بالقرب من بيجلو بولجي ، غني بالسيكات ، الصواعد ، والأنفاق المخفية.', 'sq': 'Një shpellë nëntokësore e lë pa frymë afër Bijelo Polje, e pasur me stalaktite, stalagmitë dhe tunele të fshehura.'}","{'en': ""A 17th-century Ottoman mosque in Prizren's Marash neighborhood, reflecting traditional Islamic architecture."", 'ar': 'مسجد عثماني من القرن السابع عشر في حي ماراش بمدينة بريزرن، يعكس العمارة الإسلامية التقليدية.', 'sq': 'Një xhami osmane e shekullit të 17-të në lagjen Marash të Prizrenit, që pasqyron arkitekturën tradicionale islame.'}","{'en': 'A family-friendly zoo in Shkodra focusing on local wildlife conservation and education.', 'ar': 'حديقة حيوانات مناسبة للعائلات في شكودرا تركز على الحفاظ على الحياة البرية المحلية والتعليم.', 'sq': 'Një kopsht zoologjik miqësor për familjen në Shkodra që përqendrohet në ruajtjen dhe edukimin lokal të jetës së egër.'}","{'en': 'A stunning mountain in Kosovo with hiking trails, forests, and breathtaking alpine views.', 'ar': 'جبل مذهل في كوسوفو مع مسارات المشي لمسافات طويلة والغابات ومناظر جبال الألب لالتقاط الأنفاس.', 'sq': 'Një mal mahnitës në Kosovë me shtigje shëtitje, pyje dhe pamje alpine marramendëse.'}","{'en': 'A historic mosque with Islamic architecture and cultural significance in Albanian-speaking regions.', 'ar': 'مسجد تاريخي مع الهندسة المعمارية الإسلامية والأهمية الثقافية في المناطق الناطقة بالألبان.', 'sq': 'Një xhami historike me arkitekturën islame dhe rëndësinë kulturore në rajonet që flasin shqiptarë.'}","{'en': 'Bakuriani Inn Hotel is located near the ski resort and picturesque natural areas in Bakuriani, Georgia.', 'ar': 'فندق باكورياني إن يقع بالقرب من منتجع التزلج ومناطق طبيعية خلابة في باكورياني، جورجيا.', 'sq': 'Bakuriani Inn Hotel ndodhet afër vendpushimit të skive dhe zonave natyrore piktoreske në Bakuriani, Georgia.'}","{'en': 'Villa Matashi Bakuriani provides a comfortable and modern stay with equipped kitchen and picturesque mountain views.', 'ar': 'فيلا ماتاشي باكورياني توفر إقامة مريحة وعصرية مع مطبخ مجهز وإطلالات جبلية خلابة.', 'sq': 'Villa Matashi Bakuriani ofron një qëndrim të rehatshëm dhe modern me kuzhinë të pajisur dhe pamje piktoreske malore.'}","{'en': 'The Sapphire Bakuriani Hotel provides comfortable stay with excellent facilities and great mountain views.', 'ar': 'فندق سافير باكورياني يوفر إقامة مريحة مع مرافق ممتازة وإطلالات رائعة على الجبال.', 'sq': 'Hoteli Sapphire Bakuriani ofron qëndrim të rehatshëm me lehtësira të shkëlqyera dhe pamje të shkëlqyera malore.'}","{'en': 'Grand Hotel Bakuriani offers luxurious stay with distinctive facilities in the heart of mountain Baccorian.', 'ar': 'فندق Grand Hotel Bakuriani يقدم إقامة فاخرة مع مرافق مميزة في قلب باكورياني الجبلية.', 'sq': 'Grand Hotel Bakuriani ofron qëndrim luksoz me lehtësira dalluese në zemrën e Baccorian Mountain.'}","{'en': 'Greenfield Bakuriani offers a comfortable stay in picturesque nature with various services and distinct equipment.', 'ar': 'فندق Greenfield Bakuriani يقدم إقامة مريحة وسط الطبيعة الخلابة مع خدمات متنوعة وتجهيزات متميزة.', 'sq': 'Greenfield Bakuriani ofron një qëndrim të rehatshëm në natyrë piktoreske me shërbime të ndryshme dhe pajisje të dallueshme.'}","{'en': 'Villa Star Bakuriani offers comfortable and luxurious stay with mountainous looks and distinguished services.', 'ar': 'فيلا ستار باكورياني تقدم إقامة مريحة وفاخرة مع إطلالات جبلية وخدمات متميزة.', 'sq': 'Villa Star Bakuriani ofron qëndrim të rehatshëm dhe luksoz me pamje malore dhe shërbime të dalluara.'}","{'en': 'A cozy campground offering mountain views, comfortable accommodations, and modern amenities in Mitrovica.', 'ar': 'مخيم مريح يقدم مناظر جبلية وأماكن إقامة مريحة ووسائل الراحة الحديثة في ميتروفيكا.', 'sq': 'Një vend kampimi komod që ofron pamje malore, akomodime të rehatshme dhe pajisje moderne në Mitrovica.'}","{'en': 'King David Bakuriani Hotel provides comfortable accommodation near tourist attractions and picturesque nature.', 'ar': 'فندق كينج دايفيد باكورياني يوفر إقامة مريحة بالقرب من معالم سياحية وطبيعة خلابة.', 'sq': 'King David Bakuriani Hotel ofron strehim të rehatshëm pranë tërheqjeve turistike dhe natyrës piktoreske.'}","{'en': 'A modern 4-star hotel with dining, gaming, and business facilities in Mitrovica.', 'ar': 'فندق حديث من فئة 4 نجوم مع مرافق لتناول الطعام والألعاب والأعمال في ميتروفيكا.', 'sq': 'Një hotel modern me 4 yje me ngrënie, lojëra dhe lehtësira biznesi në Mitrovica.'}","{'en': 'A comfortable hotel in Mitrovica offering free parking, Wi-Fi, and family-friendly stays.', 'ar': 'فندق مريح في ميتروفيكا يوفر مواقف مجانية للسيارات وخدمة الواي فاي والإقامات الصديقة للعائلة.', 'sq': 'Një hotel i rehatshëm në Mitrovica që ofron parkim falas, Wi-Fi dhe qëndrime miqësore për familjen.'}","{'en': 'A modern 4-star hotel with a hot tub, restaurant, and excellent facilities in Mitrovica.', 'ar': 'فندق حديث من 4 نجوم مع حوض استحمام ساخن ومطعم ومرافق ممتازة في ميتروفيكا.', 'sq': 'Një hotel modern me 4 yje me një vaskë të nxehtë, restorant dhe lehtësira të shkëlqyera në Mitrovica.'}","{'en': 'Villa Bakuriani provides comfortable stay near the skiing resort and picturesque nature in Georgia.', 'ar': 'فيلا باكورياني توفر إقامة مريحة بالقرب من منتجع التزلج والطبيعة الخلابة في جورجيا.', 'sq': 'Villa Bakuriani siguron qëndrim të rehatshëm pranë vendpushimit të skijimit dhe natyrës piktoreske në Gjeorgji.'}","{'en': 'Banovani Bakuriani is located in the heart of the mountains, and offers comfortable stay with distinctive entertainment facilities.', 'ar': 'فندق بانوفاني باكورياني يقع في قلب الجبال، ويقدم إقامة مريحة مع مرافق ترفيهية مميزة.', 'sq': 'Banovani Bakuriani ndodhet në zemër të maleve dhe ofron qëndrim të rehatshëm me lehtësira të veçanta argëtuese.'}","{'en': 'Villa Garden Bakuriani provides fully equipped villas, with a garden and a terrace, and close to tourist attractions.', 'ar': 'فيلا جاردن باكورياني توفر فيلات مجهزة بالكامل، مع حديقة وتراس، وقرب من المعالم السياحية.', 'sq': 'Villa Garden Bakuriani siguron vila të pajisura plotësisht, me një kopsht dhe një tarracë, dhe afër tërheqjeve turistike.'}","{'en': 'Dani Lux Hotel in Bakuriani provides comfortable apartments fully equipped, with great views and near tourist attractions.', 'ar': 'فندق داني لوكس في باكورياني يوفر شققًا مريحة مجهزة بالكامل، بإطلالات رائعة وقرب من المعالم السياحية.', 'sq': 'Dani Lux Hotel në Bakuriani ofron apartamente të rehatshme të pajisura plotësisht, me pamje të shkëlqyera dhe tërheqje të afërta turistike.'}","{'en': 'A peaceful artificial lake near Peja, offering a tranquil spot for nature lovers and outdoor activities.', 'ar': 'بحيرة الاصطناعية الهادئة بالقرب من بيجا ، تقدم بقعة هادئة لمحبي الطبيعة والأنشطة في الهواء الطلق.', 'sq': 'Një liqen artificial paqësor afër Peja, duke ofruar një vend të qetë për adhuruesit e natyrës dhe aktivitetet në natyrë.'}","{'en': 'A historic mausoleum marking the resting place of Sultan Murad I, with notable Ottoman architectural influence.', 'ar': 'ضريح تاريخي يحدد مكان الراحة للسلطان مراد الأول ، مع تأثير معماري عثماني بارز.', 'sq': 'Një mauzoleum historik që shënon vendin e pushimit të Sulltan Murad I, me ndikim të dukshëm arkitektonik osman.'}","{'en': 'Komorebi Bakuriani Resort provides luxurious stay with great mountain views and garden, with modern and comfortable amenities.', 'ar': 'منتجع كوموريبي باكورياني يوفر إقامة فاخرة بإطلالات رائعة على الجبال والحديقة، مع وسائل راحة حديثة ومريحة.', 'sq': 'Resorti Komorebi Bakuriani siguron qëndrim luksoz me pamje të shkëlqyera malore dhe kopsht, me pajisje moderne dhe të rehatshme.'}","{'en': 'Loft Hotel Bakuriani is an elegant hotel in Bakuriani, Georgia, which provides comfortable and close to tourist destinations.', 'ar': 'Loft Hotel Bakuriani فندق أنيق في باكورياني، جورجيا، يوفر إقامة مريحة وقريب من الوجهات السياحية.', 'sq': 'Loft Hotel Bakuriani është një hotel elegant në Bakuriani, Georgia, i cili siguron të rehatshme dhe afër destinacioneve turistike.'}","{'en': 'A tranquil artificial lake in Mitrovica, offering a serene environment for nature lovers and outdoor enthusiasts.', 'ar': 'بحيرة اصطناعية هادئة في ميتروفيكا ، تقدم بيئة هادئة لمحبي الطبيعة وعشاق في الهواء الطلق.', 'sq': 'Një liqen artificial i qetë në Mitrovica, duke ofruar një mjedis të qetë për adhuruesit e natyrës dhe entuziastët në natyrë.'}","{'en': 'A remarkable cave in Gadime e Poshtme, Kosovo, featuring rare marble formations and intricate natural sculptures formed over millions of years.', 'ar': 'كهف رائع في Gadime E Poshtme ، Kosovo ، ويضم تكوينات رخامية نادرة ومنحوتات طبيعية معقدة تشكلت على مدى ملايين السنين.', 'sq': 'Një shpellë e jashtëzakonshme në Gadime E Poshtme, Kosovë, duke shfaqur formacione të rralla mermeri dhe skulptura të ndërlikuara natyrore të formuara gjatë miliona viteve.'}","{'en': 'A charming restaurant serving authentic local dishes by the river in Mitrovica.', 'ar': 'مطعم ساحر يقدم الأطباق المحلية الأصلية بجوار النهر في ميتروفيكا.', 'sq': 'Një restorant simpatik që shërben enët autentike lokale pranë lumit në Mitrovica.'}","{'en': 'Truso Gorge in Gudauri is a captivating destination with mountain views, sulfur springs, and historical ruins, perfect for nature lovers.', 'ar': 'مضيق تروسو في جوداوري يتميز بينابيعه الكبريتية وإطلالاته الجبلية الخلابة، مما يجعله وجهة رائعة للمغامرين.', 'sq': 'Gryka e Trusos në Gudauri është një destinacion magjepsës me pamje malore, burime sulfurike dhe rrënoja historike, perfekt për dashamirët e natyrës.'}","{'en': 'An upscale restaurant offering a refined dining experience with a blend of local and international flavors.', 'ar': 'مطعم راقي يقدم تجربة تناول طعام راقية مع مزيج من النكهات المحلية والدولية.', 'sq': 'Një restorant i pasura që ofron një përvojë të rafinuar të ngrënies me një përzierje të aromave lokale dhe ndërkombëtare.'}","{'en': 'The Turquoise Lake in Gudauri is known for its clear waters and stunning views, making it a great destination for nature and adventure.', 'ar': 'البحيرة الفيروزية في جوداوري تتميز بمياهها الصافية وإطلالاتها الخلابة مما يجعلها وجهة رائعة للطبيعة والمغامرة.', 'sq': 'Liqeni Turkiz në Gudauri dallohet për ujërat e tij të pastra dhe pamjet mahnitëse, duke e bërë atë një destinacion të shkëlqyer për natyrën dhe aventurën.'}","{'en': 'A modern restaurant offering a fusion of Albanian and Mediterranean flavors in a comfortable setting.', 'ar': 'مطعم حديث يقدم مزيجًا من النكهات الألبانية والبحر الأبيض المتوسط \u200b\u200bفي بيئة مريحة.', 'sq': 'Një restorant modern që ofron një shkrirje të aromave shqiptare dhe mesdhetare në një ambient të rehatshëm.'}","{'en': 'Wilde Guru offers exploratory ski tours and camping experiences for adventure lovers in the Caucasus Mountains.', 'ar': 'وايلد جورو يقدم جولات تزلج استكشافية وتجارب تخييم لمحبي المغامرة في جبال القوقاز.', 'sq': 'Wilde Guru ofron turne eksplorues të skive dhe përvoja kampingu për adhuruesit e aventurave në malet e Kaukazit.'}","{'en': 'A cozy spot serving delicious Balkan and Mediterranean dishes in Mitrovica.', 'ar': 'بقعة مريحة تقدم أطباق البلقان اللذيذة والبحر الأبيض المتوسط \u200b\u200bفي ميتروفيكا.', 'sq': 'Një vend komod që shërben në ballkanin e shijshëm dhe enët mesdhetare në Mitrovica.'}","{'en': 'Sports and skiing Georgia offers modern ski equipment, training lessons, and tours for winter adventure lovers.', 'ar': 'الرياضة والتزلج جورجيا يقدم معدات تزلج حديثة، دروس تدريبية، وجولات لمحبي المغامرات الشتوية.', 'sq': 'Gjeorgjia sportive dhe skijimi ofron pajisje moderne të skive, mësime trajnimi dhe turne për adhuruesit e aventurave të dimrit.'}","{'en': 'Irish Ski Rental in Gudauri offers high-quality modern equipment suitable for all levels at competitive prices.', 'ar': 'تأجير معدات التزلج الأيرلندي في جوداوري يوفر معدات حديثة بجودة عالية تناسب جميع المستويات بأسعار تنافسية.', 'sq': 'Qira e skive irlandeze në Gudauri ofron pajisje moderne me cilësi të lartë, të përshtatshme për të gjitha nivelet me çmime konkurruese.'}","{'en': 'A museum offering insights into the diverse history and culture of Mitrovica.', 'ar': 'متحف يقدم نظرة ثاقبة للتاريخ والثقافة المتنوعة في ميتروفيكا.', 'sq': 'Një muze që ofron njohuri mbi historinë dhe kulturën e larmishme të Mitrovica.'}","{'en': 'A fun and family-friendly water park in Mitrovica, offering a range of attractions for everyone.', 'ar': 'حديقة مائية ممتعة وصديقة للأسرة في ميتروفيكا ، تقدم مجموعة من مناطق الجذب للجميع.', 'sq': 'Një park ujor argëtues dhe miqësor me familjen në Mitrovica, duke ofruar një sërë tërheqjesh për të gjithë.'}","{'en': 'VAGABOND ADVENTURES in Judauri offer ski lessons, mountainous tours, and perfect holiday packages for ski and adventure lovers.', 'ar': 'مغامرات فاجابوند في جوداوري تقدم دروس تزلج، جولات جبلية، وباقات عطلات مثالية لمحبي التزلج والمغامرات.', 'sq': 'VAGABOND ADVENTURES në Judauri ofrojnë mësime të skive, turne malor dhe pako të përsosura pushimesh për adhuruesit e skive dhe aventurave.'}"
