4050,4051,4052,4053,4054,4055,4056,4057,4058,4059,4060,4061,4062,4063,4064,4065,4066,4067,4068,4069,4070,4071,4072,4073,4074,4075,4076,4077,4078,4079,4080,4081,4082,4083,4084,4085,4086,4087,4088,4089,4090,4091,4092,4093,4094,4095,4096,4097,4098,4099
69,69,69,69,69,71,71,71,71,71,71,71,71,71,71,71,71,71,71,69,71,69,71,71,71,71,71,69,71,71,71,71,71,71,71,69,69,69,69,69,69,69,69,71,71,71,71,71,71,71
"{'en': 'Batumi View Luxury', 'ar': 'باتومي فيو لوكشري', 'sq': 'Batumi shiko luksin'}","{'en': 'Green Side Hotel', 'ar': 'فندق جرين سايد', 'sq': 'Hotel i gjelbër'}","{'en': 'Hotel Lifetime', 'ar': 'فندق لايف تايم', 'sq': 'Hotel Jetëgjatësi'}","{'en': 'Grand Georgian Palace Hotel', 'ar': 'فندق غراند جورجيان بالاس', 'sq': 'Hotel Grand Georgian Palace'}","{'en': 'GG ApartHotel', 'ar': 'جي جي أبارت هوتل', 'sq': 'Gg aparthotel'}","{'en': 'Lost World Adventure Land', 'ar': 'Lost World Adventure Land', 'sq': 'Toka e humbur e aventurave botërore'}","{'en': 'Beach Road', 'ar': 'طريق الشاطئ', 'sq': 'Beach Road'}","{'en': 'Flower Land Pattaya', 'ar': 'أرض الزهور باتايا', 'sq': 'Tokë lule pattaya'}","{'en': 'Swiss Sheep Farm Pattaya', 'ar': 'مزرعة الأغنام السويسرية باتايا', 'sq': 'Fermë Zvicerane e Deleve Pattaya'}","{'en': 'Monster Aquarium Pattaya', 'ar': 'Monster Aquarium Pattaya', 'sq': 'Akuarium përbindësh pattaya'}","{'en': 'The Million Years Stone Park & Pattaya Crocodile Farm', 'ar': 'حديقة صخرة المليون سنة ومزرعة التماسيح في باتايا', 'sq': 'Milion vjet Stone Park & \u200b\u200bPattaya Crocodile Farm'}","{'en': 'Wong Amat Beach', 'ar': 'Wong Amat Beach', 'sq': 'Wong Amat Beach'}","{'en': 'Underwater World Pattaya', 'ar': 'عالم ما تحت الماء باتايا', 'sq': 'Pattaya botërore nënujore'}","{'en': 'Wat Chai Mongkhon', 'ar': 'معبد وات تشاي مونغخون', 'sq': 'Wat Chai Mongkhon'}","{'en': 'Pattaya Elephant Village', 'ar': 'قرية الفيلة', 'sq': 'Fshati Pattaya Elephant'}","{'en': ""Ripley's Believe It or Not! Museuam"", 'ar': 'ريبلي صدق ذلك أم لا!', 'sq': 'Ripley beson apo jo!'}","{'en': 'Pattaya dolphinarium', 'ar': 'باتايا دولفيناريوم', 'sq': 'Pattaya Dolphinarium'}","{'en': 'Wat Phra Yai Temple', 'ar': 'معبد وات فرا ياي', 'sq': 'Wat Phra Yai Tempulli'}","{'en': 'Ramayana Water Park', 'ar': 'حديقة رامايانا المائية', 'sq': 'Parku Uji i Ramayana'}","{'en': 'Cozy Loft Hotel', 'ar': 'فندق كوزي لوفت', 'sq': 'Hotel komod i papafingo'}","{'en': 'Tiger Park Zoo', 'ar': 'تايجر بارك حديقة حيوان', 'sq': 'Tiger Park Zoo'}","{'en': 'Hotel 725', 'ar': 'فندق 725', 'sq': 'Hoteli 725'}","{'en': 'Sanctuary of Truth', 'ar': 'معبد الحقيقة', 'sq': 'Shenjtërorja e së vërtetës'}","{'en': 'Mantra Pura Resort', 'ar': 'مانترا بورا منتجع', 'sq': 'Mantra Pura Resort'}","{'en': 'First Pacific Cirrus Hotel', 'ar': 'First Pacific Cirrus Hotel', 'sq': 'First Pacific Cirrus Hotel'}","{'en': 'Sattahip 9 Boutique Hotel', 'ar': 'Sattahip 9 Boutique Hotel', 'sq': 'Sattahip 9 Hotel Boutique'}","{'en': 'Acqua Hotel Pattaya', 'ar': 'فندق Acqua Pattaya', 'sq': 'Acqua Hotel Pattaya'}","{'en': 'Batumi View Apartments', 'ar': 'شقق باتومي فيو', 'sq': 'Batumi shiko apartamente'}","{'en': 'Season Five Hotel', 'ar': 'Season Five Hotel', 'sq': 'Season Five Hotel'}","{'en': 'The Zen Hotel Pattaya', 'ar': 'فندق Zen Hotel Pattaya', 'sq': 'Zen Hotel Pattaya'}","{'en': 'blackwoods Hotel Pattaya', 'ar': 'فندق بلاكوودز باتايا', 'sq': 'Blackwoods Hotel Pattaya'}","{'en': 'Hard Rock Hotel Pattaya', 'ar': 'هارد روك فندق باتايا', 'sq': 'Hard Rock Hotel Pattaya'}","{'en': 'LK Grand Empire Hotel', 'ar': 'فندق LK Grand Empire', 'sq': 'Hotel LK Grand Empire'}","{'en': 'S.N. Plus Hotel', 'ar': 'S.N. Plus Hotel', 'sq': 'S.N. Plus Hotel'}","{'en': 'A-One The Royal Cruise Hotel Pattaya', 'ar': 'A-one The Royal Cruise Hotel Pattaya', 'sq': 'A-një The Royal Cruise Hotel Pattaya'}","{'en': 'APARTHOTEL ,,Holiday Lux""', 'ar': 'شقق فندقية ""هوليداي لوكس', 'sq': 'Aparthotel ,, luksi i festave ""'}","{'en': 'Old garden hotel batumi', 'ar': 'فندق حديقة أولد جاردن باتومي', 'sq': 'Hoteli i Kopshtit të Vjetër Batumi'}","{'en': 'Best Western Prime Minister Batumi', 'ar': 'بست وسترن بريمير باتومي', 'sq': 'Kryeministri më i mirë perëndimor Batumi'}","{'en': 'Neptune Fountain', 'ar': 'نافورة نبتون', 'sq': 'Shatërvan'}","{'en': 'Batami Piazza Square', 'ar': 'ساحة بيازا باتومي', 'sq': 'Sheshi Batami Piazza'}","{'en': 'Europe Square', 'ar': 'ميدان أوروبا', 'sq': 'Sheshi i Evropës'}","{'en': '\u202aArgo Cable Car\u202c', 'ar': 'تلفريك أرغو', 'sq': 'ARGO CABLE'}","{'en': 'Ali & Nino Statue', 'ar': 'تمثال علي ونينو', 'sq': 'Statuja Ali & Nino'}","{'en': 'Holiday Inn Pattaya, an IHG Hotel', 'ar': 'فندق Holiday Inn Pattaya ، فندق IHG', 'sq': 'Holiday Inn Pattaya, një hotel IHG'}","{'en': 'Mytt Hotel', 'ar': 'فندق Mytt', 'sq': 'Hotel mytt'}","{'en': 'Meliá Pattaya Hotel', 'ar': 'فندق ميلي باتايا', 'sq': 'Hotel Meliá Pattaya'}","{'en': 'Hotel Vistaya', 'ar': 'فندق فيستايا', 'sq': 'Hotel Vistaya'}","{'en': 'Somerset Hotel Pattaya', 'ar': 'Somerset Hotel Pattaya', 'sq': 'Somerset Hotel Pattaya'}","{'en': 'Levana Hotel Pattaya', 'ar': 'منتجع ميركور باتايا أوشن', 'sq': 'Mercure Pattaya Ocean Resort'}","{'en': 'Mercure Pattaya Ocean Resort', 'ar': 'منتجع ميركور باتايا أوشن', 'sq': 'Mercure Pattaya Ocean Resort'}"
"{'en': 'Batumi View Luxury Hotel is located near the beach and provides great looks and comfortable guest services.', 'ar': 'فندق باتومي فيو لوكشري يقع بالقرب من الشاطئ ويوفر إطلالات رائعة وخدمات مريحة للنزلاء.', 'sq': 'Hoteli Batumi View Luxury ndodhet afër plazhit dhe ofron pamje të shkëlqyera dhe shërbime të rehatshme për mysafirë.'}","{'en': 'Green Side Hotel in Batumi provides comfortable accommodation near the beach with facilities such as a pool, a restaurant, and a gym.', 'ar': 'فندق جرين سايد في باتومي يوفر إقامة مريحة بالقرب من الشاطئ مع مرافق مثل مسبح، مطعم، وصالة رياضية.', 'sq': 'Green Side Hotel në Batumi siguron strehim të rehatshëm afër plazhit me lehtësira të tilla si një pishinë, një restorant dhe një palestër.'}","{'en': 'Live Time in Batumi Hotel offers comfortable stay near the beach with distinguished services and nearby tourist attractions.', 'ar': 'فندق لايف تايم في باتومي يقدم إقامة مريحة بالقرب من الشاطئ مع خدمات مميزة ومعالم سياحية قريبة.', 'sq': 'Koha e drejtpërdrejtë në Hotel Batumi ofron qëndrim të rehatshëm afër plazhit me shërbime të dalluara dhe tërheqje turistike aty pranë.'}","{'en': 'Grand Georgian Palace Hotel in Batumi provides comfortable accommodation near the beach and tourist attractions with distinguished services.', 'ar': 'فندق غراند جورجيان بالاس في باتومي يوفر إقامة مريحة بالقرب من الشاطئ والمعالم السياحية مع خدمات مميزة.', 'sq': 'Hoteli Grand Georgian Palace në Batumi siguron strehim të rehatshëm pranë plazhit dhe tërheqjeve turistike me shërbime të dalluara.'}","{'en': 'Ji Abart Huttel in Batumi provides a comfortable stay in a distinctive location near the landmarks and the airport, ideal for travelers.', 'ar': 'جي جي أبارت هوتل في باتومي يوفر إقامة مريحة بموقع مميز قرب المعالم والمطار، مثالي للمسافرين.', 'sq': 'Ji Abart Huttel në Batumi siguron një qëndrim të rehatshëm në një vend të veçantë afër pikave të shenjave dhe aeroportit, ideal për udhëtarët.'}","{'en': 'A family adventure park in Pattaya offering aerial courses, slides, trampolines, and creative indoor activities.', 'ar': 'حديقة للمغامرة العائلية في باتايا تقدم دورات جوية ، شرائح ، الترامبولين ، والأنشطة الداخلية الإبداعية.', 'sq': 'Një park aventureske familjare në Pattaya duke ofruar kurse ajrore, rrëshqitje, trampolines dhe aktivitete krijuese të brendshme.'}","{'en': 'A bustling 4-kilometer stretch in Pattaya, Beach Road offers scenic views, diverse shopping, dining, and vibrant nightlife.', 'ar': 'يمتد Beach Road الذي يبلغ طوله 4 كيلومترات في باتايا ، ويوفر مناظر خلابة وتسوق متنوع وتناول الطعام والحياة الليلية النابضة بالحياة.', 'sq': 'Një shtrirje marramendëse prej 4 kilometrash në Pattaya, Beach Road ofron pamje skenike, pazar të larmishëm, ngrënie dhe jetën e gjallë të natës.'}","{'en': 'A 40-acre botanical park in Pattaya featuring diverse floral displays, themed domes, and an aquarium.', 'ar': 'حديقة نباتية تبلغ مساحتها 40 فدانًا في باتايا تضم \u200b\u200bشاشات زهرية متنوعة ، وقباب تحت عنوان ، وحوض مائي.', 'sq': 'Një park botanik prej 40 hektarësh në Pattaya që përmban ekrane të larmishme lulesh, kupola me temë dhe një akuarium.'}","{'en': 'A Swiss-themed farm in Pattaya offering interactive animal experiences and family-friendly activities.', 'ar': 'مزرعة سويسرية ذات طابع سويسري في باتايا تقدم تجارب حيوانية تفاعلية وأنشطة صديقة للأسرة.', 'sq': 'Një fermë me temë zvicerane në Pattaya që ofron përvoja interaktive të kafshëve dhe aktivitete miqësore për familjen.'}","{'en': 'An engaging indoor zoo and aquarium featuring a 10-meter underwater tunnel and 16 zones with exotic animals.', 'ar': 'حديقة حيوان داخلي جذابة وحوض أسماك يضم نفقًا تحت الماء يبلغ طوله 10 أمتار و 16 منطقة مع حيوانات غريبة.', 'sq': 'Një kopsht zoologjik i brendshëm dhe akuariumi që përmban një tunel nënujor 10 metra dhe 16 zona me kafshë ekzotike.'}","{'en': 'A unique attraction featuring ancient rock formations, exotic plants, a crocodile farm, and thrilling animal shows.', 'ar': 'وجهة فريدة تضم تكوينات صخرية قديمة، ونباتات غريبة، ومزرعة تماسيح، وعروض حيوانات مشوقة.', 'sq': 'Një atraksion unik me formacione shkëmbore të lashta, bimë ekzotike, një fermë krokodilësh dhe shfaqje emocionuese me kafshë.'}","{'en': 'A tranquil 1.3 km beach in northern Pattaya, ideal for relaxation and water activities.', 'ar': 'شاطئ هادئ 1.3 كم في شمال باتايا ، مثالي للاسترخاء والأنشطة المائية.', 'sq': 'Një plazh i qetë 1.3 km në Pattaya veriore, ideale për relaksim dhe aktivitete uji.'}","{'en': 'A 105-meter underwater tunnel in Pattaya showcasing over 5,000 marine animals across various themed zones.', 'ar': 'نفق تحت الماء بطول 105 أمتار في باتايا، يعرض أكثر من 5000 كائن بحري عبر مناطق ذات طابع مميز.', 'sq': 'Një tunel nënujore 105 metra në Pattaya, që shfaq mbi 5,000 krijesa detare në zona të ndryshme tematikë.'}","{'en': 'A historic Buddhist temple in central Pattaya, known for its traditional architecture and serene atmosphere.', 'ar': 'معبد بوذي تاريخي في وسط باتايا ، والمعروف عن الهندسة المعمارية التقليدية وأجواءها الهادئة.', 'sq': 'Një tempull historik Budist në Pattaya qendrore, i njohur për arkitekturën e tij tradicionale dhe atmosferën e qetë.'}","{'en': 'A sanctuary established in 1973, offering insights into the lives of former working elephants and their handlers.', 'ar': 'تم إنشاء ملاذ في عام 1973 ، حيث قدم نظرة ثاقبة في حياة الأفيال العاملة السابقة ومعالجاتها.', 'sq': 'Një vend i shenjtë i themeluar në 1973, duke ofruar njohuri mbi jetën e elefantëve të mëparshëm të punës dhe mbajtësve të tyre.'}","{'en': 'A family-friendly attraction in Pattaya featuring over 350 unique exhibits and multiple interactive experiences.', 'ar': 'جاذبية صديقة للعائلة في باتايا تضم \u200b\u200bأكثر من 350 معرضًا فريدًا وتجارب تفاعلية متعددة.', 'sq': 'Një tërheqje miqësore familjare në Pattaya që përmban mbi 350 ekspozita unike dhe përvoja të shumta interaktive.'}","{'en': 'Experience engaging dolphin and seal shows, with options for personal interactions and memorable photo opportunities.', 'ar': 'استمتع بعروض تفاعلية للدلافين والفقمات، مع فرص للتفاعل الشخصي والتقاط صور تذكارية لا تُنسى.', 'sq': 'Përjetoni shfaqje magjepsëse të delfinëve dhe fokave, me mundësi për ndërveprime personale dhe fotografi të paharrueshme.'}","{'en': 'An 18-meter golden Buddha atop Pratumnak Hill, offering spiritual insights and panoramic city views.', 'ar': 'بوذا الذهبي الذي يبلغ طوله 18 مترًا على قمة هيل Pratumnak ، يقدم رؤى روحية ومناظر في المدينة البانورامية.', 'sq': 'Një Buda e artë 18 metra në majë të Pratumnak Hill, duke ofruar njohuri shpirtërore dhe pamje panoramike të qytetit.'}","{'en': ""Thailand's largest water park, featuring 21 unique slides and four themed zones inspired by ancient legends."", 'ar': 'أكبر حديقة مائية في تايلاند ، والتي تضم 21 شريحة فريدة من نوعها وأربع مناطق ذات موضوع مستوحاة من الأساطير القديمة.', 'sq': 'Parku më i madh i ujit në Tajlandë, duke shfaqur 21 rrëshqitje unike dhe katër zona me temë të frymëzuara nga legjendat e lashta.'}","{'en': 'Cosi Loft in Batumi offers a comfortable stay near the beach and major tourist attractions.', 'ar': 'فندق كوزي لوفت في باتومي يقدم إقامة مريحة بالقرب من الشاطئ والمعالم السياحية الرئيسية.', 'sq': 'Cosi Loft në Batumi ofron një qëndrim të rehatshëm afër plazhit dhe atraksioneve të mëdha turistike.'}","{'en': 'A park in Pattaya offering close-up interactions and photo opportunities with tigers under professional supervision.', 'ar': 'حديقة في باتايا تقدم تفاعلات عن قرب وفرص صور مع النمور تحت إشراف مهني.', 'sq': 'Një park në Pattaya që ofron ndërveprime të afërta dhe mundësi fotografish me tigrat nën mbikëqyrjen profesionale.'}","{'en': 'The 725 Battomi Hotel provides comfortable accommodation with modern facilities near the beach and tourist attractions.', 'ar': 'فندق 725 في باتومي يوفر إقامة مريحة مع مرافق حديثة بالقرب من الشاطئ والمعالم السياحية.', 'sq': 'Hoteli 725 Battomi ofron strehim të rehatshëm me lehtësira moderne afër plazhit dhe tërheqjeve turistike.'}","{'en': 'A majestic 105m-tall wooden temple with intricate carvings reflecting Eastern spiritual wisdom.', 'ar': 'معبد خشبي 105 متر مهيب مع المنحوتات المعقدة التي تعكس الحكمة الروحية الشرقية.', 'sq': 'Një tempull prej druri i madh 105 metra i gjatë me gdhendje të ndërlikuara që pasqyrojnë mençurinë shpirtërore lindore.'}","{'en': 'A serene Thai-style resort with a lagoon pool and modern comforts.', 'ar': 'منتجع هادئ على الطراز التايلاندي مع حمام سباحة بحيرة ووسائل الراحة الحديثة.', 'sq': 'Një vendpushim i qetë i stilit Thai me një pishinë lagune dhe komoditete moderne.'}","{'en': 'A modern 4-star hotel with city views, dining, and top amenities.', 'ar': 'فندق حديث من فئة 4 نجوم مع إطلالات على المدينة وتناول الطعام ووسائل الراحة العليا.', 'sq': 'Një hotel modern me 4 yje me pamje nga qyteti, ngrënie dhe pajisje të larta.'}","{'en': 'A budget-friendly boutique hotel with essential amenities near key attractions.', 'ar': 'فندق بوتيك مناسب للميزانية مع وسائل الراحة الأساسية بالقرب من مناطق الجذب الرئيسية.', 'sq': 'Një hotel butik miqësor me buxhetin me pajisje thelbësore afër tërheqjeve kryesore.'}","{'en': 'A stylish hotel with modern amenities, a pool, and easy access to key attractions.', 'ar': 'فندق أنيق مع وسائل الراحة الحديثة وحمام سباحة وسهولة الوصول إلى مناطق الجذب الرئيسية.', 'sq': 'Një hotel elegant me pajisje moderne, një pishinë dhe qasje të lehtë në tërheqjet kryesore.'}","{'en': 'Batumi View apartments provide comfortable stay with great looks and modern facilities near the beach and tourist attractions.', 'ar': 'شقق باتومي فيو توفر إقامة مريحة مع إطلالات رائعة ومرافق حديثة بالقرب من الشاطئ والمعالم السياحية.', 'sq': 'Apartamentet e Batumi View ofrojnë qëndrim të rehatshëm me pamje të shkëlqyeshme dhe lehtësira moderne pranë plazhit dhe tërheqjeve turistike.'}","{'en': 'A modern hotel with comfortable rooms, dining options, and easy access to attractions.', 'ar': 'فندق حديث مع غرف مريحة وخيارات لتناول الطعام وسهولة الوصول إلى مناطق الجذب.', 'sq': 'Një hotel modern me dhoma të rehatshme, opsione ngrënie dhe qasje të lehtë në atraksione.'}","{'en': 'A cozy 3-star hotel with a spa, family-friendly amenities, and a relaxing atmosphere.', 'ar': 'فندق مريح من 3 نجوم مع منتجع صحي ، وسائل راحة صديقة للعائلة ، وجو مريح.', 'sq': 'Një hotel komod me 3 yje me një banjë, pajisje miqësore për familjen dhe një atmosferë relaksuese.'}","{'en': 'A modern hotel with a central location, great amenities, and easy beach access.', 'ar': 'فندق حديث مع موقع مركزي ، وسائل راحة رائعة ، وسهولة الوصول إلى الشاطئ.', 'sq': 'Një hotel modern me një vendndodhje qendrore, pajisje të shkëlqyera dhe qasje të lehtë në plazh.'}","{'en': 'A rock-themed hotel perfect for music lovers and families, offering vibrant entertainment, stylish accommodations, and an exciting atmosphere in the heart of Pattaya.', 'ar': 'فندق ذو طابع صخري مثالي لمحبي الموسيقى والعائلات ، ويقدم ترفيهًا نابضًا بالحياة ، وأماكن إقامة أنيقة ، وجو مثير في قلب باتايا.', 'sq': 'Një hotel me temë shkëmbi i përkryer për adhuruesit dhe familjet e muzikës, duke ofruar argëtim të gjallë, akomodime elegant dhe një atmosferë emocionuese në zemër të Pattaya.'}","{'en': 'A luxurious 5-star hotel offering top-tier wellness facilities, including a spa, sauna, and massage services, complemented by an elegant ambiance and premium services in the heart of Pattaya.', 'ar': 'فندق فاخر من فئة 5 نجوم يقدم مرافق العافية من الدرجة الأولى ، بما في ذلك منتجات السبا والساونا والتدليك ، تكملها أجواء أنيقة وخدمات متميزة في قلب باتايا.', 'sq': 'Një hotel luksoz me 5 yje që ofron lehtësira të nivelit të lartë të Wellness, duke përfshirë një banjë, sauna, dhe shërbime masazhesh, të plotësuara nga një ambient elegant dhe shërbime premium në zemër të Pattaya.'}","{'en': 'A stylish hotel combining classical and modern design, offering comfortable accommodations with essential amenities, close to key attractions in North Pattaya.', 'ar': 'فندق أنيق يجمع بين التصميم الكلاسيكي والحديث ، ويوفر أماكن إقامة مريحة مع وسائل الراحة الأساسية ، بالقرب من مناطق الجذب الرئيسية في شمال باتايا.', 'sq': 'Një hotel elegant që kombinon dizajnin klasik dhe modern, duke ofruar akomodime të rehatshme me pajisje thelbësore, afër tërheqjeve kryesore në Pattaya të Veriut.'}","{'en': 'A beachfront hotel designed like a cruise ship, offering comfortable accommodations, modern amenities, and a prime location close to Pattaya’s shopping, dining, and nightlife.', 'ar': 'فندق على شاطئ البحر مصمم مثل سفينة سياحية ، ويوفر أماكن إقامة مريحة ، ووسائل راحة حديثة ، وموقع رئيسي بالقرب من التسوق ، وتناول الطعام ، والحياة الليلية.', 'sq': 'Një hotel në plazh i projektuar si një anije lundrimi, duke ofruar akomodime të rehatshme, pajisje moderne dhe një vendndodhje kryesore afër blerjeve, ngrënies dhe jetës së natës të Pattaya.'}","{'en': 'Holiday Lux apartments in Batumi provide comfortable stay with excellent services near tourist attractions.', 'ar': 'شقق ""هوليداي لوكس"" في باتومي توفر إقامة مريحة مع خدمات ممتازة بالقرب من المعالم السياحية.', 'sq': 'Apartamentet e pushimeve Lux në Batumi ofrojnë qëndrim të rehatshëm me shërbime të shkëlqyera pranë tërheqjeve turistike.'}","{'en': 'The old Garden Hotel in Batumi provides comfortable rooms and various facilities near the tourist attractions.', 'ar': 'فندق الجاردن القديم في باتومي يوفر غرفًا مريحة ومرافق متنوعة بالقرب من المعالم السياحية.', 'sq': 'Hoteli i vjetër i kopshtit në Batumi siguron dhoma të rehatshme dhe lehtësira të ndryshme pranë tërheqjeve turistike.'}","{'en': 'Best Western Premier Batumi provides modern rooms and luxury facilities near the city and beach landmarks.', 'ar': 'بست وسترن بريمير باتومي يوفر غرفًا حديثة ومرافق فاخرة بالقرب من معالم المدينة والشاطئ.', 'sq': 'Kryeministri më i mirë perëndimor Batumi siguron dhoma moderne dhe lehtësira luksoze pranë qytetit dhe monumenteve të plazhit.'}","{'en': 'The Nepteon fountain is characterized by the Neptune statue and a great water design with attractive night lighting.', 'ar': 'نافورة نبتون في باتومي تتميز بتمثال نبتون وتصميم مائي رائع مع إضاءة ليلية جذابة.', 'sq': 'Shatërvani Nepteon karakterizohet nga statuja e Neptunit dhe një dizajn i madh uji me ndriçim tërheqës të natës.'}","{'en': 'Piazumi Square features an Italian architectural design, a clock tower, and cafes.', 'ar': 'ساحة بيازا باتومي تتميز بتصميم معماري إيطالي، برج ساعة، ومقاهي محيطة.', 'sq': 'Sheshi Piazumi përmban një dizajn arkitektonik italian, një kullë orësh dhe kafene.'}","{'en': 'European Square in Batumi is a cultural and commercial center, characterized by the Apollo statue and historical buildings.', 'ar': 'ساحة أوروبا في باتومي هي مركز ثقافي وتجاري، تتميز بتمثال أبولو ومباني تاريخية.', 'sq': 'Sheshi Evropian në Batumi është një qendër kulturore dhe tregtare, e karakterizuar nga statuja Apollo dhe ndërtesat historike.'}","{'en': 'Argo cable car in Batumi offers picturesque panoramic scenes of the city and the Black Sea from the Summit of Jabal Argo.', 'ar': 'تلفريك أرغو في باتومي يقدم مشاهد بانورامية خلابة للمدينة والبحر الأسود من قمة جبل أرغو.', 'sq': 'ARGO Cable Car në Batumi ofron skena piktoreske panoramike të qytetit dhe Detit të Zi nga samiti i Jabal Argo.'}","{'en': 'The statue of Ali and Nino in Batumi embodies an immortal love story with a mobile movement, a symbol of unity and cultural tolerance.', 'ar': 'تمثال علي ونينو في باتومي، يجسد قصة حب خالدة بحركة متحركة، رمزًا للوحدة والتسامح الثقافي.', 'sq': 'Statuja e Aliut dhe Nino në Batumi mishëron një histori dashurie të pavdekshme me një lëvizje të lëvizshme, një simbol i unitetit dhe tolerancës kulturore.'}","{'en': 'A premium beachfront retreat offering modern accommodations, excellent dining, and extensive leisure facilities, perfect for families, business travelers, and couples.', 'ar': 'ملاذ متميز على شاطئ البحر يوفر أماكن إقامة حديثة وتناول الطعام الممتاز والمرافق الترفيهية الواسعة ، مثالية للعائلات والمسافرين التجارية والأزواج.', 'sq': 'Një tërheqje premium plazhi që ofron akomodime moderne, ngrënie të shkëlqyera dhe lehtësira të gjera të kohës së lirë, të përsosur për familjet, udhëtarët e biznesit dhe çiftet.'}","{'en': 'A stylish beachfront hotel offering upscale accommodations, premium facilities, and exceptional service in a prime location.', 'ar': 'فندق أنيق على شاطئ البحر يقدم أماكن إقامة راقية ، مرافق متميزة ، وخدمة استثنائية في موقع رئيسي.', 'sq': 'Një hotel elegant i plazhit që ofron akomodime të pasura, lehtësira premium dhe shërbim të jashtëzakonshëm në një vend kryesor.'}","{'en': 'A stylish hotel near the beach, offering modern comforts and a saltwater pool.', 'ar': 'فندق أنيق بالقرب من الشاطئ ، ويوفر وسائل الراحة الحديثة وحوض سباحة للمياه المالحة.', 'sq': 'Një hotel elegant afër plazhit, duke ofruar komoditete moderne dhe një pishinë me ujë të kripur.'}","{'en': 'A stylish hotel near the beach, offering modern comforts and a saltwater pool.', 'ar': 'فندق أنيق بالقرب من الشاطئ ، ويوفر وسائل الراحة الحديثة وحوض سباحة للمياه المالحة.', 'sq': 'Një hotel elegant afër plazhit, duke ofruar komoditete moderne dhe një pishinë me ujë të kripur.'}","{'en': 'A modern, family-friendly hotel with a water park, perfect for leisure travelers.', 'ar': 'فندق حديث وصديق للعائلة مع حديقة مائية ، مثالي للمسافرين الترفيهي.', 'sq': 'Një hotel modern, miqësor me familjen me një park ujor, i përsosur për udhëtarët e kohës së lirë.'}","{'en': 'A comfortable 3-star hotel in Central Pattaya, perfect for both business and leisure travelers.', 'ar': 'فندق مريح 3 نجوم في وسط باتايا ، مثالي لكل من المسافرين التجاريين والترفيهين.', 'sq': 'Një hotel i rehatshëm me 3 yje në Pattaya Qendrore, e përkryer për udhëtarët e biznesit dhe të kohës së lirë.'}","{'en': 'stylish beachfront hotel with a water park, ideal for families and leisure travelers.', 'ar': 'فندق أنيق على شاطئ البحر مع حديقة مائية ، مثالية للعائلات والمسافرين الترفيهي.', 'sq': 'Hoteli me stil plazhi me një park ujor, ideal për familjet dhe udhëtarët e kohës së lirë.'}"
