400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449
18,18,18,18,18,18,18,18,18,16,16,16,16,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,16,16,16,16,16,16,16,16,16,16,16,16,16,18,18,18,18
"{'en': 'TEG - Tirana East Gate', 'ar': 'تيج - بوابة تيرانا الشرقية', 'sq': 'TEG - Tirana East Gate'}","{'en': 'CasaItalia - MegaOutlet', 'ar': 'كازا إيطاليا - ميغا أوتليت', 'sq': 'CasaItalia - MegaOutlet'}","{'en': 'Visit Pogradec', 'ar': 'زر بوغراديتس.', 'sq': 'Vizitoni Pogradec'}","{'en': 'Hotel Enkelana', 'ar': 'فندق إنكلانا.', 'sq': 'Enkelana Hotel'}","{'en': 'Albania City Park', 'ar': 'سيتي بارك ألبانيا.', 'sq': 'Citypark Albania'}","{'en': 'Rich Hotel', 'ar': 'فندق ريتش.', 'sq': 'Rich Hotel'}","{'en': 'SPAR & JUMBO - Pogradec Market', 'ar': 'سبار وجمبو – سوق بوغراديتس.', 'sq': 'SPAR & JUMBO - Tregu Pogradec'}","{'en': 'Restorant Zgara Familjare', 'ar': 'مطعم زجارا فاميلياري.', 'sq': 'Family Grill Restaurant'}","{'en': 'Bojra Pogradec Albani', 'ar': 'بوجرا بوغاديك ألباني', 'sq': 'Bojra pogradec albani'}","{'en': 'Infinite Media 2010 Albania', 'ar': 'إنفينيـت ميديا 2010 ألبانيا', 'sq': 'Infinite Media 2010 Albania'}","{'en': 'Blue Star', 'ar': 'بلو ستار', 'sq': 'Blue Star'}","{'en': 'Flagship Center', 'ar': 'مركز فلاجشيب', 'sq': 'Flagship Center'}","{'en': 'Galactic', 'ar': 'جالاكتك', 'sq': 'Galaktik'}","{'en': 'ZOICA.. Bar restaurant', 'ar': 'زوِيكا.. بار ومطعم', 'sq': 'ZOICA.. Bar restorant'}","{'en': 'Piceri Rinia', 'ar': 'بيتزيريا رينيا', 'sq': 'Piceri Rinia'}","{'en': 'Restaurant Pizza Bulevard', 'ar': 'مطعم بيتزا بوليفارد', 'sq': 'Restorant Pizza Bulevard'}","{'en': '1 Maji Restaurant', 'ar': 'مطعم 1 ماجي', 'sq': 'Restorant 1 Maji'}","{'en': 'Sofra E.Don Restaurant', 'ar': 'مطعم سفرة إيه. دون', 'sq': 'Restorant Sofra E.Don'}","{'en': 'LAKE STORIES', 'ar': 'قصص البحيرة', 'sq': 'LAKE STORIES'}","{'en': 'Restaurant Tradita', 'ar': 'مطعم تراديتا', 'sq': 'Restorant Tradita'}","{'en': 'Restaurant Malo', 'ar': 'مطعم مالو', 'sq': 'Restorant Malo'}","{'en': 'Oborri Familjar', 'ar': 'أوبوري فاميليار', 'sq': 'Oborri Familjar'}","{'en': 'Fole Resto Lounge Bar & Rooms', 'ar': 'فوليه ريستو لاونج بار آند رومز', 'sq': 'Fole Resto Lounge Bar & Rooms'}","{'en': 'Cavos Restaurant', 'ar': 'مطعم كافوس', 'sq': 'Restorant Cavos'}","{'en': 'Taverna Ndona', 'ar': 'تافيرنا ندونا', 'sq': 'Taverna Ndona'}","{'en': 'Russian Grill', 'ar': 'روسي جريل', 'sq': 'Rusi Grill'}","{'en': 'La Casa', 'ar': 'لا كاسا', 'sq': 'La Casa'}","{'en': 'Restorant Poradeci', 'ar': 'مطعم بوراديتسي', 'sq': 'Restorant Poradeci'}","{'en': 'Restaurant Bizantin Pogradec Albania', 'ar': 'مطعم بيزانتين، بوغراديس، ألبانيا', 'sq': 'Byzantine Restaurant Pogradec Albania'}","{'en': 'Restaurant Rosa e Tymosur', 'ar': 'مطعم روزا إي تيموسور', 'sq': 'Smoked Duck Restaurant'}","{'en': 'The Change', 'ar': 'ذا تشينج', 'sq': 'The Change'}","{'en': 'Taverna Eransi', 'ar': 'تافرنا إرانسي', 'sq': 'Eransi Tavern'}","{'en': 'Restorant Zgara Familjare', 'ar': 'مطعم جارة عائلي', 'sq': 'Restorant ZGara Familjare'}","{'en': 'Westwood Meathouse', 'ar': 'ويستوود ميثهاوس', 'sq': 'Westwood Meathouse'}","{'en': 'Portiku Wine Bar & Bistro', 'ar': 'بار نبيذ وبيسترو بورتیکو', 'sq': 'Portiku Wine Bar & Bistro'}","{'en': 'Epidamn Restaurant & Garden', 'ar': 'مطعم وحديقة إيبيدامن', 'sq': 'Epidamn Restaurant & Garden'}","{'en': 'Artur Restaurant', 'ar': 'مطعم أرتور', 'sq': 'Artur Restaurant'}","{'en': 'Restaurant - Pizzeria ""Hysi""', 'ar': 'مطعم وبيتزيريا ""هيزي""', 'sq': 'Restorant -Piceri ""Hysi""'}","{'en': 'New Pampas', 'ar': 'نيو بامباس', 'sq': 'Pampas i ri'}","{'en': 'Sublime Restaurant', 'ar': 'مطعم سوبلايم', 'sq': 'Sublime Restaurant'}","{'en': 'ARBERIA', 'ar': 'أربيريا', 'sq': 'ARBERIA'}","{'en': 'Pastarella', 'ar': 'باستاريلا', 'sq': 'Pastarella'}","{'en': 'Resto Cafe Hotel Hemingway', 'ar': 'مطعم وكافيه وفندق هيمينغ-وي', 'sq': 'Resto Cafe Hotel Heming-uej'}","{'en': 'Spiranca Bar-Restaurant', 'ar': 'بار-مطعم سبيرانسا', 'sq': 'Bar-Restorant Spiranca'}","{'en': 'Oyster restaurant', 'ar': 'مطعم المحار', 'sq': 'Restorant perle'}","{'en': 'Traditional Restaurant LIRIADA', 'ar': 'المطعم التقليدي ليريادا', 'sq': 'Restoranti tradicional Liriada'}","{'en': 'Elite Hotel', 'ar': 'فندق إيليت', 'sq': 'Hotel Elite'}","{'en': 'SEVEN', 'ar': 'سيفين', 'sq': 'SHTATË'}","{'en': 'Hotel Perla Pogradec', 'ar': 'فندق بيرلا بوغراديتس', 'sq': 'Hotel Perla Pogradec'}","{'en': 'Hotel 1 Maji', 'ar': 'فندق 1 ماي', 'sq': 'Hotel 1 Maji'}"
"{'en': 'Experience a diverse shopping adventure at CasaItalia - MegaOutlet, offering top brands and family-friendly amenities.', 'ar': 'تجربة مغامرة تسوق متنوعة في Casaitalia - Megaoutlet ، تقدم أفضل العلامات التجارية ووسائل الراحة الصديقة للأسرة.', 'sq': 'Përjetoni një aventurë të larmishme për blerje në Casaitalia - Megaoutlet, duke ofruar marka të larta dhe pajisje miqësore për familjen.'}","{'en': 'Experience a vibrant shopping spree at Visit Pogradec, offering diverse stores and dining options for an exciting retail adventure.', 'ar': 'تجربة فورة تسوق نابضة بالحياة في Visit Pogradec ، حيث تقدم متاجر متنوعة وخيارات لتناول الطعام لمغامرة تجزئة مثيرة.', 'sq': 'Përjetoni një zbavitje të gjallë të blerjeve në Vizite POGRADEC, duke ofruar dyqane të ndryshme dhe opsione ngrënieje për një aventurë emocionuese me pakicë.'}","{'en': 'Experience a vibrant shopping spree at Visit Pogradec, offering diverse stores and dining options for an exciting retail adventure.', 'ar': 'تجربة فورة تسوق نابضة بالحياة في Visit Pogradec ، حيث تقدم متاجر متنوعة وخيارات لتناول الطعام لمغامرة تجزئة مثيرة.', 'sq': 'Përjetoni një zbavitje të gjallë të blerjeve në Vizite POGRADEC, duke ofruar dyqane të ndryshme dhe opsione ngrënieje për një aventurë emocionuese me pakicë.'}","{'en': 'Experience diverse shopping at Citypark Albania with a variety of stores and dining options, creating a vibrant retail destination.', 'ar': 'تجربة التسوق المتنوع في CityPark Albania مع مجموعة متنوعة من المتاجر وخيارات الطعام ، مما يخلق وجهة تجزئة نابضة بالحياة.', 'sq': 'Përjetoni blerje të ndryshme në CityPark Shqipëri me një larmi dyqanesh dhe opsione ngrënieje, duke krijuar një destinacion të gjallë me pakicë.'}","{'en': 'Indulge in a diverse shopping spree at Rich Hotel, offering top stores and dining options for an unforgettable experience.', 'ar': 'تنغمس في فورة التسوق المتنوعة في فندق ريتش ، حيث تقدم أفضل المتاجر وخيارات الطعام لتجربة لا تنسى.', 'sq': 'Kënaquni me një zbavitje të larmishme të blerjeve në Hotel Rich, duke ofruar dyqane të larta dhe mundësi ngrënie për një përvojë të paharrueshme.'}","{'en': 'Experience a diverse shopping adventure at SPAR & JUMBO - Tregu Pogradec with top-notch stores and dining options.', 'ar': 'استمتع بمغامرة تسوق متنوعة في سبار وجمبو – سوق بوغراديتس، مع أفضل المتاجر وخيارات تناول الطعام.', 'sq': 'Përjetoni një aventurë të larmishme për blerje në Spar & Jumbo - Tregu Pogradec me dyqane të nivelit të lartë dhe opsione ngrënieje.'}","{'en': 'Discover a vibrant shopping haven at Restorant Zgara Familjare, offering diverse stores and dining experiences.', 'ar': 'اكتشف ملاذاً للتسوق النابض بالحياة في Restorant Zgara Familjare ، حيث يقدم متاجر متنوعة وتجارب لتناول الطعام.', 'sq': 'Zbuloni një strehë të gjallë të blerjeve në Restorant Zgara Familjare, duke ofruar dyqane të ndryshme dhe përvoja ngrënieje.'}","{'en': 'Discover a vibrant shopping experience at Bojra Pogradec Albani, offering top stores and dining options for an unforgettable visit.', 'ar': 'اكتشف تجربة تسوق نابضة بالحياة في بوجرا بوغراديتس، ألبانيا، حيث تجد أفضل المتاجر وخيارات تناول الطعام لزيارة لا تُنسى.', 'sq': 'Zbuloni një përvojë të gjallë për blerje në Bojra Pogradec Albani, duke ofruar dyqane të larta dhe opsione ngrënie për një vizitë të paharrueshme.'}","{'en': 'Discover a vibrant shopping experience at Bojra Pogradec Albani, offering top stores and dining options for an unforgettable visit.', 'ar': 'اكتشف تجربة تسوق نابضة بالحياة في بوجرا بوغراديتس، ألبانيا، حيث تجد أفضل المتاجر وخيارات تناول الطعام لزيارة لا تُنسى.', 'sq': 'Zbuloni një përvojë të gjallë për blerje në Bojra Pogradec Albani, duke ofruar dyqane të larta dhe opsione ngrënie për një vizitë të paharrueshme.'}","{'en': ""Immerse in Blue Star's diverse shopping experience with arcade games and onsite services, complemented by a range of dining options."", 'ar': 'الانغماس في تجربة التسوق المتنوعة في Blue Star مع ألعاب Arcade والخدمات في الموقع ، تكملها مجموعة من خيارات الطعام.', 'sq': 'Zhyt në përvojën e larmishme të blerjeve të Blue Star me lojëra Arcade dhe shërbime në vend, të plotësuara nga një sërë opsionesh ngrënieje.'}","{'en': 'Discover a vibrant shopping haven at Flagship Center, offering diverse stores and dining options for an exciting retail experience.', 'ar': 'اكتشف ملاذاً للتسوق النابض بالحياة في المركز الرائد ، حيث يقدم متاجر متنوعة وخيارات لتناول الطعام لتجربة تجزئة مثيرة.', 'sq': 'Zbuloni një strehë të gjallë të blerjeve në qendrën e flamurit, duke ofruar dyqane të ndryshme dhe mundësi ngrënie për një përvojë emocionuese me pakicë.'}","{'en': 'Discover a vibrant shopping experience at Galaktik with diverse stores and dining options for an exciting day out.', 'ar': 'اكتشف تجربة تسوق نابضة بالحياة في جالاكتيك مع متاجر متنوعة وخيارات طعام لقضاء يوم مثير.', 'sq': 'Zbuloni një përvojë të gjallë blerjesh në Galaktik me dyqane të larmishme dhe opsione ngrënieje për një ditë emocionuese.'}","{'en': 'Discover a vibrant shopping experience at Galaktik with diverse stores and dining options for an', 'ar': 'اكتشف تجربة تسوق نابضة بالحياة في جالاكتك\r\n مع متاجر متنوعة وخيارات لتناول الطعام ليوم مثير.', 'sq': 'Zbuloni një përvojë të gjallë për blerje në Galaktik me dyqane të ndryshme dhe opsione ngrënie për një ditë emocionuese.'}","{'en': 'Piceri Rinia offers a cozy ambiance with a great beer and wine selection, perfect for solo dining or group gatherings.', 'ar': 'يقدم Piceri Rinia أجواء مريحة مع مجموعة رائعة من البيرة والنبيذ ، مثالية لتناول الطعام منفردا أو التجمعات الجماعية.', 'sq': 'Piceri Rinia ofron një ambient komod me një përzgjedhje të shkëlqyeshme të birrës dhe verës, e përsosur për ngrënie solo ose tubime në grup.'}","{'en': 'Indulge in exquisite Albanian cuisine at Restaurant Pizza Bulevard, offering a cozy atmosphere and diverse menu highlights.', 'ar': 'تنغمس في المطبخ الألباني الرائع في مطعم بيتزا بوليفارد ، مما يوفر جوًا مريحًا وأبرزًا في القائمة المتنوعة.', 'sq': 'Kënaquni me kuzhinën e hollë shqiptare në Restorant Pizza Bulevard, duke ofruar një atmosferë komode dhe pikat kryesore të menusë.'}","{'en': '1 Maji Restaurant offers a cozy ambiance with great beer, coffee, desserts, and wine selection for lunch or dinner.', 'ar': 'يقدم مطعم 1 Maji أجواء مريحة مع بيرة رائعة وقهوة وحلويات واختيار النبيذ لتناول طعام الغداء أو العشاء.', 'sq': '1 Restorant Maji ofron një ambient komod me birrë të shkëlqyeshme, kafe, ëmbëlsira dhe përzgjedhje të verës për drekë ose darkë.'}","{'en': 'Indulge in traditional Albanian cuisine at Restorant Sofra E.Don, a cozy spot with great wine and dessert selections.', 'ar': 'تنغمس في المطبخ الألباني التقليدي في Sofra E.don ، بقعة مريحة مع اختيارات رائعة للنبيذ والحلوى.', 'sq': 'Kënaquni me kuzhinën tradicionale shqiptare në Restorant Sofra E.Don, një vend komod me zgjedhje të shkëlqyera të verës dhe ëmbëlsirave.'}","{'en': 'Indulge in diverse flavors at LAKE STORIES, offering a cozy atmosphere and great wine selection.', 'ar': 'تنغمس في النكهات المتنوعة في Lake Stories ، مما يوفر جوًا مريحًا واختيارًا رائعًا للنبيذ.', 'sq': 'Kënaquni me shije të ndryshme në tregimet e liqenit, duke ofruar një atmosferë komode dhe përzgjedhje të shkëlqyeshme të verës.'}","{'en': 'Experience traditional Albanian cuisine at Restorant Tradita, a cozy spot in Pogradec with great wine and dessert selections.', 'ar': 'تجربة المطبخ الألباني التقليدي في Restorant Tradita ، بقعة مريحة في Pogradec مع اختيارات النبيذ والحلوى الرائعة.', 'sq': 'Përjetoni kuzhinën tradicionale shqiptare në Restorant Tradita, një vend komod në Pogradec me zgjedhje të shkëlqyera të verës dhe ëmbëlsirave.'}","{'en': 'Indulge in a culinary journey at Restaurant Malo, offering a cozy atmosphere and an extensive menu of delicious dishes.', 'ar': 'تنغمس في رحلة الطهي في مطعم Malo ، مما يوفر جوًا مريحًا وقائمة واسعة من الأطباق اللذيذة.', 'sq': 'Kënaquni në një udhëtim të kuzhinës në Restorant Malo, duke ofruar një atmosferë komode dhe një menu të gjerë të pjatave të shijshme.'}","{'en': 'Oborri Familjar offers a cozy ambiance with diverse menu options and great wine selection, perfect for solo dining or family gatherings.', 'ar': 'يقدم Oborri Familjar أجواء مريحة مع خيارات قائمة متنوعة واختيار نبيذ رائع ، مثالي لتناول الطعام منفردا أو التجمعات العائلية.', 'sq': 'Oborri Familjar ofron një ambient komod me opsione të ndryshme të menusë dhe përzgjedhje të shkëlqyeshme të verës, perfekte për ngrënie solo ose tubime familjare.'}","{'en': 'Indulge in a culinary journey at Fole Resto Lounge Bar & Rooms, offering a cozy ambiance and diverse menu highlights.', 'ar': 'تنغمس في رحلة الطهي في Fole Resto Lounge Bar & Rooms ، مما يوفر أجواء مريحة وأبرز قائمة متنوعة.', 'sq': 'Kënaquni në një udhëtim të kuzhinës në Fole Resto Lounge Bar & Dhoma, duke ofruar një ambient komod dhe pikat kryesore të menusë.'}","{'en': 'Indulge in a cozy dining experience at Restorant Cavos, offering great beer, coffee, desserts, and wine selection.', 'ar': 'تنغمس في تجربة طعام مريحة في Restorant Cavos ، حيث تقدم البيرة الرائعة والقهوة والحلويات واختيار النبيذ.', 'sq': 'Kënaquni me një përvojë komode ngrënieje në Cavos Restorant, duke ofruar birrë të shkëlqyeshme, kafe, ëmbëlsira dhe përzgjedhje të verës.'}","{'en': 'Taverna Ndona offers a cozy atmosphere with great beer, coffee, desserts, and wine selection. Perfect for lunch, dinner, or solo dining.', 'ar': 'يقدم Taverna Ndona جوًا مريحًا مع البيرة الرائعة والقهوة والحلويات واختيار النبيذ. مثالي لتناول طعام الغداء أو العشاء أو تناول الطعام المنفرد.', 'sq': 'Taverna Ndona ofron një atmosferë komode me birrë të shkëlqyeshme, kafe, ëmbëlsira dhe përzgjedhje të verës. E përkryer për drekë, darkë ose ngrënie solo.'}","{'en': 'Rusi Grill offers a cozy ambiance with great beer and coffee selections, perfect for solo dining or groups.', 'ar': 'يقدم Rusi Grill أجواء مريحة مع اختيارات رائعة للبيرة والقهوة ، مثالية لتناول الطعام منفردا أو مجموعات.', 'sq': 'Rusi Grill ofron një ambient komod me zgjedhje të shkëlqyera të birrës dhe kafesë, e përkryer për ngrënie solo ose grupe.'}","{'en': 'La Casa offers a cozy ambiance with great coffee, desserts, and wine selection. Ideal for lunch, dinner, and solo dining.', 'ar': 'تقدم La Casa أجواء مريحة مع القهوة والحلويات الرائعة واختيار النبيذ. مثالي لتناول طعام الغداء والعشاء وتناول الطعام منفردا.', 'sq': 'La Casa ofron një ambient komod me kafe të shkëlqyeshme, ëmbëlsira dhe përzgjedhje të verës. Ideale për drekë, darkë dhe ngrënie solo.'}","{'en': 'Indulge in a culinary journey at Restorant Poradeci, offering great beer, coffee, desserts, and wine in a cozy and casual atmosphere.', 'ar': 'تنغمس في رحلة الطهي في Restorant Poradeci ، حيث تقدم البيرة الرائعة والقهوة والحلويات والنبيذ في جو مريح وغير رسمي.', 'sq': 'Kënaquni në një udhëtim të kuzhinës në Restorant Pordeci, duke ofruar birrë të shkëlqyeshme, kafe, ëmbëlsira dhe verë në një atmosferë komode dhe rastësore.'}","{'en': 'Indulge in a culinary journey at Restaurant Bizantin Pogradec Albania, offering diverse menu highlights and cozy atmosphere.', 'ar': 'تنغمس في رحلة الطهي في مطعم Bizantin Pogradec Albania ، مما يبرز قوائم متنوعة وأجواء مريحة.', 'sq': 'Kënaquni në një udhëtim të kuzhinës në Restorant Bizantin Pogradec Shqipëri, duke ofruar pikat kryesore të menusë dhe atmosferën komode.'}","{'en': 'Indulge in a culinary journey at Restaurant Rosa e Tymosur, offering a cozy atmosphere and an extensive menu of delicious dishes.', 'ar': 'تنغمس في رحلة الطهي في مطعم Rosa E Tymosur ، مما يوفر جوًا مريحًا وقائمة واسعة من الأطباق اللذيذة.', 'sq': 'Kënaquni në një udhëtim të kuzhinës në restorantin Rosa E TymoSur, duke ofruar një atmosferë komode dhe një menu të gjerë të pjatave të shijshme.'}","{'en': 'Indulge in diverse flavors at The Change, offering a cozy atmosphere and great wine selection.', 'ar': 'تنغمس في النكهات المتنوعة عند التغيير ، مما يوفر جوًا مريحًا واختيارًا رائعًا للنبيذ.', 'sq': 'Kënaquni me shije të ndryshme në ndryshim, duke ofruar një atmosferë komode dhe përzgjedhje të shkëlqyeshme të verës.'}","{'en': 'Taverna Eransi offers a cozy ambiance and great wine selection, perfect for solo dining or group gatherings.', 'ar': 'يقدم Taverna Eransi أجواء مريحة واختيار نبيذ رائع ، مثالي لتناول الطعام منفردا أو التجمعات الجماعية.', 'sq': 'Taverna Eransi ofron një ambient komod dhe përzgjedhje të shkëlqyeshme të verës, perfekte për ngrënie solo ose tubime në grup.'}","{'en': 'Indulge in traditional Albanian cuisine at Restorant Zgara Familjare, known for its cozy atmosphere and great wine selection.', 'ar': 'تنغمس في المأكولات الألبانية التقليدية في Restorant Zgara Familjare ، والمعروف عن جوها المريح واختيار النبيذ الرائع.', 'sq': 'Kënaquni me kuzhinën tradicionale shqiptare në Restorant Zgara Familjare, e njohur për atmosferën e saj komode dhe zgjedhjen e shkëlqyeshme të verës.'}","{'en': 'Indulge in traditional Albanian cuisine at Restorant Zgara Familjare, known for its cozy atmosphere and great wine selection.', 'ar': 'تنغمس في المأكولات الألبانية التقليدية في Restorant Zgara Familjare ، والمعروف عن جوها المريح واختيار النبيذ الرائع.', 'sq': 'Kënaquni me kuzhinën tradicionale shqiptare në Restorant Zgara Familjare, e njohur për atmosferën e saj komode dhe zgjedhjen e shkëlqyeshme të verës.'}","{'en': 'Indulge in exquisite wines and gourmet dishes at Portiku Wine Bar & Bistro, a cozy spot in Durrës, Albania.', 'ar': 'تنغمس في النبيذ الرائع والأطباق الذواقة في Portiku Wine Bar & Bistro ، مكان مريح في Durrës ، ألبانيا.', 'sq': 'Kënaquni me verëra të holla dhe enët gustator në Portiku Wine Bar & Bistro, një vend komod në Durris, Shqipëri.'}","{'en': 'Epidamn Restaurant & Garden offers a cozy, trendy atmosphere with great beer, cocktails, and coffee. Enjoy diverse menu offerings and live music.', 'ar': 'يقدم مطعم Epidamn Restaurant & Garden أجواءً مريحة وعصرية مع بيرة رائعة وكوكتيلات وقهوة. استمتع بعروض القائمة المتنوعة والموسيقى الحية.', 'sq': 'Epidamn Restorant & Garden ofron një atmosferë komode, të modës me birrë të shkëlqyeshme, kokteje dhe kafe. Shijoni oferta të ndryshme të menusë dhe muzikë live.'}","{'en': 'Artur Restaurant offers a cozy, trendy atmosphere with great coffee, dessert, and wine selection. Ideal for solo dining or groups.', 'ar': 'يقدم Artur Restaurant جوًا مريحًا وعصريًا مع قهوة رائعة وحلوى واختيار النبيذ. مثالية لتناول الطعام الفردي أو المجموعات.', 'sq': 'Restoranti Artur ofron një atmosferë komode, të modës me kafe të shkëlqyeshme, ëmbëlsirë dhe përzgjedhje të verës. Ideale për ngrënie solo ose grupe.'}","{'en': ""Indulge in traditional Albanian flavors at Restorant -Piceri 'Hysi' with a cozy atmosphere and great coffee."", 'ar': ""تنغمس في النكهات الألبانية التقليدية في Restorant -Piceri 'Hysi' مع جو مريح وقهوة رائعة."", 'sq': ""Kënaquni me aromat tradicionale shqiptare në restaurantin -piceri 'hysi' me një atmosferë komode dhe kafe të shkëlqyeshme.""}","{'en': 'Indulge in diverse cuisine at New Pampas, a top-rated restaurant in Durrës, Albania, offering a cozy and trendy atmosphere.', 'ar': 'تنغمس في المطبخ المتنوع في نيو بامباس ، وهو مطعم أعلى تصنيف في دوريز ، ألبانيا ، يقدم جوًا مريحًا وعصريًا.', 'sq': 'Kënaquni me një kuzhinë të larmishme në New Pampas, një restorant me vlera më të larta në Durris, Shqipëri, duke ofruar një atmosferë komode dhe të modës.'}","{'en': 'Indulge in diverse cuisine at New Pampas, a top-rated restaurant in Durrës, Albania, offering a cozy and trendy atmosphere.', 'ar': 'تنغمس في المطبخ المتنوع في نيو بامباس ، وهو مطعم أعلى تصنيف في دوريز ، ألبانيا ، يقدم جوًا مريحًا وعصريًا.', 'sq': 'Kënaquni me një kuzhinë të larmishme në New Pampas, një restorant me vlera më të larta në Durris, Shqipëri, duke ofruar një atmosferë komode dhe të modës.'}","{'en': 'Indulge in Albanian flavors at ARBERIA, a cozy restaurant with a 4.8 rating, offering diverse menu highlights and welcoming atmosphere.', 'ar': 'تنغمس في النكهات الألبانية في Arberia ، وهو مطعم مريح مع تصنيف 4.8 ، يقدم أبرز قائمة متنوعة وأجواء ترحيبية.', 'sq': 'Kënaquni me aromat shqiptare në Arberia, një restorant komod me një vlerësim 4.8, duke ofruar pikat kryesore të menusë dhe atmosferën mikpritëse.'}","{'en': 'Indulge in exquisite cuisine at Pastarella, a top-rated restaurant in Durrës with a cozy and trendy atmosphere.', 'ar': 'تنغمس في المطبخ الرائع في Pastarella ، وهو مطعم أعلى تصنيفًا في دورز مع جو مريح وعصري.', 'sq': 'Kënaquni me kuzhinën e hollë në Pastarella, një restorant me vlera më të larta në Durris me një atmosferë komode dhe të modës.'}","{'en': 'Indulge in a culinary journey at Resto Cafe Hotel Heming-uej, offering diverse menu highlights and cozy atmosphere.', 'ar': 'تنغمس في رحلة الطهي في فندق Resto Cafe Heming-Tej ، مما يبرز قوائم متنوعة وأجواء مريحة.', 'sq': 'Kënaquni në një udhëtim të kuzhinës në Resto Cafe Hotel Heming-UJ, duke ofruar pikat kryesore të menusë dhe atmosferën komode.'}","{'en': 'Indulge in a culinary journey at Bar-Restorant Spiranca, offering a cozy atmosphere and diverse menu highlights.', 'ar': 'تنغمس في رحلة الطهي في Spiranca التي تجرها البار ، مما يوفر جوًا مريحًا وأبرزًا في القائمة المتنوعة.', 'sq': 'Kënaquni në një udhëtim të kuzhinës në Spiranca Bar-Restorant, duke ofruar një atmosferë komode dhe pikat kryesore të menusë së ndryshme.'}","{'en': 'Indulge in exquisite Italian cuisine at Oyster Restaurant, a cozy spot with a 4.7 rating in Durrës, Albania.', 'ar': 'تنغمس في المطبخ الإيطالي الرائع في مطعم أويستر ، بقعة مريحة مع تصنيف 4.7 في دوريز ، ألبانيا.', 'sq': 'Kënaquni me kuzhinën e hollë italiane në Oyster Restaurant, një vend komod me një vlerësim 4.7 në Durrah, Shqipëri.'}","{'en': 'Indulge in Albanian flavors at Traditional Restaurant LIRIADA, a cozy spot for lunch or dinner with a 4.8 rating.', 'ar': 'تنغمس في النكهات الألبانية في مطعم Liriada التقليدي ، وهي مكان مريح لتناول طعام الغداء أو العشاء مع تصنيف 4.8.', 'sq': 'Kënaquni me aromat shqiptare në restorantin tradicional Liriada, një vend komod për drekë ose darkë me një vlerësim 4.8.'}","{'en': 'Indulge in Albanian flavors at Traditional Restaurant LIRIADA, a cozy spot for lunch or dinner with a 4.8 rating.', 'ar': 'تنغمس في النكهات الألبانية في مطعم Liriada التقليدي ، وهي مكان مريح لتناول طعام الغداء أو العشاء مع تصنيف 4.8.', 'sq': 'Kënaquni me aromat shqiptare në restorantin tradicional Liriada, një vend komod për drekë ose darkë me një vlerësim 4.8.'}","{'en': 'SEVEN offers a cozy, trendy atmosphere with great coffee, beer, and dessert. Ideal for solo dining or working on your laptop.', 'ar': 'يوفر Seven جوًا مريحًا وعصريًا مع قهوة رائعة وبيرة وحلوى. مثالي لتناول الطعام الفردي أو العمل على الكمبيوتر المحمول.', 'sq': 'Shtatë ofron një atmosferë komode, të modës me kafe të shkëlqyeshme, birrë dhe ëmbëlsirë. Ideale për ngrënie solo ose për të punuar në laptopin tuaj.'}","{'en': 'Experience comfort and service at Hotel Perla Pogradec, rated 4.1, offering Free Wi-Fi and breakfast amenities.', 'ar': 'تجربة الراحة والخدمة في فندق Perla Pogradec ، التي تم تصنيفها 4.1 ، وتقديم وسائل الراحة واي فاي ووجبة الإفطار المجانية.', 'sq': 'Përvoja rehati dhe shërbim në Hotel Perla Pogradec, me vlera 4.1, duke ofruar pajisje falas Wi-Fi dhe mëngjes.'}","{'en': 'Casual lakefront hotel with beach access. Relaxed lakeside hotel with breakfast & Wi-Fi, plus a restaurant, a garden & beach access.', 'ar': 'فندق غير رسمي للبحيرة مع الوصول إلى الشاطئ. فندق Lakeside المريح مع الإفطار والواي فاي ، بالإضافة إلى مطعم ، وصول حديقة وشاطئ.', 'sq': 'Hoteli i rastësishëm i liqenit me qasje në plazh. Hoteli i relaksuar i Lakeside me mëngjes & Wi-Fi, plus një restorant, një kopsht dhe qasje në plazh.'}","{'en': 'Casual hotel with lake views & a pool. Informal hotel opposite the lake with an international restaurant, a cafe & an indoor pool.', 'ar': 'فندق غير رسمي مع إطلالات على البحيرة وحوض سباحة. فندق غير رسمي مقابل البحيرة مع مطعم دولي ومقهى وحمام سباحة داخلي.', 'sq': 'Hotel rastësor me pamje nga liqeni dhe një pishinë. Hotel joformal përballë liqenit me një restorant ndërkombëtar, një kafene dhe një pishinë shtëpie.'}"
