4200,4201,4202,4203,4204,4205,4206,4207,4208,4209,4210,4211,4212,4213,4214,4215,4216,4217,4218,4219,4220,4221,4222,4223,4224,4225,4226,4227,4228,4229,4230,4231,4232,4233,4234,4235,4236,4237,4238,4239,4240,4241,4242,4243,4244,4245,4246,4247,4248,4249
68,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,68,66,68,68,66,68,66,66,66,66,68,66,66,68,66,68,68,66,68,66,66,66,68,68,66,68,66,68,66,68,66,68,68,66
"{'en': 'Wat Phra Singh Woramahawihan', 'ar': 'معبد فرا سينغ وور', 'sq': 'Wat Phra Singh Woramahawihan'}","{'en': 'IASAMANI', 'ar': 'إياساماني', 'sq': 'Iasamani'}","{'en': 'Filines', 'ar': 'فيليني', 'sq': 'Files'}","{'en': 'Funicular', 'ar': 'فونيكولار', 'sq': 'I çiltër'}","{'en': 'Tiflis Veranda Restaurant', 'ar': 'مطعم تيفليس فيراندا', 'sq': 'Tiflis Veranda Restorant'}","{'en': 'Otsy', 'ar': 'أوتسي', 'sq': 'Otsy'}","{'en': 'Umami Asian Fusion Restaurant', 'ar': 'مطعم أومامي فيوجن الآسيوي', 'sq': 'Restorant Umami Aziatik Fusion'}","{'en': 'David’s Garden', 'ar': 'حديقة ديفيد', 'sq': 'Kopshti i Davidit'}","{'en': 'Georgian House', 'ar': 'البيت الجورجي', 'sq': 'Shtëpi gjeorgjiane'}","{'en': 'Pomegranate', 'ar': 'ميلوغرانو', 'sq': 'Shegë'}","{'en': 'Sormoni', 'ar': 'سورموني', 'sq': 'Sormoni'}","{'en': 'You have a restaurant', 'ar': 'مطعم ATI', 'sq': 'Ju keni një restorant'}","{'en': 'Sofiko', 'ar': 'صوفيكو', 'sq': 'Sofiko'}","{'en': 'Van Goghi', 'ar': 'فان غوجي', 'sq': 'Van Goghi'}","{'en': 'Coffeeshop Company Marjanishvili', 'ar': 'مقهى كوفي شوب كومباني مارجانشفيلي', 'sq': 'Kompania Coffeeshop Marjanishvili'}","{'en': 'Republic Restaurant', 'ar': 'مطعم ريبابليك', 'sq': 'Restorant'}","{'en': 'Onsen at Moncham', 'ar': 'Onsen at Moncham', 'sq': 'Onsen at Moncham'}","{'en': 'Ankara Style Restaurant', 'ar': 'مطعم أنقرة ستايل', 'sq': 'Restorant i stilit Ankara'}","{'en': 'Four Seasons Resort', 'ar': 'Four Seasons Resort', 'sq': 'Resort me katër sezone'}","{'en': 'Sela Chiangmai', 'ar': 'Located in Chiang Mai, 2.6 km from Grand Canyon Chiang Mai, Sela Chiangmai provides accommodation with an outdoor swimming pool, free private parking, a garden and a terrace. Providing a restaurant, the property also has a bar, as well as a hot tub. The hotel also features free WiFi as well as a paid airport shuttle service.  The hotel will provide guests with air-conditioned rooms with a desk, a coffee machine, a fridge, a minibar, a safety deposit box, a flat-screen TV and a private bathroom with a shower. Sela Chiangmai offers certain units with mountain views, and every room is fitted with a kettle. All units include a wardrobe.  Breakfast is available daily, and includes buffet, à la carte and Full English/Irish options.  The area is popular for hiking, and car hire is available at this 5-star hotel.  Central Plaza Chiang Mai Airport is 17 km from the accommodation, while Chiang Mai Gate is 20 km away. Chiang Mai International Airport is 14 km from the property.', 'sq': 'Sela Chiangmai'}","{'en': 'Rustaveli M/S', 'ar': 'روستافيلي M/S', 'sq': 'Rustaveli M/S'}","{'en': 'Thantara Resort', 'ar': 'منتجع ثانتارا', 'sq': 'Thantara Resort'}","{'en': 'Mtatsminda Park', 'ar': 'منتزه متاتسميندا', 'sq': 'Parku Mtatsminda'}","{'en': 'Gino Paradise Tbilisi', 'ar': 'جينو باراديس تبليسي', 'sq': 'Gino Paradise Tbilisi'}","{'en': 'National Botanical Garden', 'ar': 'الحديقة النباتية الوطنية', 'sq': 'Kopshti Kombëtar Botanik'}","{'en': 'Turtle Lake', 'ar': 'بحيرة السلاحف', 'sq': 'Liqen i breshkave'}","{'en': 'Cross Chiang Mai Riverside', 'ar': 'Cross Chiang Mai Riverside', 'sq': 'Cross Chiang Mai Riverside'}","{'en': 'Tbilisi Zoo', 'ar': 'حديقة حيوان تبليسي', 'sq': 'Tbilisi kopsht zoologjik'}","{'en': 'Bridge of Peace', 'ar': 'جسر السلام', 'sq': 'Ura e Paqes'}","{'en': '137 Pillars House Chiang Mai', 'ar': '137 Bailars House Chiang Mai', 'sq': '137 Pillars House Chiang Mai'}","{'en': 'Narikala Fortress', 'ar': 'قلعة ناريكالا', 'sq': 'Kalaja Narikala'}","{'en': 'Villa Mahabhirom - Sha Plus', 'ar': 'فيلا ماهابهيروم - شا بلس', 'sq': 'Villa Mahabhirom - Sha Plus'}","{'en': 'Rachamankha Boutique Hotel', 'ar': 'فندق Rachamankha Boutique', 'sq': 'Hotel Boutique Rachamankha'}","{'en': 'Hotel Maison Boutique Tbilisi', 'ar': 'فندق ميزون بوتيك تبليسي', 'sq': 'Hotel Maison Boutique Tbilisi'}","{'en': 'Na Nirand Resort', 'ar': 'منتجع نا نيراند', 'sq': 'Resort Nirand'}","{'en': 'Beaumonde Hotel Tbilisi', 'ar': 'فندق بوموند تبليسي', 'sq': 'Beaumonde Hotel Tbilisi'}","{'en': 'Griffin Hotel', 'ar': 'فندق جريفين', 'sq': 'Hotel Griffin'}","{'en': 'Boutique Hotel Alegria', 'ar': 'فندق بوتيك أليغريا', 'sq': 'Hotel Boutique Alegria'}","{'en': 'Ping Nakara Boutique Hotel And Spa', 'ar': 'Ping Nakara Boutique Hotel and Spa', 'sq': 'Ping Nakara Boutique Hotel dhe Spa'}","{'en': 'RatiLanna Riverside Spa Resort', 'ar': 'منتجع Ratilanna Riverside Spa', 'sq': 'Ratilanna Riverside Spa Resort'}","{'en': 'A5 Hotel', 'ar': 'فندق A5', 'sq': 'A5 Hotel'}","{'en': ""Hoilla Bwmwngsani's Chini - I's Algagtst For Apest for money"", 'ar': ""Hoilla Bwmwngsani's Chini - I's Algagtst for Apest for Money"", 'sq': 'Hoilla bwmwngsani chini - unë është algagtst për apest për para'}","{'en': 'Graf Hotel', 'ar': 'فندق جراف', 'sq': 'Hotel Graf'}","{'en': 'Marriott Hotel', 'ar': 'فندق ماريوت', 'sq': 'Marriott Hotel'}","{'en': 'Irmisa Hotel Tbilisi', 'ar': 'فندق إيرمسا تبليسي', 'sq': 'Irmisa Hotel Tbilisi'}","{'en': 'Chala Number 6 Hotel', 'ar': 'Chala رقم 6 فندق', 'sq': 'Chala Number 6 Hotel'}","{'en': 'Redrum Tbilisi Boutique Hotel', 'ar': 'فندق ريدرام تبليسي البوتيكي', 'sq': 'Redrum Tbilisi Boutique Hotel'}","{'en': 'Melia Chiang Mai Hotel', 'ar': 'فندق ميليا تشيانغ ماي', 'sq': 'Hotel Melia Chiang Mai'}","{'en': 'Sick appointment hotel', 'ar': 'Maladee Rendezvous Hotel', 'sq': 'Hotel për takime të sëmura'}","{'en': 'Graphica Hotel Tbilisi', 'ar': 'فندق غرافيكا تبليسي', 'sq': 'Grafica Hotel Tbilisi'}"
"{'en': 'A 14th-century Lanna-style temple, home to the revered Phra Singh Buddha and stunning murals.', 'ar': 'معبد على طراز Lanna في القرن الرابع عشر ، موطنًا لبوذا Phra Singh الموقر والجداريات المذهلة.', 'sq': 'Një tempull i stilit Lanna të shekullit të 14-të, shtëpi për të nderuar Phra Singh Buda dhe murale mahnitëse.'}","{'en': 'The Easamani Restaurant in Tbilisi serves traditional Georgian cuisine in a warm and original atmosphere with a premium service.', 'ar': 'مطعم إياساماني في تبليسي يقدم المأكولات الجورجية التقليدية في أجواء دافئة وأصيلة مع خدمة متميزة.', 'sq': 'Restoranti Easamani në Tbilisi shërben kuzhinë tradicionale gjeorgjiane në një atmosferë të ngrohtë dhe origjinale me një shërbim premium.'}","{'en': 'Philini Restaurant in Tbilisi serves traditional Italian dishes in an elegant and modern atmosphere with an upscale service.', 'ar': 'مطعم فيليني في تبليسي يقدم أطباق إيطالية تقليدية في أجواء أنيقة وعصرية مع خدمة راقية.', 'sq': 'Restoranti Philini në Tbilisi shërben pjatat tradicionale italiane në një atmosferë elegante dhe moderne me një shërbim të pasura.'}","{'en': 'Funicolar Restaurant in Tbilisi provides an upscale dining experience with a great view of the city and Georgian and luxurious European dishes.', 'ar': 'مطعم فونيكولار في تبليسي يوفر تجربة طعام راقية مع إطلالة رائعة على المدينة وأطباق جورجية وأوروبية فاخرة.', 'sq': 'Restoranti Funicolar në Tbilisi ofron një përvojë ngrënie të pasura me një pamje të shkëlqyeshme të qytetit dhe pjatave evropiane gjeorgjiane dhe luksoze.'}","{'en': 'Tiflis Feranda Restaurant in Tbilisi provides a great view and a sophisticated atmosphere with luxurious Georgian and European dishes.', 'ar': 'مطعم تيفليس فيراندا في تبليسي يوفر إطلالة رائعة وأجواء راقية مع أطباق جورجية وأوروبية فاخرة.', 'sq': 'Restoranti Tiflis Feranda në Tbilisi ofron një pamje të shkëlqyeshme dhe një atmosferë të sofistikuar me enët luksoze gjeorgjiane dhe evropiane.'}","{'en': 'Otsy in Tbilisi offers a mixture of Georgian and international dishes in an elegant and comfortable atmosphere.', 'ar': 'مطعم أوتسي في تبليسي يقدم مزيجًا من الأطباق الجورجية والعالمية في أجواء أنيقة ومريحة.', 'sq': 'Otsy në Tbilisi ofron një përzierje të pjatave gjeorgjiane dhe ndërkombëtare në një atmosferë elegante dhe të rehatshme.'}","{'en': 'The Asian Omami Fusion Restaurant in Tbilisi offers Japanese, Thai dishes, and a tray in an elegant modern atmosphere.', 'ar': 'مطعم أومامي فيوجن الآسيوي في تبليسي يقدم أطباق يابانية، تايلاندية، وصينية في أجواء عصرية أنيقة.', 'sq': 'Restoranti Aziatik Omami Fusion në Tbilisi ofron enët japoneze, Thai dhe një tabaka në një atmosferë elegante moderne.'}","{'en': '""David’s Garden"" in Tbilisi offers an outdoor dining experience in a beautiful garden with delicious Georgian dishes.', 'ar': 'مطعم ""حديقة ديفيد"" في تبليسي يقدم تجربة طعام في الهواء الطلق وسط حديقة جميلة مع أطباق جورجية لذيذة.', 'sq': '""Kopshti i Davidit"" në Tbilisi ofron një përvojë ngrënieje në natyrë në një kopsht të bukur me enë të shijshme gjeorgjiane.'}","{'en': 'The Georgian House Restaurant in Tbilisi offers traditional Georgian dishes in a warm atmosphere and a decoration that reflects the Georgian heritage.', 'ar': 'مطعم البيت الجورجي في تبليسي يقدم أطباق جورجية تقليدية في أجواء دافئة وديكور يعكس التراث الجورجي.', 'sq': 'Restoranti Gjeorgjian i Shtëpisë në Tbilisi ofron enët tradicionale gjeorgjiane në një atmosferë të ngrohtë dhe një dekoratë që pasqyron trashëgiminë gjeorgjiane.'}","{'en': 'Miljrano Restaurant in Tbilisi offers a variety of Italian and Georgian dishes in an elegant and modern atmosphere.', 'ar': 'مطعم ميلوغرانو في تبليسي يقدم أطباق إيطالية وجورجية متنوعة في أجواء أنيقة وعصرية.', 'sq': 'Restoranti Miljrano në Tbilisi ofron një shumëllojshmëri të pjatave italiane dhe gjeorgjiane në një atmosferë elegante dhe moderne.'}","{'en': 'Surmouni Restaurant in Tbilisi offers traditional Georgian dishes in a warm atmosphere with a décor inspired by Georgian heritage.', 'ar': 'مطعم سورموني في تبليسي يقدم أطباق جورجية تقليدية في أجواء دافئة مع ديكور مستوحى من التراث الجورجي.', 'sq': 'Restoranti Surmouni në Tbilisi ofron enët tradicionale gjeorgjiane në një atmosferë të ngrohtë me një dekor të frymëzuar nga trashëgimia gjeorgjiane.'}","{'en': 'ATI Restaurant in Tbilisi offers various Georgian and international dishes in a modern atmosphere with a distinct service.', 'ar': 'مطعم ATI في تبليسي يقدم أطباق جورجية وعالمية متنوعة في أجواء عصرية مع خدمة متميزة.', 'sq': 'Restoranti ATI në Tbilisi ofron enët e ndryshme gjeorgjiane dhe ndërkombëtare në një atmosferë moderne me një shërbim të veçantë.'}","{'en': 'Sofiko Restaurant in Tbilisi offers traditional Georgian dishes such as Al -Khanakali and Shapewore in a warm and modern atmosphere.', 'ar': 'مطعم سوفيكو في تبليسي يقدم أطباق جورجية تقليدية مثل الخينكالي والخاشابوري في أجواء دافئة وعصرية.', 'sq': 'Restoranti Sofiko në Tbilisi ofron enët tradicionale gjeorgjiane si Al -Khanakali dhe Shapewore në një atmosferë të ngrohtë dhe moderne.'}","{'en': ""Van Gogi Restaurant in Tbilisi offers European and Georgian dishes in an artistic atmosphere inspired by Van Gogh's works."", 'ar': 'مطعم فان غوجي في تبليسي يقدم أطباق أوروبية وجورجية في أجواء فنية مستوحاة من أعمال فان جوخ.', 'sq': 'Restoranti Van Gogi në Tbilisi ofron enët evropiane dhe gjeorgjiane në një atmosferë artistike të frymëzuar nga veprat e Van Gogh.'}","{'en': 'Coffee Shop Kompany Marganevili Café in Tbilisi serves distinctive coffee and snacks in a comfortable and modern atmosphere.', 'ar': 'مقهى كوفي شوب كومباني مارجانشفيلي في تبليسي يقدم قهوة مميزة ووجبات خفيفة في أجواء مريحة وعصرية.', 'sq': 'Kafe Kompany Marganevili Café në Tbilisi shërben kafe të veçantë dhe snacks në një atmosferë të rehatshme dhe moderne.'}","{'en': 'Ribablaick Restaurant in Tbilisi offers traditional Georgian dishes in a modern atmosphere and a distinctive service.', 'ar': 'مطعم ريبابليك في تبليسي يقدم أطباق جورجية تقليدية في أجواء عصرية وخدمة مميزة.', 'sq': 'Restoranti Ribablaick në Tbilisi ofron enët tradicionale gjeorgjiane në një atmosferë moderne dhe një shërbim të veçantë.'}","{'en': 'A stylish boutique hotel blending contemporary art with Thai culture.', 'ar': 'فندق بوتيك أنيق يمزج الفن المعاصر مع الثقافة التايلاندية.', 'sq': 'Një hotel elegant Boutique duke përzier artin bashkëkohor me kulturën Thai.'}","{'en': '""Ankara Style"" serves traditional Turkish cuisine with a modern touch, with a warm atmosphere and a distinctive service.', 'ar': 'مطعم ""أنقرة ستايل"" يقدم المأكولات التركية التقليدية بلمسة عصرية، مع أجواء دافئة وخدمة مميزة.', 'sq': '""Stili i Ankarasë"" shërben kuzhinë tradicionale turke me një prekje moderne, me një atmosferë të ngrohtë dhe një shërbim të veçantë.'}","{'en': 'A serene luxury resort blending Thai elegance with nature’s beauty.', 'ar': 'منتجع فاخر هادئ يمزج الأناقة التايلاندية مع جمال الطبيعة.', 'sq': 'Një vendpushim i qetë luksoz duke përzier elegancën Thai me bukurinë e natyrës.'}","{'en': 'A stylish 5-star retreat with scenic views and relaxing amenities.', 'ar': 'تراجع أنيق من فئة 5 نجوم مع مناظر خلابة ووسائل راحة مريحة.', 'sq': 'Një tërheqje elegant me 5 yje me pamje skenike dhe pajisje relaksuese.'}","{'en': 'Rostafili M/S: A historical street in Tbilisi, filled with cultural buildings, restaurants, and shops, and is a prominent landmark in the city.', 'ar': 'روستافيلي M/S: شارع تاريخي في تبليسي، يعج بالمباني الثقافية، المطاعم، والمحلات التجارية، ويعد معلمًا بارزًا في المدينة.', 'sq': 'Rostafili M/S: Një rrugë historike në Tbilisi, e mbushur me ndërtesa kulturore, restorante dhe dyqane, dhe është një pikë referimi e spikatur në qytet.'}","{'en': 'A serene luxury resort with mountain views, modern amenities, and nature-inspired experiences.', 'ar': 'منتجع فاخر هادئ مع إطلالات على الجبال ، وسائل الراحة الحديثة ، والتجارب المستوحاة من الطبيعة.', 'sq': 'Një vendpushim i qetë luksoz me pamje malore, pajisje moderne dhe përvoja të frymëzuara nga natyra.'}","{'en': 'Metmasinanda Park: Entertainment Park on top of Mount Metmasinanda provides games, panoramic views, and a oblique mountainous train.', 'ar': 'منتزه متاتسميندا: منتزه ترفيهي على قمة جبل متاتسميندا يوفر ألعابًا، إطلالات بانورامية، وقطارًا جبليًا مائلًا.', 'sq': 'Metmasinanda Park: Parku Argëtues në krye të Mount Metmasinanda ofron lojëra, pamje panoramike dhe një tren malor të zhdrejtë.'}","{'en': 'Jino Paradise Tbilisi: a spa and entertainment resort with swimming pools, recreation facilities and restaurants that offer a distinctive relaxation experience.', 'ar': 'جينو باراديس تبليسي: منتجع صحي وترفيهي مع حمامات سباحة ومرافق استجمام ومطاعم تقدم تجربة استرخاء مميزة.', 'sq': 'Jino Paradise Tbilisi: Një Spa dhe Resort Entertainment me pishina, objekte rekreative dhe restorante që ofrojnë një përvojë të veçantë relaksimi.'}","{'en': 'Tbilisi National Plant Garden: A wide historical garden that includes a variety of local and international plants, with picturesque views.', 'ar': 'الحديقة النباتية الوطنية في تبليسي: حديقة تاريخية واسعة تضم مجموعة متنوعة من النباتات المحلية والعالمية، مع مناظر خلابة.', 'sq': 'Kopshti Kombëtar i Bimëve Tbilisi: Një kopsht i gjerë historik që përfshin një shumëllojshmëri të bimëve lokale dhe ndërkombëtare, me pamje piktoreske.'}","{'en': 'Turtle Lake: A wonderful natural destination in Tbilisi provides stunning views, entertainment activities, and places to relax next to the water.', 'ar': 'بحيرة السلاحف: وجهة طبيعية رائعة في تبليسي توفر مناظر خلابة، أنشطة ترفيهية، وأماكن للاسترخاء بجوار المياه.', 'sq': ""Liqeni i Turtle: Një destinacion i mrekullueshëm natyror në Tbilisi ofron pamje mahnitëse, aktivitete argëtuese dhe vende për t'u çlodhur pranë ujit.""}","{'en': 'A luxurious riverside resort blending modern design with traditional Lanna elements, offering top-tier amenities and serene surroundings.', 'ar': 'منتجع ريفرسايد الفاخر يمزج التصميم الحديث مع عناصر Lanna التقليدية ، ويوفر وسائل الراحة من الدرجة الأولى والمناطق المحيطة الهادئة.', 'sq': 'Një vendpushim luksoz Riverside duke përzier një dizajn modern me elementë tradicionalë Lanna, duke ofruar pajisje të nivelit të lartë dhe një ambient të qetë.'}","{'en': 'Tbilisi Zoo: the oldest and largest animal park in Georgia, which includes a variety of animals and green spaces for families.', 'ar': 'حديقة حيوان تبليسي: أقدم وأكبر حديقة حيوانات في جورجيا، تضم تنوعًا من الحيوانات ومساحات خضراء للعائلات.', 'sq': 'Tbilisi Zoo: Parku më i vjetër dhe më i madh i kafshëve në Gjeorgji, i cili përfshin një shumëllojshmëri të kafshëve dhe hapësirave të gjelbërta për familjet.'}","{'en': 'Peace Bridge: A modern glass bridge in Tbilisi linking the old and modern city with a picturesque view of the Makfari River.', 'ar': 'جسر السلام: جسر زجاجي حديث في تبليسي يربط بين المدينة القديمة والحديثة بإطلالة خلابة على نهر متكفاري.', 'sq': 'Ura e Paqes: Një urë moderne qelqi në tbilisi që lidh qytetin e vjetër dhe modern me një pamje piktoreske të lumit Makfari.'}","{'en': 'Elegant boutique hotel blending heritage charm with modern luxury.', 'ar': 'فندق بوتيك الأنيق مزج التراث مع الفخامة الحديثة.', 'sq': 'Hotel elegant Boutique Hotel Heritage Heritage me luks modern.'}","{'en': 'Naricala Castle: A historic fortress dating back to the fourth century, providing great panoramic views on Tbilisi and a river.', 'ar': 'قلعة ناريكالا: حصن تاريخي يعود للقرن الرابع، يوفر إطلالات بانورامية رائعة على تبليسي ونهر متكفاري.', 'sq': 'Kalaja Naricala: Një kështjellë historike që daton nga shekulli i katërt, duke siguruar pamje të mëdha panoramike mbi tbilisi dhe një lumë.'}","{'en': 'Luxurious boutique resort with traditional Thai-style villas and serene surroundings.', 'ar': 'منتجع بوتيك فاخر مع الفيلات التقليدية على الطراز التايلاندي والمناطق المحيطة الهادئة.', 'sq': 'Vendpushim luksoz butik me vila tradicionale të stilit Thai dhe një ambient të qetë.'}","{'en': 'Elegant boutique hotel reflecting Lanna heritage with modern comforts.', 'ar': 'فندق بوتيك أنيق يعكس تراث Lanna مع وسائل الراحة الحديثة.', 'sq': 'Hotel elegant Boutique që pasqyron trashëgiminë Lanna me komoditete moderne.'}","{'en': 'Mizon Boutique Boutique Hotel: modern and comfortable stay with distinguished services at a central site near the tourist attractions.', 'ar': 'فندق ميزون بوتيك تبليسي: إقامة عصرية ومريحة مع خدمات متميزة في موقع مركزي بالقرب من المعالم السياحية.', 'sq': 'Mizon Boutique Boutique Hotel: Qëndrim modern dhe i rehatshëm me shërbime të dalluara në një sit qendror pranë tërheqjeve turistike.'}","{'en': 'Romantic riverside resort combining Lanna-Colonial architecture with modern luxury.', 'ar': 'منتجع رومانسي ريفرسايد يجمع بين الهندسة المعمارية لانا الاستعمارية والرفاهية الحديثة.', 'sq': 'Resort romantik Riverside duke kombinuar arkitekturën Lanna-Koloniale me luksin modern.'}","{'en': 'Boumond Tbilisi Hotel: luxury and comfortable stay with distinguished services in a quiet location close to tourist attractions.', 'ar': 'فندق بوموند تبليسي: إقامة فاخرة ومريحة مع خدمات متميزة في موقع هادئ قريب من المعالم السياحية.', 'sq': 'BOUMUD TBILISI HOTEL: Qëndrim luksoz dhe i rehatshëm me shërbime të dalluara në një vend të qetë afër tërheqjeve turistike.'}","{'en': 'Griffin Tbilisi Hotel: modern and comfortable stay with distinguished services at a central site close to tourist attractions.', 'ar': 'فندق جريفين تبليسي: إقامة عصرية ومريحة مع خدمات متميزة في موقع مركزي قريب من المعالم السياحية.', 'sq': 'Griffin Tbilisi Hotel: Qëndrim modern dhe i rehatshëm me shërbime të dalluara në një sit qendror afër tërheqjeve turistike.'}","{'en': 'Alegre Tbilisi Boutique Hotel: comfortable and modern stay with luxurious services at a quiet site near tourist attractions.', 'ar': 'فندق بوتيك أليغريا تبليسي: إقامة مريحة وعصرية مع خدمات فاخرة في موقع هادئ بالقرب من المعالم السياحية.', 'sq': 'Alegre Tbilisi Boutique Hotel: Qëndrim i rehatshëm dhe modern me shërbime luksoze në një sit të qetë pranë tërheqjeve turistike.'}","{'en': 'Colonial-style boutique hotel offering personalized service and luxury amenities.', 'ar': 'فندق بوتيك على الطراز الاستعماري يقدم خدمة شخصية ووسائل راحة فاخرة.', 'sq': 'Hoteli Boutique i stilit kolonial që ofron shërbim të personalizuar dhe pajisje luksoze.'}","{'en': 'Luxurious riverside resort blending traditional Lanna architecture with modern amenities.', 'ar': 'منتجع ريفرسايد الفاخر يمزج بين الهندسة المعمارية التقليدية مع وسائل الراحة الحديثة.', 'sq': 'Resort luksoz Riverside duke përzier arkitekturën tradicionale Lanna me pajisje moderne.'}","{'en': 'A5 Tbilisi Hotel: comfortable and modern stay with distinguished services at a central site near tourist attractions.', 'ar': 'فندق A5 تبليسي: إقامة مريحة وعصرية مع خدمات متميزة في موقع مركزي قرب المعالم السياحية.', 'sq': 'A5 Tbilisi Hotel: Qëndrimi i rehatshëm dhe modern me shërbime të dalluara në një sit qendror pranë tërheqjeve turistike.'}","{'en': 'Stylish adults-only hotel in Nimman, offering modern luxury and tranquility.', 'ar': 'فندق أنيقة للبالغين فقط في نيممان ، حيث يقدم الرفاهية والهدوء الحديثة.', 'sq': 'Hotel vetëm me stil të rritur në Nimman, duke ofruar luks dhe qetësi moderne.'}","{'en': 'Graf Tbilisi Hotel: comfortable and modern stay in the heart of the city, with distinguished services and near tourist attractions.', 'ar': 'فندق غراف تبليسي: إقامة مريحة وعصرية في قلب المدينة، مع خدمات متميزة وقرب من المعالم السياحية.', 'sq': 'Graf Tbilisi Hotel: Qëndrimi i rehatshëm dhe modern në zemër të qytetit, me shërbime të dalluara dhe tërheqje të afërta turistike.'}","{'en': 'Luxurious 5-star hotel blending European elegance with Lanna Thai charm.', 'ar': 'فندق فاخر 5 نجوم يمزج الأناقة الأوروبية مع Lanna Thai Charm.', 'sq': 'Hoteli luksoz me 5 yje duke përzier elegancën evropiane me sharmin Lanna Thai.'}","{'en': 'Ermausa Tbilisi Hotel: comfortable and modern stay with distinguished services at a central site near the tourist attractions.', 'ar': 'فندق إيرمسا تبليسي: إقامة مريحة وعصرية مع خدمات متميزة في موقع مركزي قرب المعالم السياحية.', 'sq': 'Ermausa Tbilisi Hotel: Qëndrimi i rehatshëm dhe modern me shërbime të dalluara në një sit qendror pranë tërheqjeve turistike.'}","{'en': 'Elegant hotel with lush gardens, modern comforts, and a prime location.', 'ar': 'فندق أنيق مع حدائق خصبة ، وسائل الراحة الحديثة ، وموقع رئيسي.', 'sq': 'Hotel elegant me kopshte të harlisura, komoditete moderne dhe një vendndodhje kryesore.'}","{'en': 'Rydram Tbilisi Al Boutaki: luxury accommodation with a modern and elegant design, and premium services in the heart of Tbilisi.', 'ar': 'فندق ريدرام تبليسي البوتيكي: إقامة فاخرة بتصميم عصري وأنيق، وخدمات متميزة في قلب تبليسي.', 'sq': 'Rydram Tbilisi al Boutaki: Akomodim luksoz me një dizajn modern dhe elegant, dhe shërbime premium në zemrën e Tbilisi.'}","{'en': 'Modern 5-star hotel blending Spanish hospitality with Thai culture, offering luxury accommodations and amenities.', 'ar': 'فندق حديث من فئة 5 نجوم مزج الضيافة الإسبانية مع الثقافة التايلاندية ، مما يوفر أماكن إقامة فاخرة ووسائل راحة.', 'sq': 'Hoteli modern me 5 yje duke përzier mikpritjen spanjolle me kulturën Thai, duke ofruar akomodime luksoze dhe pajisje.'}","{'en': 'Stylish hotel near Night Bazaar with modern comforts and Thai hospitality.', 'ar': 'فندق أنيق بالقرب من بازار الليل مع وسائل الراحة الحديثة والضيافة التايلاندية.', 'sq': 'Hotel elegant afër Pazarit të natës me komoditete moderne dhe mikpritjen Thai.'}","{'en': 'Graphica Hotel Tbilisi: Luxury stay with a modern artistic design, and comfortable facilities near tourist attractions.', 'ar': 'فندق غرافيكا تبليسي: إقامة فاخرة مع تصميم عصري فني، ومرافق مريحة بالقرب من المعالم السياحية.', 'sq': 'Graphica Hotel Tbilisi: Qëndrimi luksoz me një dizajn modern artistik, dhe lehtësira të rehatshme pranë tërheqjeve turistike.'}"
