4850,4851,4852,4853,4854,4855,4856,4857,4858,4859,4860,4861,4862,4863,4864,4865,4866,4867,4868,4869,4870,4871,4872,4873,4874,4875,4876,4877,4878,4879,4880,4881,4882,4883,4884,4885,4886,4887,4888,4889,4890,4891,4892,4893,4894,4895,4896,4897,4898,4899
31,31,31,31,31,40,33,33,33,33,33,33,33,33,32,32,32,32,32,32,15,15,15,26,32,25,25,32,25,25,25,25,25,25,25,25,25,17,25,25,25,25,25,25,25,25,25,25,25,25
"{'en': 'Fairmont Nile City', 'ar': 'فيرمونت نايل سيتي', 'sq': 'Qyteti Fairmont Nil'}","{'en': 'Hyatt Regency Cairo West', 'ar': 'حياة ريجنسي كايرو ويست', 'sq': 'Hyatt Regency Cairo West'}","{'en': 'Egyptian Opera House', 'ar': 'دار الأوبرا المصرية', 'sq': 'Shtëpia e Operës Egjiptiane'}","{'en': 'Cairo Tower', 'ar': 'برج القاهرة', 'sq': 'Kulla e Kajros'}","{'en': 'Museum of Civilizations (NMEC)', 'ar': 'متحف الحضارات (NMEC)', 'sq': 'Muzeu i Qytetërimeve (NMEC)'}","{'en': 'The Pyramids of Giza and the Great Sphinx', 'ar': 'أهرامات الجيزة وتمثال أبو الهول', 'sq': 'Piramidat e Gizës dhe Sfinksi i Madh'}","{'en': 'Luxor flying balloon and hot air balloons', 'ar': 'البالون الطائر ومناطيد الأقصر', 'sq': 'Balona fluturuese Luxor dhe balona me ajër të nxehtë'}","{'en': 'Mummification Museum', 'ar': 'متحف التحنيط', 'sq': 'Muzeu i Mumifikimit'}","{'en': 'Deir el-Bahri Temple', 'ar': 'معبد الدير البحري', 'sq': 'Tempulli Deir el-Bahri'}","{'en': 'Luxor Museum', 'ar': 'متحف الأقصر', 'sq': 'Muzeu i Luksorit'}","{'en': 'Karnak Temple (Temple of Amun)', 'ar': 'معبد الكرنك (معبد آمون)', 'sq': 'Tempulli i Karnak (Tempulli i Amunit)'}","{'en': 'Medinet Habu', 'ar': 'مدينة هابو', 'sq': 'Medinet Habu'}","{'en': 'Valley of the Queens', 'ar': 'وادي الملكات', 'sq': 'Lugina e Mbretëreshave'}","{'en': 'Valley of the Kings', 'ar': 'وادي الملوك', 'sq': 'Lugina e Mbretërve'}","{'en': 'Cleo Park', 'ar': 'كليو بارك', 'sq': 'Cleo Park'}","{'en': 'Sharm El Sheikh Museum', 'ar': 'متحف شرم الشيخ', 'sq': 'Muzeu Sharm El Sheik'}","{'en': 'King Tut Museum', 'ar': 'متحف كينج توت', 'sq': 'Muzeu King Tut'}","{'en': 'Al-Sahaba Mosque', 'ar': 'مسجد الصحابة', 'sq': 'Xhamia Al-Sahaba'}","{'en': 'Cathedral of the Celestials', 'ar': 'كاتدرائية السمائيين', 'sq': 'Katedralja e Qiellorëve'}","{'en': 'Hollywood Sharm El Sheikh', 'ar': 'هوليوود شرم الشيخ', 'sq': 'Hollywood Sharm El Sheikh'}","{'en': 'Entertainment center for children', 'ar': 'مركز ترفيه للأطفال', 'sq': 'Qendër argëtimi për fëmijë'}","{'en': 'Water sports experience', 'ar': 'تجربة الألعاب المائية', 'sq': 'Përvoja e sporteve ujore'}","{'en': 'Shooting games - Paintball Club', 'ar': 'العاب الرماية -  Paintball Club', 'sq': 'Lojëra me qitje - Klubi Paintball'}","{'en': 'Woodland Shukril Resort', 'ar': 'منتجع وودلاند شكريل', 'sq': 'Woodland Shukril Resort'}","{'en': 'Dolphina Park', 'ar': 'دولفينا بارك', 'sq': 'Dolphina Park'}","{'en': 'Hotel Villa Adriatico', 'ar': 'فندق فيلا أدرياتيكو', 'sq': 'Hotel Villa Adriatico'}","{'en': 'Mother Naile Bath', 'ar': 'حمام الأم نايل', 'sq': 'Banja Nëna Naile'}","{'en': 'Ras Mohammed National Park', 'ar': 'منتزه رأس محمد الوطني', 'sq': 'Parku Kombëtar Ras Mohammed'}","{'en': 'Vali Ranch', 'ar': 'مزرعة فالي', 'sq': 'Vali Ranch'}","{'en': 'Mirusha Waterfalls & Canyons', 'ar': 'شلالات وأودية ميروشا', 'sq': 'Ujëvarat dhe Kanionet e Mirushës'}","{'en': 'Gracanica Park and Lake', 'ar': 'منتزة و بحيرة جراكانيكا', 'sq': 'Parku dhe Liqeni i Graçanicës'}","{'en': 'Bear Park', 'ar': 'حديقة الدببة', 'sq': 'Parku i Ariut'}","{'en': 'Gadim Cave', 'ar': 'كهف غاديم', 'sq': 'Shpella e Gadimit'}","{'en': 'Batlavsko Jezero', 'ar': 'باتلافسكو جيزيرو', 'sq': 'Batlavsko Jezero'}","{'en': 'Blissville Games Center', 'ar': 'مركز العاب بليسفيل', 'sq': 'Qendra e Lojërave Blissville'}","{'en': 'Interex supermarket', 'ar': 'سوبر ماركت Interex', 'sq': 'Supermarket Interex'}","{'en': 'Minimax', 'ar': 'مينيماكس', 'sq': 'Minimax'}","{'en': 'Venice Fun Mask Factory', 'ar': 'مصنع فينيسيا فن ماسك', 'sq': 'Fabrika e maskave argëtuese në Venecia'}","{'en': 'Central Park', 'ar': 'سنترال بارك', 'sq': 'Parku Qendror'}","{'en': 'Prishtina Mall', 'ar': 'بريشتينا مول', 'sq': 'Prishtina Mall'}","{'en': 'Turkish Miran Kunafa', 'ar': 'كنافة ميران التركية', 'sq': 'turk Miran Kunafa'}","{'en': '??????? Sweets & Food', 'ar': '??????? الحلويات والمواد الغذائية', 'sq': '??????? Ëmbëlsirat dhe ushqimet'}","{'en': 'Royal Mall', 'ar': 'رويال مول', 'sq': 'Royal Mall'}","{'en': 'Eat Mucho - Express', 'ar': 'أكل موتشو - اكسبرس', 'sq': 'Hani Mucho - Express'}","{'en': 'Naples Pizza Beach Sun', 'ar': 'نابولي بيتزا بيتش صن', 'sq': 'Napoli Pizza Breg Diellit'}","{'en': 'Twin Sisters Traditional Restaurant', 'ar': 'مطعم توين سيسترز التقليدي', 'sq': 'Restaurant Tradicional Motrat Binjake'}","{'en': 'Hillstone Restaurant', 'ar': 'مطعم هيلستون', 'sq': 'Restorant Hillstone'}","{'en': 'Shaaban Restaurant', 'ar': 'مطعم شعبان', 'sq': 'Restorant Shaaban'}","{'en': 'Detari Fish House', 'ar': 'ديتاري منزل السمك', 'sq': 'Shtëpia e Peshkut Detari'}","{'en': ""Heb's restaurant"", 'ar': 'مطعم هيب', 'sq': 'restorant Heb'}"
"{'en': 'Fairmont Nile City: modern design, stunning views of the Nile, near important landmarks and upscale services.', 'ar': 'فيرمونت نايل سيتي: تصميم عصري، إطلالات خلابة على النيل، قرب معالم هامة وخدمات راقية.', 'sq': 'Fairmont Nile City: dizajn modern, pamje mahnitëse të Nilit, afër monumenteve të rëndësishme dhe shërbimeve luksoze.'}","{'en': 'Hyatt Regency Cairo West Hotel: modern luxury with charming views of the Giza Pyramids and a strategic location.', 'ar': 'فندق حياة ريجنسي كايرو ويست: رفاهية عصرية بإطلالات ساحرة على أهرامات الجيزة وموقع استراتيجي.', 'sq': 'Hyatt Regency Cairo West Hotel: luks modern me pamje simpatike të Piramidave të Gizës dhe një vendndodhje strategjike.'}","{'en': 'The Cairo Opera House is a cultural center showcasing international arts and music in Cairo.', 'ar': 'دار الأوبرا المصرية هي مركز ثقافي يعرض الفنون والموسيقى العالمية في القاهرة.', 'sq': 'Shtëpia e Operës në Kajro është një qendër kulturore që shfaq artet dhe muzikën ndërkombëtare në Kajro.'}","{'en': 'Cairo Tower is a landmark offering panoramic views of Cairo with a unique experience and a revolving restaurant.', 'ar': 'برج القاهرة هو معلم بارز يتيح مشاهد بانورامية للقاهرة مع تجربة فريدة ومطعم دوار.', 'sq': 'Kulla e Kajros është një pikë referimi që ofron pamje panoramike të Kajros me një përvojë unike dhe një restorant rrotullues.'}","{'en': 'The Museum of Civilizations displays the history of Egypt from ancient times until the modern era with various cultural activities.', 'ar': 'متحف الحضارات يعرض تاريخ مصر من العصور القديمة حتى العصر الحديث مع أنشطة ثقافية متنوعة.', 'sq': 'Muzeu i Qytetërimeve shfaq historinë e Egjiptit nga kohët e lashta deri në epokën moderne me aktivitete të ndryshme kulturore.'}","{'en': 'The Pyramids and Sphinx in Giza, among the ancient wonders of the world, are unique exhibits and an amazing tourist experience.', 'ar': 'الأهرامات وأبو الهول في الجيزة، من عجائب العالم القديمة، معروضات فريدة وتجربة سياحية مذهلة.', 'sq': 'Piramidat dhe Sfinksi në Giza, ndër mrekullitë e lashta të botës, janë ekspozita unike dhe një përvojë mahnitëse turistike.'}","{'en': ""The adventure of flying over a third of the world's monuments."", 'ar': 'مغامرة التحليق فوق ثُلث آثار العالم.', 'sq': 'Aventura e fluturimit mbi një të tretën e monumenteve të botës.'}","{'en': 'The Mummification Museum in Luxor displays tools and mummies that highlight the secrets of ancient Egyptian mummification rituals.', 'ar': 'متحف التحنيط بالأقصر يعرض أدوات ومومياوات تُبرز أسرار طقوس التحنيط المصرية القديمة.', 'sq': 'Muzeu i Mumifikimit në Luxor shfaq mjete dhe mumie që nxjerrin në pah sekretet e ritualeve të lashta egjiptiane të mumifikimit.'}","{'en': 'A magnificent Pharaonic temple in Luxor with delicate carvings, tombs and majestic architecture.', 'ar': 'معبد فرعوني رائع في الأقصر مع نقوش دقيقة و مقابر وعمارة مهيبة.', 'sq': 'Një tempull i mrekullueshëm faraonik në Luxor me gdhendje delikate, varre dhe arkitekturë madhështore.'}","{'en': 'Luxor Museum displays Pharaonic artifacts including statues, mummies and historical treasures.', 'ar': 'متحف الأقصر يعرض قطعًا أثرية فرعونية تشمل تماثيل ومومياوات وكنوز تاريخية.', 'sq': 'Muzeu Luxor shfaq artefakte faraonike duke përfshirë statuja, mumie dhe thesare historike.'}","{'en': 'Karnak Temple in Luxor is a religious complex that includes massive Pharaonic temples and a famous historical site.', 'ar': 'معبد الكرنك في الأقصر هو مجمع ديني يضم معابد فرعونية ضخمة وموقع تاريخي شهير.', 'sq': 'Tempulli Karnak në Luxor është një kompleks fetar që përfshin tempuj masivë faraonikë dhe një vend të famshëm historik.'}","{'en': 'Medinet Habu in ancient Thebes includes the temples of Ramesses III and amazing Pharaonic monuments with their huge walls and unique inscriptions.', 'ar': 'مدينة هابو في طيبة القديمة تضم معابد رمسيس الثالث ومعالم فرعونية مذهلة بأسوارها الضخمة والنقوش الفريدة.', 'sq': 'Medinet Habu në Tebën e lashtë përfshin tempujt e Ramesses III dhe monumentet e mahnitshme faraonike me muret e tyre të mëdha dhe mbishkrimet unike.'}","{'en': 'The Valley of the Queens in Luxor contains the tombs of queens and nobles from the Pharaonic family and is distinguished by hieroglyphic inscriptions.', 'ar': 'وادي الملكات في الأقصر يضم مقابر الملكات والنبلاء من الأسرة الفرعونية ويتميز بالنقوش الهيروغليفية.', 'sq': 'Lugina e Mbretëreshave në Luxor përmban varret e mbretëreshave dhe fisnikëve nga familja faraonike dhe dallohet nga mbishkrimet hieroglifike.'}","{'en': 'The Valley of the Kings in Luxor contains the tombs of the Pharaonic kings and is a world heritage site.', 'ar': 'وادي الملوك في الأقصر يضم مقابر الملوك الفرعونيين وهو موقع تراثي عالمي.', 'sq': 'Lugina e Mbretërve në Luxor përmban varret e mbretërve faraonikë dhe është një vend i trashëgimisë botërore.'}","{'en': 'Cleo Park in Sharm El Sheikh is a fun water park suitable for all ages with exciting water rides.', 'ar': 'كليو بارك في شرم الشيخ هو منتزه مائي ممتع يناسب جميع الأعمار مع ألعاب مائية مثيرة.', 'sq': 'Cleo Park në Sharm El Sheikh është një park ujor argëtues i përshtatshëm për të gjitha moshat me udhëtime emocionuese në ujë.'}","{'en': 'Sharm El Sheikh Museum displays antiquities of ancient Egypt and contains various halls and entertainment facilities.', 'ar': 'متحف شرم الشيخ يعرض آثار مصر القديمة ويحتوي على قاعات متنوعة ومرافق ترفيهية.', 'sq': 'Muzeu Sharm El Sheikh shfaq antikitetet e Egjiptit të lashtë dhe përmban salla të ndryshme dhe objekte argëtimi.'}","{'en': 'King Tut Museum displays the treasures of the golden pharaoh Tutankhamun, and reveals the greatness of ancient Egyptian civilization.', 'ar': 'متحف كينج توت يعرض كنوز الفرعون الذهبي توت عنخ آمون، ويكشف عظمة الحضارة المصرية القديمة.', 'sq': 'Muzeu King Tut shfaq thesaret e faraonit të artë Tutankhamun dhe zbulon madhështinë e qytetërimit të lashtë egjiptian.'}","{'en': 'Al-Sahaba Mosque features a wonderful architectural design and a religious-cultural library that attracts visitors from all over the world.', 'ar': 'مسجد الصحابة يتميز بتصميم معماري رائع ومكتبة دينية ثقافية تجذب الزوار من جميع أنحاء العالم.', 'sq': 'Xhamia Al-Sahaba përmban një dizajn të mrekullueshëm arkitekturor dhe një bibliotekë fetare-kulturore që tërheq vizitorë nga e gjithë bota.'}","{'en': 'The Cathedral of the Celestials features wonderful artistic designs and tells important Christian stories.', 'ar': 'كاتدرائية السمائيين تتميز بتصاميم فنية رائعة وتروي قصصاً مسيحية هامة.', 'sq': 'Katedralja e Qiellorëve përmban dizajne të mrekullueshme artistike dhe tregon histori të rëndësishme të krishtera.'}","{'en': 'An integrated entertainment destination in Sharm El Sheikh that includes shows, restaurants, shopping and activities suitable for all ages.', 'ar': 'وجهة ترفيهية متكاملة في شرم الشيخ تضم عروض، مطاعم، تسوق وأنشطة تناسب كل الأعمار.', 'sq': 'Një destinacion i integruar argëtues në Sharm El Sheikh që përfshin shfaqje, restorante, blerje dhe aktivitete të përshtatshme për të gjitha moshat.'}","{'en': 'A comprehensive entertainment center specially designed for children and families', 'ar': 'مركز ترفيه شامل مصمم خصيصًا للأطفال والعائلات', 'sq': 'Një qendër argëtimi gjithëpërfshirëse e krijuar posaçërisht për fëmijët dhe familjet'}","{'en': 'A fun and action-packed place in Tirana that makes it a perfect choice for a fun summer day.', 'ar': 'مكان ممتع ومليء بالإثارة في تيرانا مما يجعله خيارًا مثاليًا لقضاء يوم صيفي ممتع.', 'sq': 'Një vend argëtues dhe plot aksion në Tiranë që e bën atë një zgjedhje perfekte për një ditë argëtuese vere.'}","{'en': 'An ideal destination for thrill and adventure lovers in Tirana', 'ar': 'وجهة مثالية لمحبي الإثارة والمغامرات في تيرانا', 'sq': 'Një destinacion ideal për adhuruesit e emocioneve dhe aventurave në Tiranë'}","{'en': 'An ideal destination for lovers of nature and mountain adventures.', 'ar': 'وجهة مثالية لمحبي الطبيعة والمغامرات الجبلية.', 'sq': 'Një destinacion ideal për adhuruesit e natyrës dhe aventurave malore.'}","{'en': 'A family-friendly park offering an interactive experience with dolphins and sea animals in a natural environment.', 'ar': 'منتزه مناسب للعائلات يقدم تجربة تفاعلية مع الدلافين والحيوانات البحرية في بيئة طبيعية.', 'sq': 'Një park miqësor për familjen që ofron një përvojë interaktive me delfinët dhe kafshët detare në një mjedis natyror.'}","{'en': ""An ideal destination for those looking for relaxation and tranquility in the heart of Kosovo's picturesque nature."", 'ar': 'وجهة مثالية للباحثين عن الاسترخاء والهدوء في قلب طبيعة كوسوفو الخلابة.', 'sq': 'Një destinacion ideal për ata që kërkojnë relaksim dhe qetësi në zemër të natyrës piktoreske të Kosovës.'}","{'en': 'This water is known for its traditional healing properties', 'ar': 'تُعرف هذه المياه بخصائصها العلاجية التقليدية', 'sq': 'Ky ujë është i njohur për vetitë e tij tradicionale shëruese'}","{'en': 'A famous national park known for its pristine coral reefs, crystal-clear waters, and diverse marine life, perfect for diving and snorkeling.', 'ar': 'منتزه شهير معروف بالشعاب المرجانية البكر، والمياه الصافية، والحياة البحرية المتنوعة، مثالي للغوص والغطس.', 'sq': 'Një park kombëtar i njohur për koralet e tij të paprekura, ujërat e pastra dhe jetën detare të ndryshme, ideal për zhytje dhe snorkeling.'}","{'en': 'This farm offers a peaceful atmosphere away from the hustle and bustle of the city', 'ar': 'هذه المزرعة  توفر أجواءً هادئة بعيدة عن صخب المدينة', 'sq': 'Kjo fermë ofron një atmosferë të qetë larg ngutjes dhe nxitimit të qytetit'}","{'en': 'Waterfalls and canyons of Miroša in the western part of Kosovo, near the town of Klin', 'ar': 'شلالات وأودية ميروشا في الجزء الغربي من كوسوفو، بالقرب من بلدة كلين', 'sq': 'Ujëvarat dhe kanionet e Miroshës në pjesën perëndimore të Kosovës, afër qytetit të Klinit'}","{'en': 'The lake is part of a small natural park that provides a peaceful escape from the hustle and bustle of the city.', 'ar': 'تُعتبر البحيرة جزءًا من منتزه طبيعي صغير يوفر ملاذًا هادئًا بعيدًا عن صخب المدينة.', 'sq': 'Liqeni është pjesë e një parku të vogël natyror që ofron një arratisje paqësore nga ngutja dhe nxitimi i qytetit.'}","{'en': 'This place is home to a number of brown bears that were rescued from poor holding conditions', 'ar': 'هذا المكان هو موطن لعدد من الدببة البنية التي تم إنقاذها من ظروف احتجاز سيئة', 'sq': 'Ky vend është shtëpia e një numri arinjsh kafe që u shpëtuan nga kushtet e këqija të mbajtjes'}","{'en': 'Gadim Cave is considered one of the natural wonders of Kosovo, as it is distinguished by its magnificent limestone rock formations', 'ar': 'يُعتبر كهف غاديم من عجائب الطبيعة في كوسوفو، حيث يتميز بتشكيلاته الصخرية الكلسية الرائعة', 'sq': 'Shpella e Gadimit konsiderohet si një nga mrekullitë natyrore të Kosovës, pasi dallohet për formacionet e saj të mrekullueshme shkëmbore gëlqerore.'}","{'en': 'It is an artificial lake created in 1964 on the Batlawska River, surrounded by hills and forests', 'ar': 'هي بحيرة اصطناعية تم إنشاؤها عام 1964 على نهر باتلافسكا، محاطة بتلال وغابات', 'sq': 'Është një liqen artificial i krijuar në vitin 1964 në lumin Batlawska, i rrethuar nga kodra dhe pyje.'}","{'en': 'A famous entertainment center in Kosovo, offering a fun and adrenaline-filled experience for all family members', 'ar': 'مركز ألعاب ترفيهي شهير في كوسوفو، يقدم تجربة ممتعة ومليئة بالتشويق لجميع أفراد العائلة', 'sq': 'Një qendër e famshme argëtuese në Kosovë, që ofron një eksperiencë argëtuese dhe të mbushur me adrenalinë për të gjithë anëtarët e familjes'}","{'en': 'A shopping center located in the city of Pristina, the capital of Kosovo.', 'ar': 'مركز تسوق يقع في مدينة بريشتينا، عاصمة كوسوفو.', 'sq': 'Një qendër tregtare e vendosur në qytetin e Prishtinës, kryeqytetin e Kosovës.'}","{'en': 'One of the most prominent shopping centers in Kosovo, located in the city of Pristina.', 'ar': 'واحد من أبرز مراكز التسوق في كوسوفو، ويقع في مدينة بريشتينا.', 'sq': 'Një nga qendrat tregtare më të spikatura në Kosovë, me vendndodhje në qytetin e Prishtinës.'}","{'en': 'The art of making masks inspired by the Italian city of Venice', 'ar': 'فن صناعة الأقنعة المستوحاة من مدينة البندقية الإيطالية', 'sq': 'Arti i bërjes së maskave të frymëzuar nga qyteti italian i Venecias'}","{'en': 'One of the most prominent shopping centers in Pristina, Kosovo.', 'ar': 'واحد من أبرز مراكز التسوق في مدينة بريشتينا، كوسوفو.', 'sq': 'Një nga qendrat tregtare më të njohura në Prishtinë, Kosovë.'}","{'en': 'One of the leading commercial centers in Kosovo, it is an ideal destination for shopping and entertainment', 'ar': 'أحد المراكز التجارية الرائدة في كوسوفو، ويعد وجهة مثالية للتسوق والترفيه', 'sq': 'Një nga qendrat kryesore tregtare në Kosovë, është një destinacion ideal për blerje dhe argëtim'}","{'en': 'A shop specializing in preparing and serving the famous Turkish kunafa in Kosovo.', 'ar': 'محل متخصص في تحضير وتقديم الكنافة التركية الشهيرة في كوسوفو.', 'sq': 'Një dyqan i specializuar në përgatitjen dhe servirjen e kunafës së famshme turke në Kosovë.'}","{'en': 'A sweets and food shop in Kosovo offering a wide range of delicious sweets and local and international cuisine.', 'ar': 'محل للحلويات والمأكولات في كوسوفو يقدم مجموعة واسعة من الحلويات الشهية والمأكولات المحلية والعالمية.', 'sq': 'Një dyqan ëmbëlsirash dhe ushqimesh në Kosovë që ofron një gamë të gjerë të ëmbëlsirave të shijshme dhe kuzhinës vendase dhe ndërkombëtare.'}","{'en': 'One of the distinctive shopping centers in Kosovo, it is an ideal destination for shopping and entertainment in the city of Pristina.', 'ar': 'واحد من مراكز التسوق المميزة في كوسوفو، ويُعد وجهة مثالية للتسوق والترفيه في مدينة بريشتينا.', 'sq': 'Një nga qendrat dalluese tregtare në Kosovë, është një destinacion ideal për blerje dhe argëtim në qytetin e Prishtinës.'}","{'en': 'One of the best places in Kosovo for quick and delicious food.', 'ar': 'واحد من أفضل الأماكن في كوسوفو لتناول الطعام السريع واللذيذ.', 'sq': 'Një nga vendet më të mira në Kosovë për ushqim të shpejtë dhe të shijshëm.'}","{'en': 'One of the most prominent pizza restaurants in Kosovo,', 'ar': 'من أبرز مطاعم البيتزا في كوسوفو،', 'sq': 'Një nga restorantet më të njohur të picave në Kosovë,'}","{'en': 'One of the most prominent restaurants in Kosovo that serves traditional cuisine in a warm and cozy atmosphere.', 'ar': 'أحد أبرز المطاعم في كوسوفو التي تقدم المأكولات التقليدية بأجواء دافئة ومريحة.', 'sq': 'Një nga restorantet më të spikatura në Kosovë që shërben kuzhinë tradicionale në një atmosferë të ngrohtë dhe komode.'}","{'en': 'It is distinguished by its wonderful location and elegant atmosphere that combines comfort and luxury.', 'ar': 'يتميز بموقعه الرائع وأجوائه الراقية التي تجمع بين الراحة والفخامة.', 'sq': 'Ajo dallohet për vendndodhjen e saj të mrekullueshme dhe atmosferën elegante që ndërthur komoditetin dhe luksin.'}","{'en': 'A famous restaurant in Kosovo that offers a distinctive dining experience that reflects the authentic oriental flavour.', 'ar': 'مطعم شهير في كوسوفو يقدم تجربة طعام مميزة تعكس النكهة الشرقية الأصيلة.', 'sq': 'Një restorant i famshëm në Kosovë që ofron një përvojë të veçantë ngrënieje që pasqyron shijen autentike orientale.'}","{'en': 'One of the most prominent restaurants specializing in serving fresh seafood in Kosovo.', 'ar': 'واحد من أبرز المطاعم المتخصصة في تقديم المأكولات البحرية الطازجة في كوسوفو.', 'sq': 'Një nga restorantet më të njohura të specializuar në servirjen e ushqimeve të freskëta të detit në Kosovë.'}","{'en': 'It is a distinguished destination for lovers of modern food and a friendly atmosphere', 'ar': 'من الوجهات المميزة لعشاق الطعام العصري والأجواء الودية', 'sq': 'Është një destinacion i dalluar për adhuruesit e ushqimit modern dhe një atmosfere miqësore'}"
