4250,4251,4252,4253,4254,4255,4256,4257,4258,4259,4260,4261,4262,4263,4264,4265,4266,4267,4268,4269,4270,4271,4272,4273,4274,4275,4276,4277,4278,4279,4280,4281,4282,4283,4284,4285,4286,4287,4288,4289,4290,4291,4292,4293,4294,4295,4296,4297,4298,4299
68,66,68,66,68,68,68,66,68,68,66,68,68,66,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
"{'en': 'Smile Lanna Hotel', 'ar': 'فندق لانا', 'sq': 'Buzëqeshje Hotel Lanna'}","{'en': 'Jazz Hotel', 'ar': 'فندق الجاز', 'sq': 'Hotel me xhaz'}","{'en': 'The Empress Premier Chiang Mai Hotel', 'ar': 'فندق الإمبراطورة تشيانغ ماي', 'sq': 'Hoteli Kryeministër Empress Chiang Mai'}","{'en': 'Hotel Piazza Tbilisi', 'ar': 'فندق بيازا تبليسي', 'sq': 'Hotel Piazza Tbilisi'}","{'en': 'Meechok Plaza', 'ar': 'شوك بلازا', 'sq': 'Meechok Plaza'}","{'en': 'Ruamchok Mall', 'ar': 'Ruamchok Mall', 'sq': 'Mall Ruamchok'}","{'en': 'Star Avenue Lifestyle Mall', 'ar': 'مول شارع ستار أفينيو مول', 'sq': 'Star Avenue Lifestyle Mall'}","{'en': 'Art Hotel Claude Monet', 'ar': 'فندق آرت كلود مونيه', 'sq': 'Art Hotel Claude Monet'}","{'en': 'Greenpark Community Mall', 'ar': 'مول غرينبارك', 'sq': 'Greenpark Community Mall'}","{'en': 'Central Chiangmai Airport', 'ar': 'Central Chiangmai Airport', 'sq': 'Aeroporti Qendror Chiangmai'}","{'en': 'Batesta Hotel', 'ar': 'فندق باتيستا', 'sq': 'Hotel Batesta'}","{'en': 'MAYA Lifestyle Shopping Center', 'ar': 'مركز التسوق Maya Lifestyle', 'sq': 'Qendra Tregtare Maya Lifestyle'}","{'en': 'Central Festival Chiangmai', 'ar': 'Central Festival Chiangmai', 'sq': 'Central Festival Chiangmai'}","{'en': 'Reed Hotel Tbilisi', 'ar': 'فندق ريد تبليسي', 'sq': 'Reed Hotel Tbilisi'}","{'en': 'Central Phuket Festival', 'ar': 'Central Phuket Festival', 'sq': 'Central Phuket Festival'}","{'en': 'CA Hotel and Residence', 'ar': 'CA Hotel and Residence', 'sq': 'Hoteli dhe vendbanimi i CA'}","{'en': 'Hop in phuket', 'ar': 'Hop Inn Phuket', 'sq': 'Hop në Phuket'}","{'en': 'May Morn Resort Sha Plus', 'ar': 'ماي مورن ريزورت شا بلس', 'sq': 'Mund Resort Sha Plus'}","{'en': 'A2 Pool Resort', 'ar': 'A2 Pool Resort', 'sq': 'Resort pishine A2'}","{'en': 'The Royal P Phuket - SHA Plus', 'ar': 'The Royal P Phuket - Sha Plus', 'sq': 'Royal P Phuket - Sha Plus'}","{'en': 'HOMA Phuket Town', 'ar': 'هوما فوكيت', 'sq': 'Qyteti Homa Phuket'}","{'en': 'Courtyard Phuket Town', 'ar': 'Courtyard Phuket Town', 'sq': 'Courtyard Phuket Town'}","{'en': 'Ibis Styles Phuket City', 'ar': 'Ibis Styles Phuket City', 'sq': 'Ibis Styles Phuket City'}","{'en': 'NH Boat Lagoon Phuket Resort', 'ar': 'NH Boat Lagoon Phuket Resort', 'sq': 'NH Laguna e Lagunës së Varkave Phuket Resort'}","{'en': 'The Westin Siray Bay Resort & Spa', 'ar': 'منتجع Westin Siray Bay SPA و SPA', 'sq': 'Westin Siray Bay Resort & Spa'}","{'en': 'Island Escape Burasari', 'ar': 'Island Escape Burasari', 'sq': 'Ishulli i arratisjes burasari'}","{'en': 'Seabed Grand Hotel Phuket - SHA Extra Plus', 'ar': 'فندق Seatbe Grand Hotel Phuket - Sha Extra Plus', 'sq': 'Hotel Grand Hotel Phuket - Sha Extra Plus'}","{'en': 'Novotel Hotel', 'ar': 'فندق نوفوتيل', 'sq': 'Hotel Novotel'}","{'en': 'Ramada Plaza by Wyndham Chao Fah', 'ar': 'Ramada Plaza by Wyndham Chao Fah', 'sq': 'Ramada Plaza by Wyndham Chao Fah'}","{'en': 'Cappadocia Turkish Restaurant (Halal)', 'ar': 'مطعم Cappadocia التركي (حلال)', 'sq': 'Restorant Turk Cappadocia (Halal)'}","{'en': 'Om Tala Halal & Muslim Food Phuket', 'ar': 'Om Tala Halal و Muslim Food Phuket', 'sq': 'Om tala halal & ushqimi mysliman Phuket'}","{'en': ""Sultan's (Halal)"", 'ar': ""Sultan's (Halal)"", 'sq': ""Sultan's (Halal)""}","{'en': 'Bon Pan Asian Tapas', 'ar': 'Bon Pan Asian Tapas', 'sq': 'Tapat aziatike bon'}","{'en': 'House of Tin Baron', 'ar': 'بيت بارون تين', 'sq': 'Shtëpia e Baronit të Tinit'}","{'en': 'La Gaetana Restaurant', 'ar': 'مطعم La Gaetana', 'sq': 'Restorant La Gaetana'}","{'en': 'KEP', 'ar': 'KEP', 'sq': 'KEP'}","{'en': 'Madcow Burger', 'ar': 'برجر مادكو', 'sq': 'Madcow Burger'}","{'en': 'The Smokaccia Laboratory', 'ar': 'The Smokaccia Laboratory', 'sq': 'Laboratori Smokaccia'}","{'en': 'Su va na', 'ar': 'Su Va Na', 'sq': 'Su va na'}","{'en': 'Dinner in the Sky Phuket | Restaurant', 'ar': 'عشاء في السماء فوكيت |', 'sq': 'Darka në Sky Phuket |'}","{'en': 'Lao Pa Yout Town Page Town', 'ar': 'Lao Pa Yout Town Town Town', 'sq': 'Lao Pa Town Town Foot Town'}","{'en': 'Restaurant Royd', 'ar': 'مطعم رويد', 'sq': 'Restorant Royd'}","{'en': 'Cafe Delight Phuket Old Town', 'ar': 'Cafe Delight Phuket Old Town', 'sq': 'Kafe Delight Phuket Qyteti i Vjetër'}","{'en': 'NumNum Cafe & Restaurant Phuket Old Town', 'ar': 'Numnum Cafe & Restaurant Phuket Old Town', 'sq': 'Numnum Cafe & Restorant Phuket Qyteti i Vjetër'}","{'en': 'HEH', 'ar': 'HEH', 'sq': 'HEH'}","{'en': 'Day & Night Of Phuket', 'ar': 'Day & Night Of Phuket', 'sq': 'Dita dhe Nata e Phuket'}","{'en': 'Blue Elephant Phuket Cooking School & Restaurant', 'ar': 'بلو فيل فوكيت مدرسة الطبخ والمطعم', 'sq': 'Shkolla & Restorant i Elefantit Blu Elefant Phuket'}","{'en': 'MB ALL Seafood Phuket', 'ar': 'MB ALL Seafood Phuket', 'sq': 'MB ALL Seafood Phuket'}","{'en': 'Coating otop shopping paradise', 'ar': 'Patong Otop Shopping Paradise', 'sq': 'Patong Otop Shopping Paradise'}","{'en': 'Phang Bay', 'ar': 'خليج فانغ', 'sq': 'Gjiri i pemës'}"
"{'en': 'Elegant 4-star resort blending oriental design with Lanna arts, offering modern amenities.', 'ar': 'أنيقة منتجع من فئة 4 نجوم يمزج بين التصميم الشرقي مع Lanna Arts ، ويقدم وسائل الراحة الحديثة.', 'sq': 'Resort elegant me 4 yje duke përzier dizajnin oriental me artet Lanna, duke ofruar pajisje moderne.'}","{'en': 'Jazz in Tbilisi provides luxury accommodation and modern facilities near the main tourist attractions.', 'ar': 'فندق جاز في تبليسي يوفر إقامة فاخرة ومرافق حديثة بالقرب من المعالم السياحية الرئيسية.', 'sq': 'Jazz në Tbilisi siguron strehim luksoz dhe lehtësira moderne pranë tërheqjeve kryesore turistike.'}","{'en': 'A luxurious 5-star hotel in Chiang Mai, offering a pool, fitness center, and easy access to popular attractions.', 'ar': 'فندق فاخر من فئة 5 نجوم في شيانغ ماي ، يوفر حمام سباحة ومركز للياقة البدنية وسهولة الوصول إلى مناطق الجذب الشهيرة.', 'sq': 'Një hotel luksoz me 5 yje në Chiang Mai, duke ofruar një pishinë, qendër fitnesi dhe qasje të lehtë në tërheqjet popullore.'}","{'en': 'Piaza Tbilisi Hotel: A comfortable stay in the heart of Tbilisi near the main tourist attractions.', 'ar': 'فندق بيازا تبليسي: إقامة مريحة في قلب تبليسي بالقرب من المعالم السياحية الرئيسية.', 'sq': 'Piaza Tbilisi Hotel: Një qëndrim i rehatshëm në zemër të Tbilisi pranë tërheqjeve kryesore turistike.'}","{'en': 'Meechok Plaza is a community mall in Chiang Mai with a supermarket, diverse dining, and a lively night market.', 'ar': 'Meechok Plaza هو مركز تجاري في تشيانغ ماي مع سوبر ماركت وتناول طعام متنوع وسوق ليلي حيوي.', 'sq': 'Meechok Plaza është një qendër e komunitetit në Chiang Mai me një supermarket, ngrënie të larmishme dhe një treg të gjallë të natës.'}","{'en': 'Ruamchok Mall is a shopping center in Chiang Mai with supermarkets, dining, and a fresh market area.', 'ar': 'Ruamchok Mall هو مركز للتسوق في Chiang Mai مع محلات السوبر ماركت وتناول الطعام ومنطقة السوق الطازجة.', 'sq': 'Ruanchok Mall është një qendër tregtare në Chiang Mai me supermarkete, ngrënie dhe një zonë të freskët të tregut.'}","{'en': 'Star Avenue Lifestyle Mall is a modern community mall in Chiang Mai with shops, dining, and commercial spaces.', 'ar': 'Star Avenue Lifestyle Mall هو مركز تجاري حديث في تشيانغ ماي مع المتاجر وتناول الطعام والمساحات التجارية.', 'sq': 'Star Avenue Lifestyle Mall është një qendër moderne e komunitetit në Chiang Mai me dyqane, ngrënie dhe hapësira tregtare.'}","{'en': 'The Art Claude Monet Hotel in Tbilisi, inspired by art, provides high -end accommodation and distinguished services.', 'ar': 'فندق ""آرت كلود مونيه"" في تبليسي، مستوحى من الفن، يوفر إقامة راقية وخدمات مميزة بموقع رائع.', 'sq': 'Hoteli Art Claude Monet në Tbilisi, i frymëzuar nga arti, ofron akomodim të lartë dhe shërbime të dalluara.'}","{'en': 'Greenpark Community Mall is a lifestyle mall in Chiang Mai with shops, dining, green spaces, and a drive-thru.', 'ar': 'Greenpark Community Mall هو مركز تجاري في تشيانغ ماي مع المتاجر ، وتناول الطعام ، والمساحات الخضراء ، ومحرك.', 'sq': 'Greenpark Community Mall është një qendër jetese në Chiang Mai me dyqane, ngrënie, hapësira jeshile dhe një makinë-përmes.'}","{'en': 'Central Chiangmai Airport is a major mall near the airport with 500+ shops, dining, a cinema, and events.', 'ar': 'مطار Central Chiangmai هو مركز تجاري رئيسي بالقرب من المطار مع 500 متجر وتناول الطعام والسينما والأحداث.', 'sq': 'Aeroporti Qendror Chiangmai është një qendër kryesore afër aeroportit me 500+ dyqane, ngrënie, një kinema dhe ngjarje.'}","{'en': 'The Batista Hotel in Tbilisi provides comfortable rooms, a delicious breakfast, and a location close to the tourist attractions.', 'ar': 'فندق ""باتيستا"" في تبليسي، يوفر غرفًا مريحة، إفطارًا لذيذًا، وموقعًا قريبًا من المعالم السياحية.', 'sq': 'Hoteli Batista në Tbilisi siguron dhoma të rehatshme, një mëngjes të shijshëm dhe një vend afër tërheqjeve turistike.'}","{'en': 'MAYA Lifestyle Shopping Center is a modern mall in Chiang Mai with top brands, dining, a cinema, and rooftop views.', 'ar': 'يعد مركز Maya Lifestyle Shopping Center مركزًا تجاريًا حديثًا في شيانغ ماي مع أفضل العلامات التجارية وتناول الطعام والسينما ومناظر على السطح.', 'sq': 'Qendra Tregtare e Maya Lifestyle është një qendër moderne në Chiang Mai me marka të larta, ngrënie, një kinema dhe pamje në çati.'}","{'en': 'Central Festival Chiang Mai is a modern shopping mall with top brands, dining, entertainment, and an ice-skating rink.', 'ar': 'المهرجان المركزي تشيانغ ماي هو مركز تجاري عصري مع أفضل العلامات التجارية ، وتناول الطعام ، والترفيه ، وحلبة التزحلق على الجليد.', 'sq': 'Festivali Qendror Chiang Mai është një qendër tregtare moderne me marka të larta, ngrënie, argëtim dhe një shesh patinazhi me akull.'}","{'en': '""Red Tbilisi"" hotel 4 -star hotel provides comfortable rooms, free breakfast, and a location close to Tbilisi\'s tourist landmarks.', 'ar': 'فندق ""ريد تبليسي"" فندق 4 نجوم يوفر غرفًا مريحة، إفطار مجاني، وموقع قريب من معالم تبليسي السياحية.', 'sq': 'Hoteli me 4 yll ""Red Tbilisi"" Hotel 4 -Star ofron dhoma të rehatshme, mëngjes falas dhe një vendndodhje afër monumenteve turistike të Tbilisi.'}","{'en': 'Central Phuket is a luxury shopping mall with top brands, dining, an aquarium, and family-friendly attractions.', 'ar': 'Central Phuket هو مركز تجاري فاخر مع أفضل العلامات التجارية ، وتناول الطعام ، وحوض السمك ، ومناطق الجذب الصديقة للأسرة.', 'sq': 'Central Phuket është një qendër tregtare luksoze me marka të larta, ngrënie, një akuarium dhe atraksione miqësore për familjen.'}","{'en': 'A modern hotel in Phuket Town, offering a pool, fitness center, and comfortable rooms with city views.', 'ar': 'فندق حديث في مدينة فوكيت ، يقدم حمام سباحة ومركز للياقة البدنية وغرف مريحة مع إطلالات على المدينة.', 'sq': 'Një hotel modern në qytetin Phuket, duke ofruar një pishinë, qendër palestër dhe dhoma të rehatshme me pamje të qytetit.'}","{'en': 'A budget-friendly hotel in Phuket Town, offering basic amenities and easy access to local attractions.', 'ar': 'فندق مناسب للميزانية في بلدة فوكيت ، ويوفر وسائل الراحة الأساسية وسهولة الوصول إلى مناطق الجذب المحلية.', 'sq': 'Një hotel miqësor me buxhetin në qytetin Phuket, duke ofruar pajisje themelore dhe qasje të lehtë në tërheqjet lokale.'}","{'en': 'A 4-star resort in Phuket Town, offering a relaxing pool, modern rooms, and easy access to local attractions.', 'ar': 'منتجع من فئة 4 نجوم في بلدة فوكيت ، يوفر حمام سباحة مريح وغرف حديثة وسهولة الوصول إلى مناطق الجذب المحلية.', 'sq': 'Një vendpushim me 4 yje në Phuket Town, duke ofruar një pishinë relaksuese, dhoma moderne dhe qasje të lehtë në tërheqjet lokale.'}","{'en': 'A tropical retreat in Phuket Town, offering modern rooms, a relaxing pool, and convenient access to shopping and attractions.', 'ar': 'تراجع استوائي في بلدة فوكيت ، ويقدم غرفًا حديثة وحمام سباحة مريح ، ووصول مريح للتسوق ومناطق الجذب.', 'sq': 'Një tërheqje tropikale në qytetin Phuket, duke ofruar dhoma moderne, një pishinë relaksuese dhe qasje të përshtatshme për pazar dhe atraksione.'}","{'en': 'A comfortable hotel in Phuket Town, offering modern amenities and easy access to local attractions.', 'ar': 'فندق مريح في مدينة فوكيت ، ويوفر وسائل الراحة الحديثة وسهولة الوصول إلى مناطق الجذب المحلية.', 'sq': 'Një hotel i rehatshëm në qytetin Phuket, duke ofruar pajisje moderne dhe qasje të lehtë në tërheqjet lokale.'}","{'en': 'A modern hotel in Phuket Town with family-friendly facilities, perfect for exploring local attractions.', 'ar': 'فندق حديث في بلدة فوكيت مع مرافق صديقة للأسرة ، مثالي لاستكشاف مناطق الجذب المحلية.', 'sq': 'Një hotel modern në qytetin Phuket me lehtësira familjare, e përsosur për të eksploruar tërheqjet lokale.'}","{'en': 'A convenient city-center hotel offering modern amenities, a relaxing pool, and easy access to shopping and beaches.', 'ar': 'فندق مريح في المدينة يوفر وسائل الراحة الحديثة وحمام سباحة مريح وسهولة الوصول إلى التسوق والشواطئ.', 'sq': 'Një hotel i përshtatshëm i qendrës së qytetit që ofron pajisje moderne, një pishinë relaksuese dhe qasje të lehtë në pazar dhe plazhe.'}","{'en': 'A vibrant 4-star hotel in Phuket Town, offering modern amenities and easy access to local attractions.', 'ar': 'فندق نابض بالحياة من فئة 4 نجوم في بلدة فوكيت ، ويوفر وسائل الراحة الحديثة وسهولة الوصول إلى مناطق الجذب المحلية.', 'sq': 'Një hotel i gjallë me 4 yje në qytetin Phuket, duke ofruar pajisje moderne dhe qasje të lehtë në tërheqjet lokale.'}","{'en': 'A unique resort in a yacht marina, offering spacious rooms, modern amenities, and a relaxing atmosphere.', 'ar': 'منتجع فريد من نوعه في مرسى يخت ، يقدم غرفًا واسعة ، وسائل الراحة الحديثة ، وأجواء مريحة.', 'sq': 'Një vendpushim unik në një marinë jahti, duke ofruar dhoma të bollshme, pajisje moderne dhe një atmosferë relaksuese.'}","{'en': 'A luxurious beachfront resort with stunning ocean views, modern amenities, and exceptional dining options.', 'ar': 'منتجع فاخر على شاطئ البحر مع مناظر خلابة للمحيطات ، ووسائل الراحة الحديثة ، وخيارات تناول الطعام الاستثنائية.', 'sq': 'Një vendpushim luksoz i plazhit me pamje mahnitëse të oqeanit, pajisje moderne dhe opsione të jashtëzakonshme ngrënieje.'}","{'en': 'A luxurious 5-star beachfront resort in Phuket Town, offering modern amenities and family-friendly facilities.', 'ar': 'منتجع شاطئف فاخر من فئة 5 نجوم في بلدة فوكيت ، يقدم وسائل الراحة الحديثة والمرافق الصديقة للأسرة.', 'sq': 'Një vendpushim luksoz me 5 yje plazhi në qytetin Phuket, duke ofruar pajisje moderne dhe lehtësira familjare.'}","{'en': 'A comfortable hotel in Phuket Town with modern amenities, perfect for exploring the city and nearby attractions.', 'ar': 'فندق مريح في بلدة فوكيت مع وسائل الراحة الحديثة ، مثالي لاستكشاف المدينة ومناطق الجذب القريبة.', 'sq': 'Një hotel i rehatshëm në qytetin Phuket me pajisje moderne, e përsosur për të eksploruar qytetin dhe tërheqjet e afërta.'}","{'en': 'A modern, eco-friendly hotel in Phuket Town, perfect for exploring local culture and nearby islands.', 'ar': 'فندق حديث وصديق للبيئة في مدينة فوكيت ، مثالي لاستكشاف الثقافة المحلية والجزر القريبة.', 'sq': 'Një hotel modern, eko-miqësor në qytetin Phuket, i përsosur për të eksploruar kulturën lokale dhe ishujt e afërt.'}","{'en': 'A modern hotel in Phuket Town, perfect for exploring local culture, shopping, and dining.', 'ar': 'فندق حديث في مدينة فوكيت ، مثالي لاستكشاف الثقافة المحلية والتسوق وتناول الطعام.', 'sq': 'Një hotel modern në Phuket Town, i përsosur për të eksploruar kulturën lokale, pazar dhe ngrënie.'}","{'en': 'Cappadocia Turkish Restaurant serves authentic Turkish and Mediterranean cuisine in a warm, cultural ambiance in Patong.', 'ar': 'يقدم مطعم Cappadocia التركي المطبخ التركي والمتوسط \u200b\u200bالأصيلة في أجواء ثقافية دافئة في باتونج.', 'sq': 'Cappadocia Restoranti turk shërben kuzhinë autentike turke dhe mesdhetare në një ambient të ngrohtë, kulturor në Patong.'}","{'en': 'Om Tala Halal & Muslim Food Phuket provides a welcoming atmosphere for those seeking authentic halal Thai and Arabic cuisine in Patong.', 'ar': 'يوفر Om Tala Halal & Muslim Food Phuket جوًا ترحيبيًا لأولئك الذين يبحثون عن المأكولات التايلاندية والعربية الحلال الأصيلة في باتونج.', 'sq': 'Om Tala Halal & Ushqimi Mysliman Phuket ofron një atmosferë mikpritëse për ata që kërkojnë kuzhinë autentike Halal Thai dhe Arabisht në Patong.'}","{'en': ""Sultan's Grill serves authentic Turkish and Indian cuisine with halal meats in a welcoming atmosphere in Patong."", 'ar': ""يقدم Sultan's Grill المطبخ التركي والهنود الأصيلة مع اللحوم الحلال في جو ترحيبي في باتونج."", 'sq': 'Grilli i Sulltanit shërben kuzhinë autentike turke dhe indiane me mish hallall në një atmosferë mikpritëse në Patong.'}","{'en': 'Bon Pan Asian Tapas offers fusion Asian cuisine with creative tapas in a modern izakaya-style setting in Phuket.', 'ar': 'يقدم Bon Pan Asian Tapas المطبخ الآسيوي Fusion مع تاباس إبداعية في إعداد على غرار إيزاكايا الحديثة في فوكيت.', 'sq': 'Bon Pan Asian Tapas ofron kuzhinë aziatike Fusion me tapas krijues në një mjedis modern të stilit Izakaya në Phuket.'}","{'en': 'House of Tin Baron is a luxury dining venue in a restored Sino-Portuguese mansion, featuring fine Italian cuisine.', 'ar': 'House of Tin Baron هو مكان لتناول الطعام الفاخر في قصر Sino-Portuguese الذي تم ترميمه ، ويضم المأكولات الإيطالية الجميلة.', 'sq': 'Shtëpia e Tin Baron është një vend ngrënie luksoze në një rezidencë të rivendosur Sino-Portugeze, duke shfaqur kuzhinë të shkëlqyer italiane.'}","{'en': 'La Gaetana offers authentic Italian cuisine, homemade pasta, fresh seafood, and fine wines in an intimate setting.', 'ar': 'يقدم La Gaetana المأكولات الإيطالية الأصلية والمعكرونة محلية الصنع والمأكولات البحرية الطازجة والنبيذ الرائع في مكان حميم.', 'sq': 'La Gaetana ofron kuzhinë autentike italiane, makarona shtëpiake, ushqime deti të freskëta dhe verëra të shkëlqyera në një mjedis intim.'}","{'en': 'KEP Phuket offers seafood, Mediterranean, and Japanese cuisine with scenic views over Chalong Bay.', 'ar': 'يقدم Kep Phuket المأكولات البحرية والبحر الأبيض المتوسط \u200b\u200bوالمطبخ الياباني مع مناظر خلابة على خليج تشالونج.', 'sq': 'Kep Phuket ofron ushqime deti, mesdhetare dhe kuzhinë japoneze me pamje skenike mbi Gjirin Chalong.'}","{'en': 'Madcow Burger , Phuket Old Town serves homemade-style burgers with fresh ingredients and crispy fries.', 'ar': 'Madcow Burger ، Phuket Old Town يقدم البرغر على الطراز محلي الصنع مع مكونات جديدة وبطاطا مقرمشة.', 'sq': 'Madcow Burger, Phuket Old Town shërben burgers të stilit shtëpiak me përbërës të freskët dhe skuqura të freskëta.'}","{'en': 'The Smokaccia Laboratory offers an 18-course tasting menu featuring innovative sourdough and gourmet creations.', 'ar': 'يقدم مختبر Smokaccia قائمة تذوق من 18 دورة تتميز بإبداعات العجين المخمر والإبداع الذواقة.', 'sq': 'Laboratori Smokaccia ofron një menu të shijimit me 18 kurse që paraqet krijime inovative të thashethemeve dhe gustatorëve.'}","{'en': 'Su Va Na Phuket is an underwater fine dining restaurant offering gourmet cuisine surrounded by marine life.', 'ar': 'Su va na phuket هو مطعم لتناول الطعام الفاخر تحت الماء يقدم المأكولات الذواقة التي تحيط بها الحياة البحرية.', 'sq': 'Su Va Na Phuket është një restorant ngrënie e shkëlqyeshme nënujore që ofron kuzhinë gustator të rrethuar nga jeta detare.'}","{'en': 'Dinner in the Sky Phuket offers a unique gourmet dining experience suspended 50 meters above ground with stunning views.', 'ar': 'يقدم العشاء في Sky Phuket تجربة فريدة من نوعها لتناول الطعام معلقة على بعد 50 مترًا فوق الأرض مع مناظر خلابة.', 'sq': 'Darka në Sky Phuket ofron një përvojë unike të ngrënies gustator të pezulluar 50 metra mbi tokë me pamje mahnitëse.'}","{'en': 'Lao Pa Sat Phuket serves authentic Singaporean and Malaysian cuisine in a cozy setting in Phuket Old Town.', 'ar': 'تقدم Lao Pa Sat Phuket المطبخ السنغافوري الأصيل والماليزي في بيئة مريحة في بلدة فوكيت القديمة.', 'sq': 'Lao Pa Sat Phuket shërben kuzhinë autentike të Singaporit dhe Malajzisë në një ambient komod në qytetin e vjetër Phuket.'}","{'en': 'Restaurant Royd offers an intimate fine dining experience with innovative Southern Thai cuisine and a tasting menu.', 'ar': 'يقدم Restaurant Royd تجربة رائعة لتناول الطعام مع المأكولات التايلاندية الجنوبية المبتكرة وقائمة تذوق.', 'sq': 'Restorant Royd ofron një përvojë intime të mirë ngrënieje me kuzhinë inovative të Jugut Thai dhe një menu të shijimit.'}","{'en': 'Cafe Delight Phuket offers homemade comfort food, quality coffee, and a cozy atmosphere in Phuket Old Town.', 'ar': 'يقدم Cafe Delight Phuket طعامًا مريحًا محلي الصنع ، والقهوة عالية الجودة ، وجو مريح في مدينة فوكيت القديمة.', 'sq': 'Cafe Delight Phuket ofron ushqim të rehatshëm të bërë në shtëpi, kafe cilësore dhe një atmosferë komode në qytetin e vjetër Phuket.'}","{'en': 'NumNum Cafe offers Thai, Mediterranean, and Turkish cuisine in a cozy setting in Phuket Old Town.', 'ar': 'يقدم Numnum Cafe المطبخ التايلاندي والبحر الأبيض المتوسط \u200b\u200bوالتركية في بيئة مريحة في بلدة فوكيت القديمة.', 'sq': 'Numnum Cafe ofron kuzhinë Thai, Mesdhe dhe Turke në një mjedis komod në Phuket Old Town.'}","{'en': 'HEH offers modern Australian cuisine with fresh Andaman seafood and premium charcoal-grilled meats.', 'ar': 'يقدم Heh المأكولات الأسترالية الحديثة مع المأكولات البحرية الطازجة في Andaman واللحوم الممتازة التي تحويها الفحم.', 'sq': 'Heh ofron kuzhinë moderne Australiane me ushqime deti të freskëta Andaman dhe mish premium të pjekur në skarë qymyrguri.'}","{'en': 'Day & Night of Phuket offers Thai and European cuisine in a stylish vintage setting with live music.', 'ar': 'يقدم يوم وليلة من فوكيت المطبخ التايلاندي والأوروبي في أجواء قديمة مع الموسيقى الحية.', 'sq': 'Dita dhe Nata e Phuket ofron kuzhinë Thai dhe Evropiane në një mjedis elegant të cilësisë së mirë me muzikë live.'}","{'en': 'Blue Elephant Phuket offers authentic Thai cuisine and cooking classes in a historic Sino-Portuguese mansion.', 'ar': 'يقدم Blue Elephant Phuket دروسًا أصيلة للمأكولات التايلاندية والطبخ في قصر تاريخي للبورغوي.', 'sq': 'Blue Elephant Phuket ofron klasa autentike Thai Kuzhina dhe gatime në një rezidencë historike Sino-Portugeze.'}","{'en': 'MB ALL Seafood Phuket offers fresh seafood with unique steaming techniques in a modern, cozy setting.', 'ar': 'يقدم MB All Seafood Phuket المأكولات البحرية الطازجة مع تقنيات تبخير فريدة من نوعها في بيئة حديثة مريحة.', 'sq': 'MB Të gjithë Ushqim deti Phuket ofron ushqime deti të freskëta me teknika unike të avullimit në një mjedis modern, komod.'}","{'en': ""Patong OTOP Shopping Paradise is a lively market in Phuket offering diverse shopping, dining, and entertainment options, reflecting Thailand's rich cultural heritage."", 'ar': 'Patong Otop Shopping Paradise هي سوق حيوي في فوكيت تقدم خيارات متنوعة للتسوق وتناول الطعام والترفيه ، مما يعكس التراث الثقافي الغني في تايلاند.', 'sq': 'Patong Otop Shopping Parajsë është një treg i gjallë në Phuket duke ofruar mundësi të ndryshme për blerje, ngrënie dhe argëtim, duke pasqyruar trashëgiminë e pasur kulturore të Tajlandës.'}","{'en': 'Phang Nga Bay is famous for its limestone cliffs, sea caves, and the iconic James Bond Island.', 'ar': 'تشتهر خليج Phang NGA بمنحدرات الحجر الجيري ، وكهوف البحر ، وجزيرة جيمس بوند الشهيرة.', 'sq': 'Phang Nga Bay është i famshëm për shkëmbinjtë e tij gëlqerorë, shpellat e detit dhe ikonën James Bond Island.'}"
