4100,4101,4102,4103,4104,4105,4106,4107,4108,4109,4110,4111,4112,4113,4114,4115,4116,4117,4118,4119,4120,4121,4122,4123,4124,4125,4126,4127,4128,4129,4130,4131,4132,4133,4134,4135,4136,4137,4138,4139,4140,4141,4142,4143,4144,4145,4146,4147,4148,4149
71,71,71,71,69,69,69,69,69,69,71,69,71,71,71,69,69,69,71,71,69,71,69,71,69,71,71,69,71,71,69,71,69,69,69,69,69,69,69,69,69,71,71,71,69,71,71,69,71,71
"{'en': 'Holiday Inn Express Pattaya Central by IHG', 'ar': 'Holiday Inn Express Pattaya Central بواسطة IHG', 'sq': 'Holiday Inn Express Pattaya Central nga IHG'}","{'en': 'Arbour Hotel and Residence', 'ar': 'فندق Arbor والإقامة', 'sq': 'Hoteli dhe vendbanimi Arbor'}","{'en': 'Arden Hotel and Residence', 'ar': 'فندق آردن وإقامة', 'sq': 'Arden Hotel dhe Residence'}","{'en': 'Deprom pattaya hotel', 'ar': 'فندق Deprom Pattaya', 'sq': 'Hotel Pattaya'}","{'en': 'Mariinsky Boutique Hotel', 'ar': 'فندق ماريينسكي البوتيكي', 'sq': 'Mariinsky Boutique Hotel'}","{'en': 'The Grandeur Hotel', 'ar': 'فندق الجراندير', 'sq': 'Hoteli Grandeur'}","{'en': '\u202aHotel Soft\u202c', 'ar': 'فندق سوفت', 'sq': 'Hotel Soft'}","{'en': 'Batumi Palm Hotel', 'ar': 'فندق باتومي بالم', 'sq': 'Hotel Batumi Palm'}","{'en': '\u202cIntourist Palace Hotel & SPA', 'ar': 'فندق ومنتجع إنتوريست بالاس', 'sq': 'Intourist Palace Hotel & Spa'}","{'en': 'Metro Sky Tower Hotel', 'ar': 'فندق مترو سكاي تاور', 'sq': 'Metro Sky Tower Hotel'}","{'en': 'Amethyst Hotel Pattaya', 'ar': 'Amethyst Hotel Pattaya', 'sq': 'Hotel Ametiste Pattaya'}","{'en': 'The Batumi meridian', 'ar': 'لو ميريديان باتومي', 'sq': 'Batumi Meridian'}","{'en': 'Hotel Amber', 'ar': 'فندق العنبر', 'sq': 'Hotel hotel'}","{'en': 'Hilton Pattaya Hotel', 'ar': 'فندق هيلتون باتايا', 'sq': 'Hotel Hilton Pattaya'}","{'en': 'Grande Centre Point Hotel', 'ar': 'فندق Grande Center Point', 'sq': 'Hotel Grande Center Point'}","{'en': 'Euphoria Hotel Batumi', 'ar': 'فندق يوفوريا باتومي', 'sq': 'Hotel Euphoria Batumi'}","{'en': 'Golden Palace Batumi', 'ar': 'قصر جولدن باتومي', 'sq': 'Pallati i Artë Batumi'}","{'en': 'Wyndham Batumi', 'ar': 'ويندهام باتومي', 'sq': 'Wyndham Batumi'}","{'en': 'curry heaven Restaurant', 'ar': 'مطعم كاري هيفن', 'sq': 'Restorant Curry Heaven'}","{'en': 'Curry House Indian Restaurant', 'ar': 'مطعم كاري هاوس الهندي', 'sq': 'Curry House Restorant Indian'}","{'en': 'Radisson Blu Batumi', 'ar': 'راديسون بلو باتومي', 'sq': 'Radisson Blu Batumi'}","{'en': 'Harlan‘s Pattaya', 'ar': 'هارلان باتايا', 'sq': 'Pattaya e Harlanit'}","{'en': 'Rooms Batumi', 'ar': 'غرف باتومي', 'sq': 'Dhoma Batumi'}","{'en': 'Maharani', 'ar': 'مهاراني', 'sq': 'Maharani'}","{'en': '\u202aBoutique Hotel 32\u202c', 'ar': 'فندق بوتيك 32', 'sq': 'Hotel Boutique 32'}","{'en': 'Ibn Musa Restuarant (Muslim Halal)', 'ar': 'ابن موسى ريسا (الحلال المسلم)', 'sq': 'Ibn Musa Restuarant (Halal Mysliman)'}","{'en': 'The Collective Pattaya', 'ar': 'The Collective Pattaya', 'sq': 'The Collective Pattaya'}","{'en': 'Hilton Batumi', 'ar': 'هيلتون باتومي', 'sq': 'Hilton Batumi'}","{'en': 'Happa Grill', 'ar': 'Happa Grill', 'sq': 'Happa Grill'}","{'en': 'Dubai Restaurant halal', 'ar': 'مطعم دبي الحلال', 'sq': 'Restorant Dubai Halal'}","{'en': '\u202aHotel Aisi\u202c', 'ar': 'فندق أيسي', 'sq': 'Hotel Aisi'}","{'en': 'Mo Salah Restaurant (Halal)', 'ar': '(مطعم مو صلاح(الحلال', 'sq': 'Mo Salah Restorant( Halal)'}","{'en': 'Piazza Four Colors', 'ar': 'بيازا فور كولورز', 'sq': 'Piazza katër ngjyra'}","{'en': 'Orbi Twin Towers', 'ar': 'أبراج أوربي التوأم', 'sq': 'Kullat binjake Orbi'}","{'en': 'JRW Welmond Hotel & Casino', 'ar': 'فندق وكازينو جي آر دبليو ويلموند', 'sq': 'JRW Welmond Hotel & Kazino'}","{'en': 'Colosseum Marina', 'ar': 'كولوسيوم مارينا', 'sq': 'Colosseum Marina'}","{'en': 'The Grand Gloria Hotel', 'ar': 'فندق جراند غلوريا', 'sq': 'Hoteli Grand Gloria'}","{'en': '\u202aibis Styles Batumi\u202c', 'ar': '\u202aإيبس ستايلز باتومي\u202c', 'sq': 'Ibis Styles Batumi'}","{'en': 'O.Galogre', 'ar': 'أو جالوجري', 'sq': 'O.galogre'}","{'en': 'Hotel Old Town', 'ar': 'فندق أولد تاون', 'sq': 'Hoteli Old Town'}","{'en': 'Courtyard Batumi', 'ar': 'فندق كورت يارد باتومي', 'sq': 'Courtyard Batumi'}","{'en': 'Spicy Twist Restaurant', 'ar': 'مطعم Spicy Twist', 'sq': 'Restorant me erëza Twist'}","{'en': 'A la Turca', 'ar': 'الا التركية', 'sq': 'A la Turca'}","{'en': 'Prime Burger RESTAURANT', 'ar': 'مطعم برايم برجر', 'sq': 'Restorant Prime Burger'}","{'en': 'Hotel Monarch', 'ar': 'فندق مونارك', 'sq': 'Hoteli Monarch'}","{'en': 'ALYEMEN ALSAIEED RESTAURANT', 'ar': 'مطعم اليمن السعيد', 'sq': 'Restorant Alyemen Alsaieed'}","{'en': 'Longhorn Steakhouse & Grill Pattaya', 'ar': 'Longhorn Steakhouse & Grill Pattaya', 'sq': 'Longhorn Steakhouse & Grill Pattaya'}","{'en': 'Sheraton Batumi Hotel', 'ar': 'فندق شيراتون باتومي', 'sq': 'Sheraton Batumi Hoteli'}","{'en': 'Kuwait restaurant', 'ar': 'مطعم الكويت', 'sq': 'Restorant Kuvajti'}","{'en': 'Big fish restaurant', 'ar': 'مطعم Big fish', 'sq': 'Big fish restaurant'}"
"{'en': 'A modern 4-star hotel with great amenities, ideal for business and leisure travelers.', 'ar': 'فندق حديث من فئة 4 نجوم مع وسائل راحة رائعة ، مثالية للمسافرين في مجال الأعمال والترفيه.', 'sq': 'Një hotel modern me 4 yje me pajisje të mëdha, ideale për udhëtarët e biznesit dhe kohës së lirë.'}","{'en': 'A stylish and modern hotel offering full-service apartments with premium facilities.', 'ar': 'فندق أنيق وحديث يقدم شققًا كاملة الخدمات مع مرافق متميزة.', 'sq': 'Një hotel elegant dhe modern që ofron apartamente me shërbim të plotë me lehtësi premium.'}","{'en': 'A modern hotel with full amenities, perfect for long stays and leisure travelers.', 'ar': 'فندق حديث مع وسائل راحة كاملة ، مثالي للإقامات الطويلة والمسافرين الترفيهي.', 'sq': 'Një hotel modern me pajisje të plota, perfekte për qëndrime të gjata dhe udhëtarët e kohës së lirë.'}","{'en': 'A cozy 3-star hotel in Central Pattaya, offering modern amenities and a relaxing atmosphere.', 'ar': 'فندق مريح من 3 نجوم في وسط باتايا ، يقدم وسائل الراحة الحديثة وأجواء مريحة.', 'sq': 'Një hotel komod me 3 yje në Pattaya qendrore, duke ofruar pajisje moderne dhe një atmosferë relaksuese.'}","{'en': 'Marineski Boutki Hotel in Batumi provides elegant accommodation, special restaurant, and upscale services, near tourist attractions.', 'ar': 'فندق ماريينسكي البوتيكي في باتومي، يوفر إقامة أنيقة، مطعم مميز، وخدمات راقية، بالقرب من المعالم السياحية.', 'sq': 'Hoteli Marineski Boutki në Batumi ofron strehim elegant, restorant special dhe shërbime të pasura, afër tërheqjeve turistike.'}","{'en': 'The Grander Hotel in Batumi provides luxury accommodation, spa, restaurants, and distinguished services, with its proximity to tourist attractions.', 'ar': 'فندق الجراندير في باتومي، يوفر إقامة فاخرة، سبا، مطاعم، وخدمات مميزة، مع قربه من المعالم السياحية.', 'sq': 'Hoteli Grander në Batumi siguron akomodim luksoz, banjë, restorante dhe shërbime të dalluara, me afërsinë e tij me tërheqjet turistike.'}","{'en': 'Soft Hotel in Batumi provides comfortable rooms, Wi -Fi services, restaurants, and near tourist attractions.', 'ar': 'فندق سوفت في باتومي، يوفر غرف مريحة، خدمات واي فاي، مطاعم، وقرب من المعالم السياحية.', 'sq': 'Soft Hotel në Batumi ofron dhoma të rehatshme, shërbime WI -FI, restorante dhe tërheqje të afërta turistike.'}","{'en': 'Batumi Palm Hotel, located near the sea, offers a spa, restaurants, elegant rooms, and near the tourist attractions.', 'ar': 'فندق باتومي بالم، يقع بالقرب من البحر، يقدم سبا، مطاعم، غرف أنيقة، وقرب من المعالم السياحية.', 'sq': 'Batumi Palm Hotel, i vendosur afër detit, ofron një banjë, restorante, dhoma elegante dhe afër tërheqjeve turistike.'}","{'en': 'The Intourist Palace and Spa Hotel in Batumi, offers luxury accommodation, spa, restaurants, elegant rooms, and close to tourist attractions.', 'ar': 'فندق إن توريست بالاس وسبا في باتومي، يقدم إقامة فاخرة، سبا، مطاعم، غرف أنيقة، وقرب من المعالم السياحية.', 'sq': 'Hoteli Intourist Palace dhe Spa në Batumi, ofron strehim luksoz, banjë, restorante, dhoma elegante dhe afër tërheqjeve turistike.'}","{'en': 'The Sky Tower in Batumi Metro Hotel features stunning looks, external pool, and luxury facilities.', 'ar': 'فندق مترو سكاي تاور في باتومي يتميز بإطلالات خلابة، مسبح خارجي، ومرافق فاخرة.', 'sq': 'Kulla Sky në Hotel Metro Batumi përmban pamje mahnitëse, pishinë të jashtme dhe lehtësira luksoze.'}","{'en': 'A modern 4-star hotel in Central Pattaya, offering stylish accommodations and a rooftop infinity pool.', 'ar': 'فندق حديث من فئة 4 نجوم في وسط باتايا ، ويوفر أماكن إقامة أنيقة وحمام سباحة لا حصر له على السطح.', 'sq': 'Një hotel modern me 4 yje në Pattaya qendrore, duke ofruar akomodime elegant dhe një pishinë pafundësie në çati.'}","{'en': 'Le Meridien Batumi Hotel is located near the sea, and features luxurious facilities, elegant restaurants, and great views.', 'ar': 'فندق لو ميريديان باتومي يقع قرب البحر، ويتميز بمرافق فاخرة، مطاعم راقية، وإطلالات رائعة.', 'sq': 'Hoteli Le Meridien Batumi ndodhet afër detit, dhe përmban lehtësira luksoze, restorante elegante dhe pamje të shkëlqyera.'}","{'en': 'A modern 4-star hotel in Central Pattaya offering comfortable accommodations and a range of amenities.', 'ar': 'فندق حديث من 4 نجوم في وسط باتايا يقدم أماكن إقامة مريحة ومجموعة من وسائل الراحة.', 'sq': 'Një hotel modern me 4 yje në Pattaya qendrore që ofron akomodime të rehatshme dhe një gamë të lehtësive.'}","{'en': 'A 34-story hotel in central Pattaya with panoramic ocean views and direct access to CentralFestival Pattaya Beach shopping complex.', 'ar': 'فندق مؤلف من 34 طابقًا في وسط باتايا مع إطلالات بانورامية للمحيطات والوصول المباشر إلى مجمع التسوق على شاطئ باتايا في سنترالفيستال.', 'sq': 'Një hotel 34-katëshe në Pattaya qendrore me pamje panoramike të oqeanit dhe qasje të drejtpërdrejtë në kompleksin e blerjeve të plazhit Pattaya CentralFestival.'}","{'en': 'A restaurant in Pattaya offering Bangladeshi and Indian cuisine with authentic flavors.', 'ar': 'مطعم في باتايا يقدم المطبخ البنغلاديش والمطبخ الهندي مع النكهات الأصيلة.', 'sq': 'Një restorant në Pattaya që ofron Bangladeshi dhe kuzhinë indiane me aromë autentike.'}","{'en': 'The Euphoria Batumi Hotel is located near the sea and beaches, and it features luxurious facilities and comfortable rooms.', 'ar': 'فندق يوفوريا باتومي يقع بالقرب من البحر والشواطئ، ويتميز بمرافق فاخرة وغرف مريحة.', 'sq': 'Hoteli Euphoria Batumi ndodhet afër detit dhe plazheve, dhe përmban lehtësira luksoze dhe dhoma të rehatshme.'}","{'en': 'Golden Batumi Palace is a 4 -star hotel, located in the city center and provides high -end facilities and services.', 'ar': 'قصر جولدن باتومي فندق فاخر 4 نجوم، يقع في وسط المدينة ويقدم مرافق وخدمات راقية.', 'sq': 'Golden Batumi Palace është një hotel me 4 star, i vendosur në qendër të qytetit dhe ofron lehtësira dhe shërbime të larta.'}","{'en': 'Winddham Batumi 5 -star Hotel is located in the city center, and provides luxurious services and comfortable facilities.', 'ar': 'فندق ويندهام باتومي 5 نجوم، يقع في وسط المدينة، ويقدم خدمات فاخرة ومرافق مريحة.', 'sq': 'Winddham Batumi 5 -Stars Hotel ndodhet në qendër të qytetit, dhe ofron shërbime luksoze dhe lehtësira të rehatshme.'}","{'en': 'A restaurant in Pattaya offering Bangladeshi and Indian cuisine with authentic flavors.', 'ar': 'مطعم في باتايا يقدم المطبخ البنغلاديش والمطبخ الهندي مع النكهات الأصيلة.', 'sq': 'Një restorant në Pattaya që ofron Bangladeshi dhe kuzhinë indiane me aromë autentike.'}","{'en': 'A popular Indian restaurant in Pattaya offering a wide range of authentic dishes prepared by skilled chefs, ensuring a delightful dining experience.', 'ar': 'يقدم مطعمًا هنديًا شهيرًا في باتايا مجموعة واسعة من الأطباق الأصيلة التي أعدها الطهاة الماهرون ، مما يضمن تجربة تناول الطعام المبهجة.', 'sq': 'Një restorant i njohur indian në Pattaya që ofron një gamë të gjerë të pjatave autentike të përgatitura nga kuzhinierë të aftë, duke siguruar një përvojë të lezetshme ngrënieje.'}","{'en': 'A hotel provides luxury accommodation with distinctive facilities, great sea views, and perfect location.', 'ar': 'فندق يوفر إقامة فاخرة مع مرافق متميزة، وإطلالات رائعة على البحر، وموقع مثالي.', 'sq': 'Një hotel siguron strehim luksoz me lehtësira të veçantë, pamje të shkëlqyera të detit dhe vendndodhje të përsosur.'}","{'en': 'A fine dining restaurant in Pattaya offering a blend of international cuisines crafted by Michelin-starred Chef Harlan Goldstein, set in an elegant and inviting atmosphere.', 'ar': 'مطعم رائع لتناول الطعام في باتايا يقدم مزيجًا من المأكولات الدولية التي صممها الشيف هارلان جولدشتاين ، الذي حقق نجمة في ميشلان ، في جو أنيق وجذاب.', 'sq': 'Një restorant i shkëlqyeshëm ngrënie në Pattaya duke ofruar një përzierje të kuzhinave ndërkombëtare të krijuara nga kuzhinieri me yje Michelin Harlan Goldstein, i vendosur në një atmosferë elegante dhe tërheqëse.'}","{'en': 'A hotel provides comfortable accommodation on a central location close to the beach and tourist attractions with distinguished services.', 'ar': 'فندق يوفر إقامة مريحة بموقع مركزي قريب من الشاطئ والمعالم السياحية مع خدمات مميزة.', 'sq': 'Një hotel ofron akomodim të rehatshëm në një vendndodhje qendrore afër plazhit dhe tërheqjeve turistike me shërbime të dalluara.'}","{'en': 'An award-winning Indian restaurant in Pattaya, Maharani offers authentic dishes in a regal ambiance with stunning ocean views.', 'ar': 'يقدم مهاراني مطعمًا هنديًا حائزًا على جائزة في باتايا ، ويقدم أطباقًا حقيقية في أجواء ملكي مع مناظر خلابة للمحيطات.', 'sq': 'Një restorant indian fitues i çmimeve në Pattaya, Maharani ofron enët autentike në një ambient të rregullt me \u200b\u200bpamje mahnitëse të oqeanit.'}","{'en': 'Patumi Hotel provides elegant accommodation on a central location, close to tourist attractions and distinguished services.', 'ar': 'فندق في باتومي يوفر إقامة أنيقة بموقع مركزي، قريب من المعالم السياحية والخدمات المميزة.', 'sq': 'Patumi Hotel ofron strehim elegant në një vendndodhje qendrore, afër tërheqjeve turistike dhe shërbimeve të dalluara.'}","{'en': 'A clean and friendly halal restaurant in Pattaya, offering a variety of Middle Eastern dishes at reasonable prices.', 'ar': 'مطعم حلال نظيف وودود في باتايا ، يقدم مجموعة متنوعة من أطباق الشرق الأوسط بأسعار معقولة.', 'sq': 'Një restorant hallall i pastër dhe miqësor në Pattaya, duke ofruar një larmi enësh të Lindjes së Mesme me çmime të arsyeshme.'}","{'en': 'A beachfront dining destination offering smoked meats, artisanal pizzas, Thai dishes, and creative cocktails in a vibrant atmosphere.', 'ar': 'وجهة لتناول الطعام على شاطئ البحر تقدم اللحوم المدخنة ، والبيتزا الحرفية ، والأطباق التايلاندية ، والكوكتيلات الإبداعية في جو نابض بالحياة.', 'sq': 'Një destinacion ngrënie në plazh që ofron mish të tymosur, pica artizanale, enët Thai dhe kokteje krijuese në një atmosferë të gjallë.'}","{'en': 'Hilton Batumi Hotel provides luxurious accommodation with great views, distinguished services, and an ideal location near the beach and tourist attractions.', 'ar': 'فندق هيلتون باتومي يوفر إقامة فاخرة بإطلالات رائعة، وخدمات متميزة، وموقع مثالي قرب الشاطئ والمعالم السياحية.', 'sq': 'Hilton Batumi Hotel ofron strehim luksoz me pamje të shkëlqyera, shërbime të dalluara dhe një vend ideal afër plazhit dhe tërheqjeve turistike.'}","{'en': 'A versatile restaurant in Pattaya offering Indian, Thai, and European dishes in a casual setting.', 'ar': 'مطعم متعدد الاستخدامات في باتايا يقدم الأطباق الهندية والتايلاندية والأوروبية في مكان غير رسمي.', 'sq': 'Një restorant i gjithanshëm në Pattaya duke ofruar enët indiane, tajlandeze dhe evropiane në një mjedis të rastësishëm.'}","{'en': 'A halal Middle Eastern restaurant in Pattaya serving authentic Arabic dishes in an elegant setting with traditional flavors.', 'ar': 'يقدم مطعم الشرق الأوسط الحلال في باتايا الأطباق العربية الأصيلة في بيئة أنيقة مع النكهات التقليدية.', 'sq': 'Një restorant hallall i Lindjes së Mesme në Pattaya duke shërbyer enët autentike arabe në një ambient elegant me shije tradicionale.'}","{'en': 'The Aisi Hotel in Batumi offers a comfortable and signed accommodation close to the beach and tourist attractions.', 'ar': 'فندق ايسي في باتومي يقدم إقامة مريحة وموقعًا قريبًا من الشاطئ والمعالم السياحية.', 'sq': 'Hoteli Aisi në Batumi ofron një strehim të rehatshëm dhe të nënshkruar afër plazhit dhe tërheqjeve turistike.'}","{'en': 'A halal Egyptian and Middle Eastern restaurant in Pattaya serving authentic Arabic dishes in a warm and welcoming setting.', 'ar': 'مطعم مصري وشرق أوسطي في باتايا يقدم الأطباق العربية الأصيلة في بيئة دافئة ومرحبة.', 'sq': 'Një restorant hallall egjiptian dhe Lindja e Mesme në Pattaya duke shërbyer enët autentike arabe në një mjedis të ngrohtë dhe mikpritës.'}","{'en': 'Piazza Four Colors in Batumi provides comfortable accommodation and central location near the tourist attractions.', 'ar': 'فندق Piazza Four Colors في باتومي يوفر إقامة مريحة وموقعًا مركزيًا بالقرب من المعالم السياحية.', 'sq': 'Piazza Katër ngjyra në Batumi siguron akomodim të rehatshëm dhe vendndodhje qendrore pranë tërheqjeve turistike.'}","{'en': 'Patome Hotel provides comfortable stay with luxurious facilities and great marine looks.', 'ar': 'فندق في باتومي يوفر إقامة مريحة مع مرافق فاخرة وإطلالات بحرية رائعة.', 'sq': 'Patome Hotel ofron qëndrim të rehatshëm me lehtësira luksoze dhe pamje të shkëlqyera detare.'}","{'en': 'Luxury hotel in Batumi with entertainment facilities, spacious rooms, stunning views of the Black Sea.', 'ar': 'فندق فاخر في باتومي مع مرافق ترفيهية، غرف فسيحة، إطلالات خلابة على البحر الأسود.', 'sq': 'Hotel luksoz në Batumi me objekte argëtimi, dhoma të bollshme, pamje mahnitëse të Detit të Zi.'}","{'en': 'The Colosium Marina Hotel offers comfortable stay with distinguished services, near tourist attractions and beaches.', 'ar': 'فندق كولوسيوم مارينا يقدم إقامة مريحة مع خدمات متميزة، بالقرب من المعالم السياحية والشواطئ.', 'sq': 'Hoteli Colosium Marina ofron qëndrim të rehatshëm me shërbime të dalluara, afër tërheqjeve turistike dhe plazheve.'}","{'en': 'The Grand Gloria Hotel, a 5-star hotel in Batumi, offers luxurious rooms and leisure facilities near the beach.', 'ar': 'فندق ذا جراند غلوريا 5 نجوم في باتومي يقدم غرفًا فاخرة ومرافق استجمام بالقرب من الشاطئ.', 'sq': 'Hoteli Grand Gloria, një hotel 5 yje në Batumi, ofron dhoma luksoze dhe fasilitete për relaksim pranë plazhit.'}","{'en': 'The Ibeis Styles Patome 4 -star hotel offers comfortable rooms and modern facilities near the beach and tourist attractions.', 'ar': 'فندق إيبيس ستايلز باتومي 4 نجوم يوفر غرفًا مريحة ومرافق حديثة بالقرب من الشاطئ والمعالم السياحية.', 'sq': 'Ibeis Styles Patome 4 -Star Hotel ofron dhoma të rehatshme dhe lehtësira moderne pranë plazhit dhe tërheqjeve turistike.'}","{'en': 'O Galogre Hotel, a 4-star hotel in Batumi, offers comfortable rooms and various amenities near tourist attractions.', 'ar': 'فندق أو جالوجري 4 نجوم في باتومي يقدم غرفًا مريحة ومرافق متنوعة بالقرب من المعالم السياحية.', 'sq': 'Hoteli O Galogre, një hotel 4 yje në Batumi, ofron dhoma të rehatshme dhe shërbime të ndryshme afër atraksioneve turistike.'}","{'en': 'Old Town Batome 3 stars offers comfortable rooms with entertainment services and a distinct location near tourist attractions.', 'ar': 'فندق أولد تاون باتومي 3 نجوم يقدم غرفًا مريحة مع خدمات ترفيهية وموقع متميز قرب المعالم السياحية.', 'sq': 'Old Town Batome 3 yje ofron dhoma të rehatshme me shërbime argëtuese dhe një vend të veçantë pranë tërheqjeve turistike.'}","{'en': 'Courtyard Batumi Hotel provides comfortable rooms and entertainment facilities with an ideal location near the tourist attractions.', 'ar': 'فندق كورت يارد باتومي يوفر غرفًا مريحة ومرافق ترفيهية مع موقع مثالي قرب المعالم السياحية.', 'sq': 'Hoteli i oborrit Batumi siguron dhoma të rehatshme dhe lehtësira argëtimi me një vend ideal pranë tërheqjeve turistike.'}","{'en': 'A trendy Thai fusion restaurant in Pattaya serving bold and creative dishes with a mix of local and international flavors.', 'ar': 'مطعم Thai Fusion العصري في Pattaya يقدم الأطباق الجريئة والإبداعية مع مزيج من النكهات المحلية والدولية.', 'sq': 'Një restorant i modës Thai Fusion në Pattaya duke shërbyer enët e guximshme dhe krijuese me një përzierje të aromave lokale dhe ndërkombëtare.'}","{'en': 'A cozy Turkish restaurant in Pattaya serving authentic Ottoman and Mediterranean dishes with rich flavors and traditional decor.', 'ar': 'مطعم تركي مريح في باتايا يقدم الأطباق العثمانية والبحرية المتوسطية الأصيلة مع النكهات الغنية والديكور التقليدي.', 'sq': 'Një restorant komod turk në Pattaya duke shërbyer enët autentike osmane dhe mesdhetare me shije të pasura dhe dekor tradicional.'}","{'en': 'A modern gourmet burger spot in Pattaya serving handcrafted, high-quality burgers with fresh ingredients and bold flavors.', 'ar': 'بقعة برجر حديثة للذواقة في باتايا تقدم برغر مصنوعة يدويًا وعالي الجودة مع مكونات جديدة ونكهات جريئة.', 'sq': 'Një vend modern i hamburgerit gustator në Pattaya duke shërbyer burger të punuar me dorë, me cilësi të lartë me përbërës të freskët dhe shije të guximshme.'}","{'en': 'Monark in Batumi offers comfortable rooms, restaurants, spa, and offers an ideal location near the tourist attractions.', 'ar': 'فندق مونارك في باتومي يقدم غرفًا مريحة، مطاعم، سبا، ويوفر موقعًا مثاليًا قرب المعالم السياحية.', 'sq': 'Monark në Batumi ofron dhoma të rehatshme, restorante, banjë, dhe ofron një vendndodhje ideale pranë tërheqjeve turistike.'}","{'en': 'A cozy halal Yemeni restaurant in Pattaya serving authentic Middle Eastern dishes with rich flavors and traditional hospitality.', 'ar': 'مطعم يمني هالال مريح في باتايا يقدم أطباق الشرق الأوسط الأصيلة مع النكهات الغنية والضيافة التقليدية.', 'sq': 'Një restorant komod halal jemenas në Pattaya duke shërbyer enët autentike të Lindjes së Mesme me aromë të pasur dhe mikpritjen tradicionale.'}","{'en': 'A classic American-style steakhouse in Pattaya serving premium steaks, grilled meats, and seafood in a cozy, rustic setting.', 'ar': 'وهو منزل كلاسيكي على الطراز الأمريكي في باتايا يقدم شرائح اللحم الممتازة ، واللحوم المشوية ، والمأكولات البحرية في بيئة ريفية مريحة.', 'sq': 'Një steakhouse klasike e stilit amerikan në Pattaya duke shërbyer biftekë premium, mish të pjekur në skarë dhe ushqim deti në një ambient komod, fshatar.'}","{'en': 'Sheraton Batumi is located near the Black Sea, and includes restaurants, pools, spa, and gyms, with great looks.', 'ar': 'يقع شيراتون باتومي قرب البحر الأسود، ويضم مطاعم، مسبحًا، سبا، وصالات رياضية، مع إطلالات رائعة.', 'sq': 'Sheraton Batumi ndodhet afër Detit të Zi, dhe përfshin restorante, pishina, banjë dhe palestra, me pamje të shkëlqyera.'}","{'en': 'A cozy halal restaurant in Pattaya serving authentic Kuwaiti and Middle Eastern dishes with rich flavors and warm hospitality.', 'ar': 'مطعم حلال مريح في باتايا يقدم أطباق الكويتي الأصلية والشرق الأوسط مع النكهات الغنية والضيافة الدافئة.', 'sq': 'Një restorant komod halal në Pattaya duke shërbyer enët autentike Kuvajti dhe Enët e Lindjes së Mesme me aromë të pasur dhe mikpritjen e ngrohtë.'}","{'en': 'A stylish seafood and grill restaurant on the 6th floor of Siam@Siam Pattaya, offering fresh seafood, Thai flavors, and great city views.', 'ar': 'مطعم Seafood and Grill الأنيق في الطابق السادس من Siam@Siam Pattaya ، يوفر المأكولات البحرية الطازجة والنكهات التايلاندية ومناظر رائعة للمدينة.', 'sq': 'Një restorant elegant i detit dhe Grill Restorant në katin e 6 -të të Siam@Siam Pattaya, duke ofruar ushqime deti të freskëta, shije Thai dhe pamje të shkëlqyera të qytetit.'}"
