3000,3001,3002,3003,3004,3005,3006,3007,3008,3009,3010,3011,3012,3013,3014,3015,3016,3017,3018,3019,3020,3021,3022,3023,3024,3025,3026,3027,3028,3029,3030,3031,3032,3033,3034,3035,3036,3037,3038,3039,3040,3041,3042,3043,3044,3045,3046,3047,3048,3049
98,99,98,99,99,99,98,98,99,98,98,98,98,98,98,99,98,99,98,96,96,96,96,96,97,96,96,97,97,97,97,97,97,96,96,96,96,97,96,96,97,96,96,96,97,96,96,96,96,96
"{'en': 'Deniz Mall', 'ar': 'مول دانيز', 'sq': 'Qendra Tregtare Deniz'}","{'en': 'The king of the forest Sculpture', 'ar': 'منحوتة ملك الغابة', 'sq': 'Skulptura e Mbreti i Dajës'}","{'en': 'Chayki restaurant', 'ar': 'مطعم تشايكي', 'sq': 'Restorant Chayki'}","{'en': 'VereV Rope Park', 'ar': 'فيريف روب بارك', 'sq': 'Park Verev Rope'}","{'en': 'Dilijan Local Lore Museum and Art Gallery', 'ar': 'متحف ومعرض الفنون المحلي في ديليجان', 'sq': 'Muzeu dhe Galeria e Arteve Lore Dilijan Lore'}","{'en': 'Haghartsin Monastery', 'ar': 'دير هاغارتسين', 'sq': 'Manastiri Haghartsin'}","{'en': 'Baku eye', 'ar': 'عين باكو', 'sq': 'Syri baku'}","{'en': 'Highland Park', 'ar': 'هايلاند بارك', 'sq': 'Parku Highland'}","{'en': 'Dilijan National Park', 'ar': 'حديقة ديليجان الوطنية', 'sq': 'Parku Kombëtar i Dilijan'}","{'en': 'Fountains Square', 'ar': 'ساحة النوافير', 'sq': 'Sheshi i Burimeve'}","{'en': 'Mini Venice', 'ar': 'ميني فينيسيا', 'sq': 'Mini Venecia'}","{'en': 'Azerbaijan State Museum of Art', 'ar': 'متحف أذربيجان الوطني للفنون', 'sq': 'Muzeu i Artit Shtetëror i Azerbajxhanit'}","{'en': 'Azerbaijan Carpet Museum', 'ar': 'متحف السجاد الأذربيجاني', 'sq': 'Muzeu i Tepihut të Azerbajxhanit'}","{'en': 'Heydar Aliyev Center', 'ar': 'متحف حيدر', 'sq': 'Heydər Əliyev Mərkəzi'}","{'en': 'Nizami Street', 'ar': 'شارع نظامي', 'sq': 'Nizami St'}","{'en': 'The sidestreets of Dilijan and the revival of traditions', 'ar': 'شوارع ديليجان الجانبية وإحياء التقاليد.', 'sq': 'Rrugicat e Dilijanit dhe ringjallja e traditave'}","{'en': 'Palace of the Shirvanshahs', 'ar': 'قصر الملك شيروان', 'sq': 'Pallati i Shirvanshahëve'}","{'en': 'Lake Parz', 'ar': 'بحيرة بارز', 'sq': 'Liqeni Parz'}","{'en': 'Maiden Tower', 'ar': 'برج العذراء', 'sq': 'Kulla e Vajzës'}","{'en': 'Gevorgyan Ceramics Gift Shop', 'ar': 'محل هدايا جيفورجيان للسيراميك', 'sq': 'Dyqan Dhuratash Qeramika Gevorgyan'}","{'en': 'OK Supermarket', 'ar': 'سوبر ماركت أوكي', 'sq': 'OK Supermarket'}","{'en': 'Shirak Mall', 'ar': 'شيراك مول', 'sq': 'Shirak Mall'}","{'en': 'Food Time Restaurant', 'ar': 'مطعم وقت الطعام', 'sq': 'Restorant Koha Ushqimit'}","{'en': 'Sheeraz Restaurant', 'ar': 'مطعم شيراز', 'sq': 'Restoran Sheeraz'}","{'en': 'Khorog Fried Chicken', 'ar': 'خوروغ فرايد تشيكن', 'sq': 'Khorog Fried Chicken'}","{'en': ""Cherkezi Dzor - Gyumri's Fish Restaurant"", 'ar': 'مطعم سمك شركيزي دزور-غيومري', 'sq': 'Cherkezi Dzor - Restoranti i Peshkut i Gyumri'}","{'en': 'Bitter Hatsy', 'ar': 'مير هاتسي', 'sq': 'Šešir Hatsy'}","{'en': 'Delhi Durbar', 'ar': 'دلهي دربار', 'sq': 'Delhi Darbar'}","{'en': 'World Cuisine Khorog', 'ar': 'مطعم ورلد كوزين - خوروغ', 'sq': 'Kuzinai Jahoni Khorugh'}","{'en': '""Hotel Lal""', 'ar': 'فندق ""لال""', 'sq': 'Hoteli ""Lal""'}","{'en': 'Botanical garden', 'ar': 'الحديقة النباتية', 'sq': 'Kopshti Botanik'}","{'en': 'Hotel Restaurant Pamir Palace', 'ar': 'فندق ومطعم بامير بالاس', 'sq': 'Hotel Restorant Pamir Palace'}","{'en': 'NISSO GUEST HOUSE', 'ar': 'بيت ضيافة نيسو', 'sq': 'NISSO GUEST HOUSE'}","{'en': 'Yaghli House', 'ar': 'بيت ياغلي', 'sq': 'Shtëpia Yaghli'}","{'en': 'Basturma Shop & Grill Bar', 'ar': 'محل بسطرمة وشواية', 'sq': 'Basturma Shop & Grill Bar'}","{'en': 'Chichkhan Restaurant', 'ar': 'مطعم شيشخان', 'sq': 'Restorant Chichkhan'}","{'en': 'Herbs & Honey teashop & restaurant', 'ar': 'محل شاي ومطعم أعشاب وعسل', 'sq': 'Çajtore dhe restorant Barishte & Mjaltë'}","{'en': 'Hotel Pamir Alibaba 24/7', 'ar': 'فندق بامير علي بابا 24/7', 'sq': 'Hotel Pamir Alibaba 24/7'}","{'en': 'AL AHWAZ Café pub & Eatery Restaurant Armenia', 'ar': 'مقهى ومطعم الأهواز أرمينيا', 'sq': 'AL AHWAZ Kafe pub & Restorant Armenia'}","{'en': 'Nur Guest House', 'ar': 'نور للضيافة', 'sq': 'Shtëpia e Mysafirëve Nur'}","{'en': 'Hotel - Restaurant ""Siren""', 'ar': 'فندق - مطعم ""سيرين""', 'sq': 'Hotel - Restorant ""Sirena""'}","{'en': 'Radisson Hotel & Spa Gyumri', 'ar': 'فندق وسبا راديسون جيومري', 'sq': 'Radisson Hotel & Spa Gyumri'}","{'en': ""Armine's B&B"", 'ar': 'مبيت وإفطار أرمين', 'sq': 'B&B e Armines'}","{'en': 'Hye Aspet Hotel', 'ar': 'فندق هاي اسبت', 'sq': 'Hotel Aspet Hye'}","{'en': 'Ismaili Centre and Jamatkhana', 'ar': 'مركز الإسماعيلي وجماعة خانة', 'sq': 'Ismaili Center dhe Jamatkhana'}","{'en': 'Orienta Hotel Gyumri', 'ar': 'فندق أورينتا جيومري', 'sq': 'Orienta Hotel Gjumri'}","{'en': 'GRAND HOTEL GYUMRI by APRICOT Hotels', 'ar': 'فندق غراند أوتيل جيومري من فنادق أبريكوت', 'sq': 'GRAND HOTEL GYUMRI nga APRICOT Hotels'}","{'en': 'KUMA Hotel Gyumri', 'ar': 'فندق كوما جيومري', 'sq': 'KUMA Hotel Gjumri'}","{'en': 'Araks Hotel Complex', 'ar': 'مجمع فندق أراكس', 'sq': 'Kompleksi Hotelier ""Araks""'}","{'en': 'Erkan Alek Heritage Hotel', 'ar': 'فندق إرکان ألك للتراث', 'sq': 'Hotel Erkan Alek Heritage'}"
"{'en': 'Deniz Mall is a modern shopping and entertainment center with a marine view, which includes international stores and high -end restaurants in Baku.', 'ar': 'دينيز مول مركز تسوق وترفيه عصري بإطلالة بحرية، يضم متاجر عالمية ومطاعم راقية في باكو.', 'sq': 'Deniz Mall është një qendër moderne për blerje dhe argëtim me një pamje detare, e cila përfshin dyqane ndërkombëtare dhe restorante me nivele të larta në Baku.'}","{'en': 'A unique tree sculpture symbolizing forest protection, blending art and nature in Dilijan’s forested area.', 'ar': 'تمثال الأشجار الفريد الذي يرمز إلى حماية الغابات ، ومزج الفن والطبيعة في منطقة ديليجان الغابات.', 'sq': 'Një skulpturë unike e pemëve që simbolizon mbrojtjen e pyjeve, përzierjen e artit dhe natyrën në zonën e pyllëzuar të Dilijan.'}","{'en': 'A high -end restaurant with a marine view that serves Azerbaijani and international dishes in an elegant and comfortable atmosphere.', 'ar': 'مطعم راقٍ بإطلالة بحرية يقدم أطباقًا أذربيجانية وعالمية في أجواء أنيقة ومريحة.', 'sq': 'Një restorant me një pamje të lartë me një pamje detare që shërben në Azerbajxhanin dhe enët ndërkombëtare në një atmosferë elegante dhe të rehatshme.'}","{'en': 'An adventure park offering rope courses, zip lines, and outdoor activities, set in the scenic forests of Dilijan.', 'ar': 'حديقة مغامرة تقدم دورات حبل وخطوط مضغوطة وأنشطة في الهواء الطلق ، في الغابات ذات المناظر الخلابة في ديليجان.', 'sq': 'Një park aventureske që ofron kurse litari, linja zip dhe aktivitete në natyrë, të vendosura në pyjet skenike të Dilijan.'}","{'en': 'A museum and gallery featuring Dilijan’s cultural and historical heritage, with local crafts and artworks.', 'ar': 'متحف ومعرض يضم تراث ديليجان الثقافي والتاريخي ، مع الحرف والأعمال الفنية المحلية.', 'sq': 'Një muze dhe galeri që përfshin trashëgiminë kulturore dhe historike të Dilijan, me zanate lokale dhe vepra arti.'}","{'en': 'A serene 13th-century Armenian monastery set in the lush forests of Dilijan, known for its beautiful architecture and peaceful ambiance.', 'ar': 'دير أرميني هادئ في القرن الثالث عشر في الغابات المورقة في ديليجان ، والمعروف عن الهندسة المعمارية الجميلة وأجواءها السلمي.', 'sq': 'Një manastir armen i shekullit të 13-të të vendosur në pyjet e harlisura të Dilijan, i njohur për arkitekturën e saj të bukur dhe ambientin paqësor.'}","{'en': 'Baku Eye provides a unique experience to see Baku and the Caspian Sea of \u200b\u200b60 meters in comfortable and air -conditioned cabins.', 'ar': 'Baku Eye توفر تجربة فريدة لرؤية باكو وبحر قزوين من ارتفاع 60 مترًا في كبائن مريحة ومكيفة.', 'sq': 'Baku Eye ofron një përvojë unike për të parë Baku dhe Detin Kaspik prej 60 metrash në kabina të rehatshme dhe të kondicionuar me ajër.'}","{'en': 'The highland garden provides the most beautiful view of Baku and the Caspian Sea, especially at sunset.', 'ar': 'حديقة المرتفعات توفر أجمل إطلالة على باكو وبحر قزوين، خاصة عند غروب الشمس.', 'sq': 'Kopshti Highland siguron pamjen më të bukur të Baku dhe Detit Kaspik, veçanërisht në perëndimin e diellit.'}","{'en': 'A stunning national park with lush forests, scenic trails, and historical sites, ideal for nature lovers.', 'ar': 'حديقة وطنية مذهلة مع الغابات المورقة والمسارات ذات المناظر الخلابة والمواقع التاريخية ، مثالية لمحبي الطبيعة.', 'sq': 'Një park kombëtar mahnitës me pyje të harlisura, shtigje skenike dhe vende historike, ideale për adhuruesit e natyrës.'}","{'en': 'Nawafir Square, the beating heart of Baku, combines shopping, entertainment, and cafes with a vibrant atmosphere.', 'ar': 'ساحة النوافير قلب باكو النابض، تجمع بين التسوق، الترفيه، والمقاهي بأجواء حيوية.', 'sq': 'Sheshi Nawafir, zemra e rrahjes së Baku, kombinon pazar, argëtim dhe kafene me një atmosferë të gjallë.'}","{'en': 'Mini Venice in Baku offers a bouquet riding experience in water channels with a romantic and beautiful atmosphere.', 'ar': 'ميني فينيسيا في باكو تقدم تجربة ركوب القوارب وسط قنوات مائية بأجواء رومانسية وجميلة.', 'sq': 'Mini Venecia në Baku ofron një përvojë të hipur në buqetë në kanalet e ujit me një atmosferë romantike dhe të bukur.'}","{'en': 'The largest arts museum in Azerbaijan displays local and international works at a historic palace in Baku.', 'ar': 'أكبر متحف للفنون في أذربيجان يعرض أعمالًا محلية وعالمية في قصر تاريخي بباكو.', 'sq': 'Muzeu më i madh i arteve në Azerbajxhan tregon vepra lokale dhe ndërkombëtare në një pallat historik në Baku.'}","{'en': 'Azerbaijani carpet museum displays the history and culture of traditional carpets with a unique architectural design.', 'ar': 'متحف السجاد الأذربيجاني يعرض تاريخ وثقافة السجاد التقليدي بتصميم معماري فريد.', 'sq': 'Muzeu i Qilimave Azerbajxhan tregon historinë dhe kulturën e qilimave tradicionale me një dizajn unik arkitektonik.'}","{'en': 'The Heydar Aliyev Center is a stunning architectural landmark in Baku, blending art, culture, and modern design.', 'ar': 'مركز حيدر علييف معلم معماري مدهش في باكو، يجمع بين الفن والثقافة والتصميم العصري.', 'sq': 'Qendra Heydər Əliyev Bakıda incəsənət, mədəniyyət və müasir dizaynı birləşdirən heyrətamiz memarlıq abidəsidir.'}","{'en': 'Nizami Street in Baku is a wonderful destination for shopping and strolling, featuring shops and cafes with a vibrant atmosphere.', 'ar': 'شارع نظامي في باكو وجهة رائعة للتسوق والتنزه، يضم متاجر ومقاهي بأجواء نابضة بالحياة.', 'sq': 'Rruga Nizami në Baku është një destinacion i mrekullueshëm për blerje dhe shëtitje, me dyqane dhe kafene me një atmosferë të gjallë.'}","{'en': 'Charming historic streets in Dilijan with restored buildings, artisan shops, and cultural experiences.', 'ar': 'شوارع تاريخية ساحرة في ديليجان بمبانٍ مرممة ومتاجر حرفية وتجارب ثقافية.', 'sq': 'Rrugë historike të bukura në Dilijan me ndërtesa të restauruara, dyqane artizanësh dhe përvoja kulturore.'}","{'en': 'The Shirvanshahs Palace is a historical monument in Baku that reflects the splendor of Islamic architecture and ancient royalty.', 'ar': 'قصر شيروانشاهات معلم تاريخي في باكو يعكس روعة العمارة الإسلامية والملكية القديمة.', 'sq': 'Pallati i Shirvanshahëve është një monument historik në Baku, që pasqyron arkitekturën islame.'}","{'en': 'A serene mountain lake in Dilijan National Park, ideal for boating, hiking, and relaxing in nature.', 'ar': 'بحيرة جبلية هادئة في منتزه ديليجان الوطني، مثالية لركوب القوارب والمشي لمسافات طويلة والاسترخاء في الطبيعة.', 'sq': 'Liqeni malor i qetë në Parkun Kombëtar të Dilixhanit, ideal për lundrim, ecje dhe relaksim në natyrë.'}","{'en': 'The Maiden Tower is a famous historical landmark in Baku, offering stunning views of the city and the Caspian Sea.', 'ar': 'برج العذراء معلم تاريخي شهير في باكو، ويوفر إطلالات رائعة على المدينة وبحر قزوين.', 'sq': 'Kulla e Virgjëreshës është një monument historik i famshëm në Baku, që ofron pamje të mrekullueshme të qytetit dhe Detit Kaspik.'}","{'en': 'A pottery studio in Gyumri offering handcrafted ceramics and interactive workshops on Armenian heritage.', 'ar': 'ورشة فخار في مدينة گيومري تقدم خزفيات مصنوعة يدوياً وورش عمل تفاعلية حول التراث الأرمني.', 'sq': 'Një studio qeramike në Gyumri që ofron qeramikë të punuar me dorë dhe punëtori interaktive mbi trashëgiminë armene.'}","{'en': 'OK Supermarket in Gyumri offers a diverse selection of products, including groceries, household items, and more, providing a convenient shopping experience for all your needs.', 'ar': 'يقدم سوبر ماركت أوكي في مدينة غيومري مجموعة متنوعة من المنتجات، بما في ذلك المواد الغذائية والأدوات المنزلية وغيرها، مما يوفر تجربة تسوق مريحة لجميع احتياجاتكم.', 'sq': 'OK Supermarket-ը Գյումրիում առաջարկում է ապրանքների բազմազան տեսականի, ներառյալ մթերքներ, կենցաղային իրեր և այլն՝ ապահովելով հարմարավետ գնումների փորձ ձեր բոլոր կարիքների համար։'}","{'en': 'A modern shopping mall in Gyumri with diverse shops, dining options, and entertainment for all ages.', 'ar': 'مركز تسوق عصري في مدينة غيومري يضم متاجر متنوعة وخيارات لتناول الطعام ووسائل ترفيه لجميع الأعمار.', 'sq': 'Një qendër tregtare moderne në Gjumri me dyqane të ndryshme, mundësi ngrënieje dhe argëtim për të gjitha moshat.'}","{'en': 'Food Time offers a variety of fast food and Asian dishes in a comfortable setting.', 'ar': 'يقدم فود تايم مجموعة متنوعة من الوجبات السريعة والأطباق الآسيوية في أجواء مريحة.', 'sq': 'Food Time ofron një shumëllojshmëri ushqimesh të shpejta dhe gatimesh aziatike në një ambient komod.'}","{'en': 'Sheeraz Restaurant blends traditional and modern vibes, serving Armenian and European dishes.', 'ar': 'يمزج مطعم شيراز بين الأجواء التقليدية والعصرية، ويقدم أطباقًا أرمنية وأوروبية.', 'sq': 'Restoranti Sheeraz kombinon atmosferën tradicionale dhe moderne, duke shërbyer gatime armene dhe evropiane.'}","{'en': 'Fast meals restaurant in Khorg, a chicken chicken, crunchy and delicious burger.', 'ar': 'مطعم وجبات سريعة في خوروغ متخصص بالدجاج المقلي المقرمش والبرغر الشهي.', 'sq': 'Restorant i shpejtë i vakteve në Khorg, një pulë pule, burger i brishtë dhe i shijshëm.'}","{'en': 'Cherkezi Dzor offers fresh fish dishes in a serene setting, with an option to catch your own fish.', 'ar': 'يوفر Cherkezi Dzor أطباق الأسماك الطازجة في بيئة هادئة ، مع خيار للقبض على الأسماك الخاصة بك.', 'sq': 'Cherkezi Dzor ofron pjata me peshk të freskët në një ambient të qetë, me mundësinë për të zënë vetë peshkun tuaj.'}","{'en': 'Mer Hatsy offers an authentic Lebanese culinary experience in the heart of Gyumri, combining traditional flavors with a welcoming environment.', 'ar': 'يقدم مير هاتسي تجربة طهي لبنانية أصيلة في قلب مدينة غيومري، حيث يجمع بين النكهات التقليدية وبيئة ترحيبية.', 'sq': 'Mer Hatsy ofron një përvojë autentike kulinare libaneze në zemër të Gyumri, duke kombinuar shijet tradicionale me një ambient mikpritës.'}","{'en': 'An authentic Indian restaurant in Khurg offers delicious dishes and spices with a comfortable and warm atmosphere.', 'ar': 'مطعم هندي أصيل في خوروغ يقدم أطباقًا شهية وتوابل مميزة بأجواء مريحة ودافئة.', 'sq': 'Një restorant autentik indian në Khurg ofron pjata dhe erëza të shijshme me një atmosferë të rehatshme dhe të ngrohtë.'}","{'en': 'A global restaurant in Khorog offering diverse dishes in a relaxed atmosphere with stunning mountain views.', 'ar': 'مطعم عالمي في خوروج يقدم أطباقًا متنوعة بأجواء مريحة وإطلالات رائعة على الجبال.', 'sq': 'Restoran botëror në Khorog ofron një shumëllojshmëri gatimesh me një atmosferë relaksuese dhe pamje të mrekullueshme të maleve.'}","{'en': 'A comfortable hotel in Khorog with a central location, offering clean rooms and friendly service to travelers.', 'ar': 'فندق مريح ذو موقع مركزي في خوروج، يوفر غرفًا نظيفة وخدمة ودودة للمسافرين.', 'sq': 'Hotel i rehatshëm në Khorog, i vendosur në mënyrë qendrore, ofron dhoma të pastra dhe shërbim miqësor për udhëtarët.'}","{'en': 'A high-altitude botanical garden with rare plants and stunning views over Khorog and the mountains.', 'ar': 'حديقة نباتية عالية تضم آلاف النباتات النادرة وإطلالات خلابة على خوروج والجبال.', 'sq': 'Një kopsht botanik në lartësi të madhe me bimë të rralla dhe pamje mahnitëse të Khorogut dhe maleve.'}","{'en': 'A high-end hotel and restaurant in Khorog offering comfortable accommodation, diverse cuisine, and stunning mountain views.', 'ar': 'فندق ومطعم فاخر في خوروج يقدم إقامة مريحة ومطبخًا متنوعًا وإطلالات خلابة على الجبال.', 'sq': 'Hotel dhe restorant luksoz në Khorog, që ofron akomodim të rehatshëm, kuzhinë të larmishme dhe pamje të mrekullueshme të maleve.'}","{'en': 'A cozy guesthouse in Khorog, offering a warm, home-like atmosphere and basic services for travelers.', 'ar': 'بيت ضيافة مريح في خوروج، يوفر أجواء منزلية دافئة وخدمات أساسية للمسافرين.', 'sq': 'Bujtinë komode në Khorog, që ofron një atmosferë të ngrohtë shtëpiake dhe shërbime bazë për udhëtarët.'}","{'en': ""Yaghli House combines traditional flavors with a welcoming environment, offering a true taste of Gyumri's rich culinary heritage."", 'ar': 'يجمع ياغلي هاوس بين النكهات التقليدية والبيئة الترحيبية، ويقدم مذاقًا حقيقيًا لتراث الطهي الغني في مدينة غيومري.', 'sq': 'Shtëpia Yaghli kombinon shijet tradicionale me një ambient mikpritës, duke ofruar një shije të vërtetë të trashëgimisë kulinarie të Gyumri.'}","{'en': 'A must-visit spot in Gyumri for those seeking authentic Armenian flavors and a welcoming environment.', 'ar': 'بقعة لا بد من زيارتها في Gyumri لأولئك الذين يبحثون عن النكهات الأرمنية الأصيلة وبيئة الترحيب.', 'sq': 'Një vend që duhet të vizitojë në Gyumri për ata që kërkojnë aromë autentike armene dhe një mjedis mikpritës.'}","{'en': 'A family-run restaurant in central Gyumri offering traditional Armenian dishes in a cozy setting.', 'ar': 'مطعم يديره عائلة في وسط جيومري يقدم الأطباق الأرمنية التقليدية في بيئة مريحة.', 'sq': 'Një restorant i drejtuar nga familja në Gyumri qendrore që ofron enët tradicionale armene në një ambient komod.'}","{'en': 'A cozy teashop and restaurant in Gyumri offering healthy, locally sourced dishes and an extensive selection of herbal teas.', 'ar': 'ملعقة مريحة ومطعم في Gyumri تقدم أطباق صحية ومصدر محليًا ومجموعة واسعة من الشاي العشبي.', 'sq': 'Një çaj komod dhe restorant në Gyumri që ofron enët me burim të shëndetshëm, me burim lokal dhe një përzgjedhje të gjerë të çajrave bimorë.'}","{'en': 'A quiet hotel in Khorog offering comfortable accommodation, 24/7 service, and stunning mountain views.', 'ar': 'فندق هادئ في خوروج يوفر إقامة مريحة وخدمات على مدار الساعة وإطلالات خلابة على الجبال.', 'sq': 'Një hotel i qetë në Khorog ofron akomodim komod, shërbime 24/7 dhe pamje të mrekullueshme të maleve.'}","{'en': 'A lively café-pub in Gyumri offering a diverse menu and vibrant atmosphere, perfect for dining and entertainment.', 'ar': 'مقهى-حانة حيوي في مدينة غيومري يقدم قائمة متنوعة وأجواء نابضة بالحياة، مثالي لتناول الطعام والترفيه.', 'sq': 'Një kafene-pub e gjallë në Gjumri që ofron një menu të larmishme dhe atmosferë të gjallë, e përkryer për dreka dhe argëtim.'}","{'en': 'A centrally located 5-star hotel in Gyumri, offering modern accommodations, spa access, and proximity to cultural landmarks.', 'ar': 'فندق مركزي 5 نجوم في Gyumri ، يوفر أماكن إقامة حديثة ، وصول للسبا ، والقرب من المعالم الثقافية.', 'sq': 'Një hotel me 5 yje i vendosur në qendër në Gyumri, duke ofruar akomodime moderne, qasje në banjë dhe afërsi me monumentet kulturore.'}","{'en': 'Serene Hotel and Restaurant in Khuruj offers comfortable accommodation and local cuisine with a beautiful view.', 'ar': 'فندق ومطعم سيرين في خروج يوفر إقامة مريحة ومأكولات محلية مع إطلالة خلابة.', 'sq': 'Hoteli dhe restoranti Seren në Khuruj ofron akomodim të rehatshëm dhe kuzhinë lokale me pamje të bukur.'}","{'en': 'A centrally located 5-star hotel in Gyumri, offering modern accommodations, spa access, and proximity to cultural landmarks.', 'ar': 'فندق مركزي 5 نجوم في Gyumri ، يوفر أماكن إقامة حديثة ، وصول للسبا ، والقرب من المعالم الثقافية.', 'sq': 'Një hotel me 5 yje i vendosur në qendër në Gyumri, duke ofruar akomodime moderne, qasje në banjë dhe afërsi me monumentet kulturore.'}","{'en': 'A cozy bed and breakfast in Gyumri offering comfortable accommodations, a garden, and proximity to local attractions.', 'ar': 'سرير ووجبة إفطار مريحة في Gyumri يوفر أماكن إقامة مريحة وحديقة وقرب من مناطق الجذب المحلية.', 'sq': 'Një shtrat komod dhe mëngjes në Gyumri që ofron strehim të rehatshëm, një kopsht dhe afërsi me tërheqjet lokale.'}","{'en': 'A historic guest house in Gyumri, offering a unique blend of traditional Armenian atmosphere and modern comforts, located near major cultural landmarks.', 'ar': 'منزل ضيوف تاريخي في Gyumri ، يقدم مزيجًا فريدًا من الأجواء الأرمنية التقليدية والراحة الحديثة ، وتقع بالقرب من المعالم الثقافية الرئيسية.', 'sq': 'Një shtëpi historike e ftuar në Gyumri, duke ofruar një përzierje unike të atmosferës tradicionale armene dhe komoditeteve moderne, të vendosura pranë monumenteve të mëdha kulturore.'}","{'en': ""Ismaili Religious and Cultural Center in Khorog, reflecting the community's identity and combining worship and education."", 'ar': 'مركز ديني وثقافي إسماعيلي بخوروغ، يعكس هوية المجتمع ويجمع بين العبادة والتعليم.', 'sq': 'Qendra fetare dhe kulturore Ismailite në Khorog pasqyron identitetin e komunitetit dhe kombinon adhurimin me edukimin.'}","{'en': 'A family-run hotel in Gyumri offering modern accommodations, an on-site restaurant, and proximity to local attractions.', 'ar': 'يقدم فندقًا يديره عائلة في Gyumri أماكن إقامة حديثة ومطعم في الموقع وقرب من مناطق الجذب المحلية.', 'sq': 'Një hotel i drejtuar nga familja në Gyumri që ofron akomodime moderne, një restorant në vend dhe afërsi me tërheqjet lokale.'}","{'en': 'A luxurious 5-star hotel in Gyumri, blending vintage style with modern elegance, offering top-notch amenities and proximity to cultural landmarks.', 'ar': 'فندق 5 نجوم فاخر في مدينة غيومري، يمزج بين الطراز العتيق والأناقة العصرية، ويقدم وسائل راحة رفيعة المستوى وقربًا من المعالم الثقافية.', 'sq': 'Një hotel luksoz me 5 yje në Gjumri, që kombinon stilin e vjetër me elegancën moderne, duke ofruar shërbime të nivelit të lartë dhe afërsi me monumentet kulturore.'}","{'en': 'A centrally located 4-star hotel in Gyumri, offering modern amenities, comfortable accommodations, and easy access to local attractions.', 'ar': 'فندق مركزي من فئة 4 نجوم في جيومري ، ويوفر وسائل الراحة الحديثة ، وأماكن إقامة مريحة ، وسهولة الوصول إلى مناطق الجذب المحلية.', 'sq': 'Një hotel me 4 yje i vendosur në qendër në Gyumri, duke ofruar pajisje moderne, akomodime të rehatshme dhe qasje të lehtë në tërheqjet lokale.'}","{'en': 'A centrally located hotel in Gyumri offering comfortable accommodations, dining options, and leisure facilities.', 'ar': 'فندق ذو موقع مركزي في غيومري يقدم أماكن إقامة مريحة وخيارات لتناول الطعام ومرافق ترفيهية.', 'sq': 'Një hotel qendrorisht i vendosur në Gjumri që ofron akomodime komode, mundësi ngrënieje dhe ambiente argëtimi.'}","{'en': 'A boutique hotel in Gyumri blending Armenian heritage with modern comfort, inspired by the legacy of Erkan Alek.', 'ar': 'فندق بوتيكي في غيومري يمزج التراث الأرمني بالراحة العصرية، مستوحى من إرث إركان أليك.', 'sq': 'Një hotel butik në Gjumri që kombinon trashëgiminë armene me komoditetin modern, i frymëzuar nga trashëgimia e Erkan Alek.'}"
