id,city_id,city_name,country_name,name,description,short_description,latitude,longitude,location,type,created_at
122,39,Saint Catherine,Egypt,MiAMi Seafood,"{'The most important features of MiAMi Seafood Restaurant': ['It is a seafood restaurant located in St. Catherine, and is an ideal choice for lovers of fresh fish and seafood.', 'The restaurant offers an enjoyable dining experience that combines Mediterranean and Bedouin flavors in a relaxed atmosphere.'], 'Main dishes': ['Grilled or fried fish: various varieties such as bream, tilapia, and salmon.', 'Grilled shrimp or with sauce: served with rice or potatoes.', 'Seafood Soup: A delicious soup made with fresh seafood ingredients.', 'Fresh salads, such as tahini salad and Caesar salad.'], 'Working hours': ['Open daily from 12:00 noon to 10:00 pm.'], 'Restaurant location': ['The restaurant is located in St. Catherine, close to tourist areas, making it a favorite destination for tourists.']}",A restaurant specializing in fresh seafood serving delicious dishes in a relaxed atmosphere.,28.5105149,34.5128873,https://maps.app.goo.gl/d2wJnCmkfcLxjvV19,restaurant,2025-01-21T18:06:29.000000Z
121,39,Saint Catherine,Egypt,VIP oasis,"{'VIP oasis': ['The restaurant offers a unique experience that combines local and Arabic cuisine in a peaceful atmosphere and stunning nature.', 'A comfortable atmosphere that reflects the character of the region, with simple decor inspired by Bedouin nature.', 'Friendly service and special attention to guests.'], 'Food': ['Local Dishes: Includes traditional Egyptian tagines such as meat and vegetable tagine.', 'Distinctive grills: such as kebab and charcoal grilled chicken.', 'Bedouin rice: A delicious dish that carries the local flavor of the region.', 'Lentil soup: A popular recipe that suits the cold weather in St. Catherine.'], 'The addres': ['The restaurant is located in a strategic area near famous landmarks in St. Catherine such as St. Catherine Monastery and Mount Moses.'], 'Working hours': ['Open daily from 9:00 AM to 10:00 PM.']}",A restaurant serving local dishes and grills in a peaceful Bedouin atmosphere and charming nature.,28.568649,33.9631279,https://maps.app.goo.gl/Jm1RP9jMkx7DDPkG9,restaurant,2025-01-21T17:55:26.000000Z
120,39,Saint Catherine,Egypt,Red Cat,"{'information': ['Red Cat is a distinguished restaurant in Dahab that offers an authentic European dining experience with a diverse menu full of delicious dishes.', 'It serves dishes inspired by European cuisine, especially Russian and Italian.', 'Pasta dish: fresh pasta prepared with innovative sauces.', 'Desserts: such as European cake and tiramisu.'], 'Working hours': ['Red Cat operates daily from 12:00 noon to 11:00 pm.'], 'Restaurant address': ['It is located in a privileged area in Dahab near the sea, which provides a wonderful view.']}",Red Cat Dahab: A European restaurant serving delicious dishes and a cozy atmosphere in the heart of Dahab.,28.4998588,34.5149103,https://maps.app.goo.gl/5Nm5AWcFXJJQ4QuW9,restaurant,2025-01-21T17:41:40.000000Z
119,36,Dahab,Egypt,Tim’s Munch,"{'The most important features of Tim’s Munch': ['Tim’s Munch is an iconic restaurant in Dahab, known for serving comforting and innovative meals that combine international and local flavours.', 'Simple and modern design with a comfortable atmosphere.', 'Friendly and fast service.'], 'Working hours': ['Open daily from 11:00 AM to 11:00 PM.'], 'Restaurant address': ['The restaurant is located in a lively area in Dahab, close to the beach and tourist areas.']}","Tim’s Munch Dahab: A youth destination that offers innovative, modern meals that combine quality and flavour.",28.4984922,34.5152714,https://maps.app.goo.gl/6stCM2MnnKsw9NS8A,restaurant,2025-01-21T16:50:54.000000Z
117,36,Dahab,Egypt,Box Meal,"{'The most important features of Box Meal Restaurant': ['Modern and comfortable design, suitable for dining inside a restaurant or as a quick meal.', 'Fast service and friendly staff.'], 'Main dishes': ['Assorted meal boxes: including grilled chicken, seafood, and meat with rice or potatoes.', 'Healthy meals: Light options such as salads and grilled chicken.', 'Chicken wraps: chicken slices with vegetables and sauce inside tortilla bread.'], 'Working hours': ['Open daily from 12:00 noon to 11:00 pm.'], 'Restaurant address': ['Box Meal is located in Dahab, close to the tourist areas and the beach.']}",A modern restaurant that offers fast and healthy meals in distinctive boxes to suit all tastes.,28.5002242,34.517028,https://maps.app.goo.gl/RqWtKWjp9Hgz457UA,restaurant,2025-01-21T16:27:26.000000Z
116,36,Dahab,Egypt,Seaduction,"{'The most important features of Seaduction Restaurant': ['The restaurant is located directly on the beach, allowing visitors to enjoy the sea view while dining on signature dishes of international and local seafood.', 'Romantic and warm atmosphere with dim lighting and elegance in decor.', 'Excellent service with trained and friendly staff.'], 'Main dishes': ['Grilled fish: fresh fish grilled to order, such as salmon or bream.', 'Grilled Shrimp: Fresh shrimp grilled with Mediterranean spices.', 'Grilled Steak: Grilled steak prepared to your liking.', 'Grilled Chicken: Grilled chicken with special spices.', 'Seafood soup: A delicious soup containing fresh seafood.'], 'Working hours': ['Seaduction is open daily from 12:00 PM to 11:00 PM.'], 'Restaurant address': ['Seaduction is located in Dahab, Egypt, on the beach of Dahab, offering a stunning view of the sea and sun.']}",A luxurious restaurant serving fine seafood with a wonderful sea view.,28.5108597,34.511526,https://maps.app.goo.gl/jHP2yR5NSFmEYBuw8,restaurant,2025-01-21T16:08:45.000000Z
115,36,Dahab,Egypt,Mama Mia Dahab,"{'The most important features of Mama Mia Restaurant': ['Mama Mia is a popular Italian restaurant in Dahab, Egypt, serving a wide range of authentic Italian dishes in a relaxed and warm atmosphere.', 'This restaurant is an excellent choice for visitors looking for delicious Italian meals such as pizza, pasta, and many traditional Italian dishes.'], 'Main dishes': ['Italian Pizza: Pizza with a variety of toppings and fresh ingredients.', 'Fresh pasta: Pasta made from scratch with a variety of sauces such as bolognese and béchamel.', 'Risotto: An Italian rice dish prepared with vegetables or seafood.', 'Meat dishes: such as chicken with tomato sauce or beef with mushroom sauce.'], 'Working hours': ['Mama Mia is open daily from 12:00 noon to 11:00 p.m.'], 'ِAdress': ['Mama Mia is located in Dahab, Egypt, close to Dahab Beach and the famous tourist areas.']}","If you are a fan of Italian cuisine and looking for a delicious meal in a relaxed atmosphere, Mama Mia is the perfect choice.",28.5067427,34.5141989,https://maps.app.goo.gl/eRGnthjJ1eYHhpJ1A,restaurant,2025-01-21T15:50:48.000000Z
113,36,Dahab,Egypt,Pattaya Thai Dahab,"{'The most important features of Pattaya Thai Restaurant': ['The restaurant is known for its calm and relaxed atmosphere, making it an ideal place to dine with family or friends.', 'Friendly and fast service with a professional staff.'], 'Main dishes': ['Traditional Thai dishes such as Pad Thai (fried noodles), and Tom Yum Soup (hot and sour soup).', 'Seafood Noodles: Noodles with a mixture of fresh seafood.', 'Thai Basil Chicken: A delicious dish of chicken with basil and tamarind sauce.', 'Thai Curry: Green or red curry with vegetables and chicken or beef.'], 'Working hours': ['Pattaya Thai is open daily from 12:00 PM to 11:00 PM.'], 'the address': ['Pattaya Thai is located in Dahab, Egypt, close to Dahab Beach and the main tourist areas of the city.']}",It is an ideal destination for visitors who love Thai cuisine including hot and sour flavours.,28.5062405,34.5170889,https://maps.app.goo.gl/Vw5cAXPQNNdQ792a8,restaurant,2025-01-21T15:36:41.000000Z
112,36,Dahab,Egypt,The Breakfast Cafe,"{'The most important features of The Breakfast Cafe': ['It is an ideal destination for residents and visitors who want to start their day with a filling morning meal in a relaxed and friendly atmosphere.', 'The café is characterized by its calm atmosphere and simple design, which reflects the relaxing spirit of Dahab.'], 'Main dishes': ['Traditional breakfast: includes fava beans, falafel, all kinds of eggs, and cheese.', 'Sandwiches: Various sandwiches such as the English breakfast sandwich or falafel sandwiches.', 'Pancakes and waffles: with fresh fruits, honey, and chocolate.', 'Specialty coffee: American coffee, espresso, latte, and cappuccino.', 'Different types of tea: green tea, red tea, and special tea.'], 'Restaurant address': ['Address: Main street in Dahab, near Market Square and Dahab Beach.'], 'Working hours': ['The Breakfast Cafe is open daily from 7:00 AM to 2:00 PM.']}",It is a restaurant specializing in serving delicious and varied breakfast meals.,28.4970426,34.5052314,https://maps.app.goo.gl/mpwVJHzb6Bmax7hbA,restaurant,2025-01-21T15:22:41.000000Z
111,36,Dahab,Egypt,Dragon house Restuarant,"{'The most important features of Dragon House Restaurant': ['It offers a unique dining experience with a mix of traditional Asian dishes.', 'Calm and relaxing atmosphere with modern interior design.', 'Chinese, Thai, and Japanese dishes.', 'Friendly and professional service from the staff.'], 'Main dishes': ['Sushi Rolls: Includes options such as raw sushi, fried sushi, and salmon sushi.', 'Sashimi: slices of fresh fish.', 'Orange Chicken: Chicken topped with sweet and sour orange sauce.', 'Fried Noodles: Fried noodles with vegetables and meat or chicken.', 'Ramen: Japanese noodle soup with meat or chicken and vegetables.'], 'Working hours': ['Open daily from 12:00 noon to 11:00 pm.'], 'Restaurant address': ['It is located in a prime area of \u200b\u200bDahab, close to the beach and tourist areas.']}",Dragon House is an excellent choice for those looking for delicious food and a relaxing atmosphere in Dahab.,28.4905088,34.5126996,https://maps.app.goo.gl/oL9FoeJgA68XQvq66,restaurant,2025-01-21T14:46:58.000000Z
66,35,Hurghada,Egypt,Hurghada City Center,"{'Mall features': ['City Center Hurghada Mall is a popular shopping and entertainment destination in Hurghada, Egypt.', 'It offers an integrated shopping experience for locals and visitors alike.', ""Children's play area.""], 'The most important stores': ['H&M: Fashionable clothing for all ages.', 'Zara: high-end fashion for men and women.', 'LC Waikiki: affordable family clothing.', 'Sephora: international cosmetics and fragrances.'], 'The most important restaurants and cafes': ['Starbucks: Coffee and favorite drinks.', ""KFC and McDonald's: fast food."", 'Pizza Hut: Pizza and various appetizers.', 'Chili’s: American dishes and drinks.'], 'working hours': ['Daily from 8:00 am to 10:45 pm.'], 'Mall location': ['City Center Hurghada is located on Corniche Road, Jabal Al Harem, next to the Hilton Hurghada Plaza Hotel.']}","City Center Hurghada: A modern shopping and entertainment destination that includes international stores, restaurants, and a cinema in a central location.",27.2561649,33.8262518,https://maps.app.goo.gl/7UxRvmgxWfj6R8tb8,shop,2025-01-21T11:53:35.000000Z
65,35,Hurghada,Egypt,Senzo Mall Hurghada,"{'Mall features': ['It provides an integrated shopping and entertainment experience suitable for all family members.', 'A place dedicated to entertaining children with various games.', ""Children's play area with fun entertainment facilities.""], 'The most important stores': ['Adidas: sports clothing and shoes.', ""Levi's: jeans and casual wear."", 'LC Waikiki: family clothing at competitive prices.', 'The Body Shop: Natural skin care products.'], 'Restaurants and cafes': [""McDonald's: famous fast food."", 'Costa Coffee: Hot and cold drinks.'], 'Working hours': ['Daily from 10:00 am to 11:00 pm.'], 'Mall location': ['Senzo Mall is located in the main Safaga Road area, south of Hurghada, making it easily accessible from most resorts and hotels.']}","Senzo Mall Hurghada: A shopping and entertainment destination that includes international stores, restaurants, cinema, and games for children.",27.0955423,33.8193318,https://maps.app.goo.gl/CoNvr4b84EoKN9VT9,shop,2025-01-21T11:21:11.000000Z
