id,city_id,city_name,country_name,name,description,short_description,latitude,longitude,location,type,created_at
194,20,Saranda,Albania,Mucobega Hotel,"{'Location': ['It is located in Sarandë, Albania.'], 'Facilities & Services': ['Accommodation: Air-conditioned rooms featuring private bathrooms, flat-screen TVs, and private balconies with sea or garden views.', 'Dining: An on-site restaurant serving a variety of dishes, complemented by a beach bar offering refreshing beverages.', 'Amenities: A seasonal outdoor swimming pool, a well-maintained garden, and a sun terrace for relaxation.', 'Additional Services: Free Wi-Fi throughout the property, a 24-hour front desk, and free private parking.'], 'Nearby Attractions': ['Lekursi Castle: Located about 4.2 km from the hotel, offering panoramic views of the city and coastline.', 'Port of Sarandë: Approximately 1.8 km away, providing access to ferries and boat tours.']}","Mucobega Hotel is beachfront hotel in Sarandë with modern rooms, a private beach, and great amenities.",39.8765802,19.9436152,https://maps.app.goo.gl/kiM6U24LxoYzJP2z7,hotel,2025-01-27T14:25:29.000000Z
193,20,Saranda,Albania,Hotel JoAn,"{'Location': ['Hotel JoAn is situated in the center of Sarandë, approximately 500 meters from the Port of Sarandë.'], 'Facilities & Services': ['Accommodation: The hotel offers air-conditioned rooms equipped with free Wi-Fi, flat-screen TVs, and private bathrooms.', 'Dining: A complimentary buffet breakfast is served daily from 8:00 AM to 10:00 AM.', 'Additional Amenities: Guests can enjoy a shared lounge area and a 24-hour front desk.'], 'Nearby Attractions': ['City Beach: Just 70 meters from the hotel, ideal for swimming and sunbathing.', 'Port of Sarandë: Approximately 500 meters away, providing access to ferries and boat tours.']}","Hotel JoAn is in Sarandë, offering modern rooms, free breakfast, and a central location.",39.8745011,20.0053251,https://maps.app.goo.gl/UrAYNJZNZGbQLdeu6,hotel,2025-01-27T14:15:30.000000Z
192,20,Saranda,Albania,Hotel kanes,"{'Location': ['Hotel Kanes is located in Sarandë, Albania, about 2.3 kilometers (1.4 miles) from VIP Beach, offering easy access to the beach and marine activities.'], 'Facilities & Services': ['Other Facilities: The hotel has a terrace with views of the city.', 'Accommodation: The rooms are air-conditioned, equipped with free Wi-Fi, and feature private bathrooms.', 'Other Facilities: The hotel has a terrace with views of the city.'], 'Nearby Attractions': ['The hotel is close to the city beach, allowing guests to enjoy beach and water activities.']}","A hotel in Sarandë offering comfortable accommodation with free breakfast, just a short walk from the beach.",39.8731829,20.0118005,https://maps.app.goo.gl/rPTEdNPWiyt22Kt79,hotel,2025-01-27T14:04:14.000000Z
191,20,Saranda,Albania,Hotel Emblem,"{'Location': ['Situated just 100 meters from Mango Beach, offering easy access to the beautiful coastline.'], 'Facilities & Services': ['Dining: The hotel features an on-site restaurant serving a variety of local and international cuisines, providing a delightful culinary experience.', 'Amenities: Includes a seasonal outdoor swimming pool, free private parking, a well-maintained garden, and a terrace for guests to relax and enjoy the surroundings.', 'Additional Services: Free Wi-Fi is available throughout the property, allowing guests to stay connected during their stay.'], 'Rooms': ['Triple Room with Garden View: Features air conditioning, a desk, a flat-screen TV, a private bathroom, bed linen, towels, and a balcony with a scenic garden view.', 'Double Room with Mountain View: Similar amenities as the triple room but includes a stunning mountain view.', 'Triple Room with Sea View: Offers breathtaking sea views along with standard amenities.'], 'Nearby Attractions': ['Mango Beach: Just 100 meters away, perfect for a relaxing beach day.', 'Saranda Promenade: A short walk away, ideal for evening strolls with a view of the sea.', 'Ksamil: A short drive away, known for its beautiful beaches and crystal-clear waters.']}",Hotel Emblem is a beachfront hotel in Sarandë offering comfortable rooms and easy access to local attractions.,39.8510723,-58.0255893,https://maps.app.goo.gl/e6WoZTmYwsZEk64M6,hotel,2025-01-27T13:57:45.000000Z
190,20,Saranda,Albania,Villa Green Garden Hotel,"{'Location': ['Villa Green Garden is hotel located in Sarandë, Albania.'], 'Facilities & Services': ['Dining: Offers a continental or American breakfast.', 'Amenities: Free Wi-Fi, air-conditioned rooms, and private bathrooms.', 'Additional Services: 24-hour front desk, luggage storage, and free private parking.'], 'Rooms': ['Quadruple Room with Garden View: Features air conditioning, a desk, a flat-screen TV, a private bathroom, bed linen, towels, and a balcony with a garden view.', 'Triple Room with Balcony: Includes similar amenities with a balcony.'], 'Nearby Attractions': ['Santa Quaranta Beach: Approximately 1.2 kilometers away.']}","A modern hotel in Sarandë offering comfortable accommodations, on-site dining, and proximity to local attractions.",39.8200274,19.9335238,https://maps.app.goo.gl/T3c6kXcKDQoTPbp16,hotel,2025-01-27T13:09:59.000000Z
189,20,Saranda,Albania,Teuta Hotel,"{'Location': ['Situated approximately 1.7 kilometers from the Monastery of 40 Saints.'], 'Facilities & Services': ['Dining: On-site bar offering a variety of beverages.', 'Amenities: Air-conditioned rooms with free Wi-Fi and private bathrooms.', 'Additional Services: 24-hour front desk and room service.'], 'Rooms': ['Triple Room with Balcony: Features one single bed and one large double bed, private balcony, air conditioning, flat-screen TV, and private bathroom.', 'Suite with Balcony: Offers a king-size bed, separate living area, private balcony with sea views, air conditioning, flat-screen TV, and private bathroom.', 'Junior Suite with Sea View: Offers a queen-size bed, private balcony with sea views, air conditioning, flat-screen TV, and private bathroom.', 'Double Room with Balcony: Features a double bed, private balcony, air conditioning, flat-screen TV, and private bathroom.'], 'Nearby Attractions': ['Monastery of 40 Saints: Approximately 1.7 kilometers away.', 'Museum of Archaeology: Located within a short distance from the hotel.']}","A modern hotel in Sarandë offering comfortable accommodations, on-site dining, and proximity to local attractions.",39.8666045,20.0155965,https://maps.app.goo.gl/KmMuhqS3uq9YAqrRA,hotel,2025-01-27T12:57:46.000000Z
188,20,Saranda,Albania,Hotel Olsi,"{'Location': ['Situated approximately 400 meters from Sarande Main Beach.'], 'Facilities & Services': ['Dining: On-site bar offering a variety of beverages.', 'Amenities: Air-conditioned rooms with free Wi-Fi and private bathrooms.', 'Additional Services: 24-hour front desk and room service.'], 'Rooms': ['Double Room: Equipped with a double bed, air conditioning, flat-screen TV, and private bathroom.', 'Triple Room: Features one single bed and one large double bed, suitable for small groups or families.', 'Luxury Suite: Offers additional space and enhanced amenities for a more luxurious stay.'], 'Nearby Attractions': ['Synagogue Complex: About 1.2 km from the hotel.', 'Lekuresi Castle: Approximately 2.5 km away.', 'Saranda City Beach: Approximately 400 meters away.']}","A modern hotel in Sarandë offering comfortable accommodations, on-site dining, and proximity to local attractions.",39.8724198,19.9964446,https://maps.app.goo.gl/zK1ynquFyhvvpoJz6,hotel,2025-01-27T12:46:02.000000Z
187,20,Saranda,Albania,Litan Hotel,"{'Location': ['Litan Hotel is located in Saranda, Albania.'], 'Facilities & Services': ['Dining: On-site restaurant and bar offering a variety of cuisines.', 'Amenities: Garden, terrace, and free private parking.', 'Additional Services: 24-hour front desk, room service, and free Wi-Fi throughout the property.'], 'Rooms': ['Superior Triple Room with Balcony and Sea View: Features one single bed and one large double bed, air conditioning, flat-screen TV, and private bathroom.', 'Superior Triple Room with Balcony and Side Sea View: Offers similar amenities with a side sea view.', 'Family Suite with Balcony and Sea View: Includes two bedrooms with one large double bed and two single beds, accommodating up to five guests.'], 'Nearby Attractions': ['Castle of Lukurešit: Approximately 0.4 km away.', 'Avlaki Beach: Around 11.6 km from the property.', 'Ksamil Beach: Approximately 10.9 km away.', 'Saranda Beach: About 1.7 km from the hotel.']}","A modern hotel in Sarandë with comfortable rooms, a restaurant, and sea views close to the sights.",39.8640327,20.0184047,https://maps.app.goo.gl/tGX6WpoxFPYrKKXq9,hotel,2025-01-27T12:25:59.000000Z
186,20,Saranda,Albania,"Santa Quaranta ""Premium Resort""","{'Location': [""Situated along Rruga Butrinti, approximately 1.5 miles (2.4 km) from Sarandë's city center.""], 'Facilities & Services': ['Dining: On-site restaurant serving a variety of cuisines.', 'Amenities: Seasonal outdoor swimming pool, private beach area, and free Wi-Fi throughout the property.', 'Additional Services: 24-hour front desk, room service, and free private parking.'], 'Rooms': ['Double Room with Balcony and Sea View: Features a double bed, private balcony with sea views, air conditioning, flat-screen TV, and private bathroom.', 'Deluxe Suite: Provides enhanced luxury with spacious interiors and premium amenities.', 'Family Suite: Offers additional space with separate sleeping areas, suitable for families.'], 'Nearby Attractions': ['Mango Beach: About 0.6 km away, offering additional beachfront options.', 'Monastery of 40 Saints: Approximately 1.8 km from the resort.']}","A luxury resort in Sarandë offering elegant rooms, a private beach, and exceptional services for a unique holiday.",39.8578474,20.0174844,https://maps.app.goo.gl/1HyF12uPvGHY9YuE6,hotel,2025-01-27T12:13:33.000000Z
185,20,Saranda,Albania,San Angelo Luxury Resort & Spa - Adults Only,"{'Location': ['Sitied on the street Mitat Hoxha, Within a 15-Minute Walk of the Port of Saranda and Saranda Ferry Terminal.'], 'Facilities & Services': ['Dining: The resort features two on-site restaurants, including The Temple Restaurant, specializing in Mediterranean cuisine. Guests can also enjoy drinks at the beach bar, poolside bar, or one of the three lounges.', 'Amenities: Private beach area, seasonal outdoor swimming pool, and free Wi-Fi throughout the property.', 'Wellness: Spa and wellness center offering various treatments and relaxation options.'], 'Rooms': ['Deluxe Double Room with Balcony and Sea View: Features a king-size bed, private balcony with sea views, air conditioning, minibar, and private bathroom.', 'Panoramic Sea View Junior Suite with Bath Tub: Includes a queen-size bed, panoramic sea views, bathtub, air conditioning, minibar, and private bathroom.', 'Royal Suite with Sea View and Bath Tub: Provides a king-size bed, separate living area, sea views, bathtub, air conditioning, minibar, and private bathroom.'], 'Nearby Attractions': ['Museum of Archaeology: Approximately 1.8 km away.', 'Synagogue of Saranda: Roughly 1.6 km from the property.', 'Sarandë Ferry Terminal: About 1 km away.', 'Port of Sarandë: Approximately 1 km from the resort.']}","A luxurious adults-only resort in Sarandë offering elegantly designed accommodations, diverse dining options, a private beach, and comprehensive wellness facilities.",39.8702721,19.9933381,https://maps.app.goo.gl/NhrzFzQLa6u5PCBX9,hotel,2025-01-27T12:03:04.000000Z
