id,city_id,city_name,country_name,name,description,short_description,latitude,longitude,location,type,created_at
35,31,Cairo,Egypt,Fairmont Nile City,"{'Information': ['Fairmont Nile City Hotel is located in the Nile City Towers on the Nile Corniche in Cairo and is considered one of the most luxurious hotels in the city. The hotel is distinguished by its modern design and strategic location, offering breathtaking views of the Nile River and the Giza Pyramids.'], 'Rooms and Suites': ['The photos showcase the 25-story hotel building, featuring 540 rooms and suites with an architectural design combining modernity and elegance.', 'The photos highlight spacious rooms equipped with the latest amenities, offering various views of the city and the Nile River.'], 'Dining and Facilities': ['The hotel provides a variety of restaurants serving international cuisines, as well as recreational facilities like the rooftop swimming pool, which offers a panoramic view of Cairo.'], 'Location and Access': ['The hotel boasts a location close to key attractions such as the Egyptian Museum and is approximately 25 kilometers from Cairo International Airport.']}","Fairmont Nile City: modern design, stunning views of the Nile, near important landmarks and upscale services.",30.0717227,31.2249336,https://maps.app.goo.gl/ZPG1g8tAmJKfCAbs5,hotel,2025-01-04T23:29:18.000000Z
34,31,Cairo,Egypt,Hyatt Regency Cairo West,"{'Information': ['The Hyatt Regency Cairo West Hotel is located in the ""Pyramids Heights Business Park"" on the Cairo-Alexandria Desert Road, making it an ideal destination for both business and leisure travelers.', ""Opened in 2021, the Hyatt Regency Cairo West combines Egypt's rich cultural heritage with modern services to provide guests with a unique stay experience.""], 'Rooms and Suites': ['The hotel features 250 rooms and suites, ranging from deluxe rooms, spa rooms, and Regency executive suites to a presidential suite and royal suite. All rooms are inspired by Egyptian culture with modern touches, offering panoramic windows with views of the Giza Pyramids, the hotel gardens, or the city.'], 'Dining and Facilities': ['Park Food Hall: The main restaurant with 11 live cooking stations offering diverse European dishes.', 'Paranco: A unique fusion of Japanese and Peruvian cuisines.', 'The Market: A café offering a variety of grab-and-go meals and beverages around the clock.'], 'Location and Access': ['The hotel is about a 60-minute drive from Cairo International Airport and 20 minutes from Sphinx International Airport. Valet parking is available for an additional fee.']}",Hyatt Regency Cairo West Hotel: modern luxury with charming views of the Giza Pyramids and a strategic location.,30.0183487,31.0703069,https://maps.app.goo.gl/62RXR27VkKFTmTxD7,hotel,2025-01-04T23:08:22.000000Z
142,31,Cairo,Egypt,Egyptian Opera House,"{'Information about this activity.': ['The Egyptian Opera House is a must-visit place in Cairo, renowned worldwide, especially in the Middle East. Famous intellectuals and artists have been performing on its stage from ancient times to the present day.', 'Some of the most famous performances hosted at the Egyptian Opera House, and we invite you to attend one of these exquisite artistic shows:  Qalthomiyat concerts Ballet Modern theater dance Jazz concerts Spanish art music Italian orchestra concerts'], 'Location': ['The Egyptian Opera House is located in the Zamalek area on Gezira Island in Cairo.'], 'Contact': ['0227390188']}",The Cairo Opera House is a cultural center showcasing international arts and music in Cairo.,30.0423659,31.2210933,https://maps.app.goo.gl/Rc6xJjnY992nHEQ99,tourist place,2025-01-02T18:45:27.000000Z
141,31,Cairo,Egypt,Cairo Tower,"{'Information about this activity.': [""If you're looking to visit a tourist spot on the Nile in Cairo, Cairo Tower is your ideal destination! It is one of the most beautiful places to visit along the Nile in Cairo and a key Egyptian landmark, designed in the shape of the Egyptian lotus flower."", ""In an amazing experience inside Cairo Tower, one of Egypt's prominent landmarks, you will need to ascend 16 floors reaching a height of 187 meters to enjoy one of the most beautiful panoramic views of Greater Cairo. The best time to visit Cairo Tower is at sunset. If you're there during that time, you'll witness the most magical scene ever."", ""Cairo Tower consists of 16 floors, where you can enjoy viewing the entire city and engage in various activities such as:  Viewing through the magnifying telescope in the tower. Enjoy a delicious meal at the impressive circular restaurant with a stunning view of the entire city. Have refreshing drinks at one of the tower's cafeterias. Learn the meanings of your name in ancient Egyptian and enjoy many similar activities. Conclude your visit with a boat ride around Cairo Tower on the Nile.""], 'Location': ['Cairo Tower is located on Zamalek Island Street along the Nile River, near Al-Andalus Park, Cairo.'], 'Working Hours': [""Cairo Tower's visiting hours start from 9 AM until 1 AM.""], 'Contact': ['0227365112']}",Cairo Tower is a landmark offering panoramic views of Cairo with a unique experience and a revolving restaurant.,30.0459797,31.2217239,https://maps.app.goo.gl/H7dYvyjw6yVSBK1q6,tourist place,2025-01-02T18:22:19.000000Z
139,31,Cairo,Egypt,Museum of Civilizations (NMEC),"{'Information about this activity.': ['The National Museum of Egyptian Civilization, or the Museum of Civilizations, is undoubtedly one of the most exciting archaeological sites in Egypt to visit and uncover the secrets of the ancient Pharaonic civilization.', 'At the National Museum of Egyptian Civilization (NMEC), you are invited to explore Egyptian heritage with a new approach, showcasing mummies in the latest style. This unique museum provides a comprehensive glimpse into the historical periods that shaped Egypt, from the Pre-Dynastic era to modern times and the contemporary state.', ""The Museum of Civilization is one of the most important archaeological landmarks in Egypt today, hosting various cultural activities and events, such as:  Attend events in the Celebration Hall and cinema. Enjoy special performances and concerts at the Roman Theater. Visit the restoration center and laboratories within the museum. Don't hesitate to buy unique souvenirs as a lasting memory. It’s easy to find parking space in the designated area next to the museum.""], 'Location': ['The Museum of Civilization is located in the New Fustat City, by the Ain El-Sira Lake, in the Old Cairo district, Cairo.'], 'Working Hours': ['Daily from 9 AM to 5 PM.']}",The Museum of Civilizations displays the history of Egypt from ancient times until the modern era with various cultural activities.,30.0084146,31.2456711,https://maps.app.goo.gl/nY6pJ7TV4sEUgUQY7,tourist place,2025-01-02T17:53:09.000000Z
137,40,Giza,Egypt,The Pyramids of Giza and the Great Sphinx,"{'Information about this activity.': [""The Sphinx and the Pyramids, undoubtedly, offer the best start to your tour of Cairo's top tourist attractions, where you can experience Egyptian civilization at its grandest, amidst notable development of various service centers around the archaeological area!"", ""There are many activities you can enjoy in this stunning area, which is one of Egypt's top tourist destinations, not just in Cairo. For example:  Watching the pyramids at night with unmissable night celebrations Unique views of one of the Seven Wonders of the World Visiting the Great Sphinx Capturing photographs of these ancient archaeological sites Shopping for artifacts and small statues shaped like pyramids and the Sphinx Riding camels and horses in an exciting tour around the pyramids, offering breathtaking views from all angles The “Sound and Light” show that brings the secrets of ancient Egyptian civilization to life in a one-hour performance.""], 'Location': ['The three pyramids and the Sphinx are located on the Giza Plateau in the Pyramid area.'], 'Working Hours': ['You can enter the three pyramids at any time between 7 AM and 5 PM.']}","The Pyramids and Sphinx in Giza, among the ancient wonders of the world, are unique exhibits and an amazing tourist experience.",29.9773008,31.1276246,https://maps.app.goo.gl/9mU9gduNKcybVNAN9,tourist place,2025-01-02T17:23:25.000000Z
136,33,Luxor,Egypt,Luxor flying balloon and hot air balloons,"{'Information about this activity.': ['Luxor is the only governorate in Egypt that organizes hot air balloon rides, competing with European countries and ranking fourth globally.', ""Hot air balloon riders soaring above the skies of Luxor enjoy breathtaking views of the city's natural beauty, including the Nile River and ancient temples along its banks. The journey begins from the West Bank, rich with hundreds of Pharaonic tombs, reaching an altitude of 2,000 feet and lasting between 45 to 60 minutes."", 'In Luxor Governorate, there are over 14 companies specialized in hot air balloon rides, and you can contact any of them to book a flight. Each tour includes several activities, such as:  Riding riverboats to reach the balloon airport. Enjoying breakfast provided by the airline. Watching the balloon inflation process. Viewing various historical landmarks and natural features.'], 'Location': ['In front of Queen Hatshepsut Temple, West Bank area, Luxor Governorate.'], 'Working Hours': ['Hot air balloon rides start from 5 AM and continue until after sunset.']}",The adventure of flying over a third of the world's monuments.,25.6909601,32.6018934,https://maps.app.goo.gl/acpoDsXx2MY8bLEe7,tourist place,2025-01-02T16:34:17.000000Z
135,33,Luxor,Egypt,Mummification Museum,"{'Information about this activity.': ['The Mummification Museum is one of the most prominent tourist attractions in Luxor. It highlights one of the most significant practices of the ancient Egyptians, the process of mummification, whose precise techniques remain a mystery to scientists to this day.', 'The Mummification Museum showcases all the tools historically used in the mummification process, along with displaying mummies of animals and high priests of the god Amun-Ra. The museum is divided into several sections: Exhibition Hall, Lecture Hall, Documentary Films Hall, Cafeteria Hall'], 'Location': ['Corniche El Nile Street, north of Luxor Temple.'], 'Working Hours': ['The visiting hours for the Mummification Museum are divided into two daily sessions:', 'First: From 9:00 AM to 1:00 PM', 'Second: From 5:00 PM to 8:00 PM']}",The Mummification Museum in Luxor displays tools and mummies that highlight the secrets of ancient Egyptian mummification rituals.,25.7023214,32.6349788,https://maps.app.goo.gl/Tddqgd7RBTRttuNU8,tourist place,2025-01-02T16:04:25.000000Z
134,33,Luxor,Egypt,Deir el-Bahri Temple,"{'Information about this activity': ['The Mortuary Temple of Deir el-Bahari holds many fascinating stories. Visitors can discover them while exploring its temples and Pharaonic tombs carved into the rocks, which house 40 ancient mummies.', ""Queen Hatshepsut built this temple to perform religious rituals and display the history of her powerful kingdom on its walls and carvings. The Mortuary Temple of Deir el-Bahari is divided into three temples, each belonging to a Pharaoh: Temple of Hatshepsut: Composed of three tiers with prominent rocky curves, featuring stone columns, statues of the god Osiris, and Queen Hatshepsut herself. Temple of Thutmose III: Located at the center of Deir el-Bahari, it includes a grand hall with 80 columns adorned with papyrus flowers and the sacred boat of Amun-Ra, one of the most revered ancient Egyptian gods. Temple of Mentuhotep II: Positioned on the Nile's bank before ancient Thebes, this funerary temple serves as a monumental tomb honoring the king's status among the realms of the dead.""], 'Location': ['Behind the Valley of the Kings, near the Al-Wahat Al-Kharga district.'], 'Working Hours': ['Entry to the Mortuary Temple of Hatshepsut is allowed from 8:00 AM to 5:00 PM.']}","A magnificent Pharaonic temple in Luxor with delicate carvings, tombs and majestic architecture.",25.7372656,32.6051598,https://maps.app.goo.gl/Cy41qzioYZaEzh3e7,tourist place,2025-01-02T15:41:57.000000Z
133,33,Luxor,Egypt,Luxor Museum,"{'History': ['The Luxor Museum itself is a testament to Egyptian history, having opened in 1975. It currently houses nearly 400 archaeological pieces.'], 'Location': ['The Luxor Temple is located on Corniche El Nile Street, in the heart of Luxor Governorate.'], 'Visiting Hours': ['The Luxor Museum is open to visitors daily in two sessions:', 'The first session: from 9 AM to 4 PM', 'The second session: from 5 PM to 10 PM'], 'Tour Experience': ['From the moment you enter, the tour at the Luxor Museum begins by passing through the glass gates.', ""The museum's halls are designed to offer panoramic displays, with dim lighting to highlight the prominent Pharaonic artifacts on display.""], 'Artifacts': ['The Karnak Stele', 'The alabaster statue of the god Sobek', 'Statues of King Akhenaten', 'Engraved Thutmose Stones', 'Statue of King Amenhotep III', 'The war chariot of King Tutankhamun', 'The statue of Thutmose III made from schist', 'The limestone stele of King Kamose', 'The royal mummies of Ahmose I and Ramses I']}","Luxor Museum displays Pharaonic artifacts including statues, mummies and historical treasures.",25.707618,32.6419742,https://maps.app.goo.gl/p9AAjBXV31a5pjMZ7,tourist place,2025-01-01T18:39:34.000000Z
