id,city_id,city_name,country_name,name,description,short_description,latitude,longitude,location,type,created_at
394,76,Gudauri,Georgia,Gochits Burger Gudauri,"{'Information:': ['A restaurant in serving fresh and grilled burgers perfectly with high -quality ingredients and a comfortable atmosphere that suits all visitors, especially after a day of ski'], 'Restaurant features:': ['Specialized in serving fresh grilled burgers', 'High -quality ingredients and delicious meals', 'Comfortable and ideal atmosphere after ski', 'Quick and Woodwind service', 'Interior and exterior sessions with a beautiful look'], 'Main dishes:': ['Gucchets Classic Burger - Grilled Meat with Fresh Cheese and Vegetables', 'Double Cheese - two slices of meat with double cheese and special sauce', 'Crimea chicken burger - crunchy chicken with special sauce', 'Cheese potatoes - golden potatoes covered with delicious cheese', 'Milk Chic with various flavors - a refreshing drink that complements your meal'], 'working hours:': ['Sunday to Thursday: 11:00 AM - 11:00 pm', 'Friday and Saturday: 11:00 AM - 12:00 midnight']}","Gochits Burger offers fresh grilled burger with high -quality ingredients and a comfortable atmosphere, perfect for burger fans after skiing.",42.4604485,44.4818426,https://maps.app.goo.gl/vkj1Mtnb6PedxVfd7,restaurant,2025-02-26T00:01:15.000000Z
742,82,Plav,Montenegro,Salerno camp,"{'Location': [""Rain, Montenegro, 2.2 km from Lake's Rain.""], 'Services & Facilities': ['Free Wi-Fi, garden, terrace, picnic area, free parking, paid airport shuttle.'], 'Rooms': ['Private bathroom, well-fitted kitchen, oven, fridge, stovetop, satellite TV, balcony.'], 'Nearby Attractions': ['Plav Lake', 'The curse of National Park']}","Renovated holiday home with scenic views, modern amenities, and a peaceful setting.",42.5917431,19.9433626,https://maps.app.goo.gl/vVZcdzARb2frT1LfA,hotel,2025-02-25T23:54:50.000000Z
393,76,Gudauri,Georgia,GRIZZLY BAR,"{'Information:': ['The bar characterized by its warm and comfortable atmosphere offers a variety of drinks and delicious meals with a great view of the mountains and the perfect atmosphere after skiing.'], 'Bar features:': ['A warm and comfortable atmosphere with a wonderful view of the Caucasus Mountains', 'A variety of drinks menu, alcoholic and alcoholic', 'Live music and enjoyable social atmosphere', 'Internal and external sessions that suit all times', 'A friendly and ideal service after a day of ski'], 'Main dishes:': ['Grizli Burger - Grill meat with cheese and special sauce', 'Grilled steak - spilled and mutilated soft meat', 'Hot soup with cream - ideal for cold atmosphere', 'Crocalized chicken wings - a barcio or hot flavor', 'Wafil with honey and fruits - delicious desserts for sweets lovers'], 'working hours:': ['Sunday to Thursday: 12:00 pm - 12:00 midnight', 'Friday and Saturday: 12:00 pm - 2:00 am']}","GRIZZLY BAR offers a warm atmosphere with various drinks and delicious meals, ideal for relaxation after skiing and enjoying the look.",42.4701344,44.4907276,https://maps.app.goo.gl/GcztbkGuowiPbHyr6,restaurant,2025-02-25T23:54:25.000000Z
392,76,Gudauri,Georgia,Black Dog Bar,"{'Information:': ['A famous bar with its vibrant atmosphere and offers a variety of drinks and snacks with enjoyable music and a friendly atmosphere that fits travelers and ski lovers.'], 'Bar features:': ['A vibrant atmosphere with great music', 'A favorite place for ski lovers and travelers', 'A variety of alcoholic and non -alcoholic drinks', 'Warm and exterior internal sessions with a beautiful look', 'Wormy service and enjoyable social atmosphere'], 'Main dishes:': ['Black Doug - Grilled Burger with Cheese and Special sauce', 'Spicie chicken wings - crunchy wings with hot sauce', 'Niaz with cheese and meat - a delicious Mexican snack', 'Hot cream soup - perfect for cold atmosphere', 'Pan cake with chocolate - delicious dessert for sweets lovers'], 'working hours:': ['Sunday to Thursday: 2:00 pm - 12:00 midnight', 'Friday and Saturday: 2:00 pm - 2:00 am']}","Black Dog Bar offers a vital atmosphere with various drinks and delicious meals, ideal for skiing and relaxing lovers.",42.4694999,44.4915036,https://maps.app.goo.gl/mTjfrVfTPfvqgBrV9,restaurant,2025-02-25T23:46:27.000000Z
741,82,Plav,Montenegro,Rooms Lida & Friendly home,"{'Location': [""Rain, Montenegro, 1.6 km from Lake's Rain.""], 'Services & Facilities': ['Free Wi-Fi, terrace, garden, barbecue, free parking, paid airport shuttle.'], 'Rooms': ['Seating area, some with flat-screen TV, kitchen, dishwasher, private bathroom, hot tub.'], 'Nearby Attractions': ['Plav Lake', 'The curse of National Park']}","Cozy guesthouse with scenic views, garden, and comfortable family-friendly rooms.",42.6060064,19.9278689,https://maps.app.goo.gl/Be7LWzfP9c6EmxJHA,hotel,2025-02-25T23:44:20.000000Z
740,82,Plav,Montenegro,Eco Village Jasavic,"{'Location': [""Rain, Montenegro, 2.5 km from Lake's Rain.""], 'Services & Facilities': ['Free Wi-Fi, shared kitchen, garden, terrace, car hire, paid airport shuttle, free parking.'], 'Rooms': ['Fully equipped kitchen, oven, fridge, balcony, outdoor dining area, bed linen, towels.'], 'Nearby Attractions': ['Plav Lake', 'The curse of National Park']}","Eco-friendly village with scenic views, outdoor dining, and nature activities.",42.5934524,19.9539654,https://maps.app.goo.gl/JjwaNTs8tAuuRiVs5,hotel,2025-02-25T23:38:02.000000Z
391,76,Gudauri,Georgia,Gudauri Travel Bar,"{'Information:': ['An ideal destination for travel and ski lovers offers various drinks and snacks in a comfortable atmosphere with great music and mountain views.'], 'Bar features:': ['Comfortable atmosphere with great music', 'A stunning view of the Caucasus Mountains', 'A variety of hot and cold drinks', 'Perfect place to relax after ski', 'A friendly service and a suitable atmosphere for travelers and adventurers'], 'Main dishes:': ['Burger Judaore Travel - Grilled meat with cheese and fresh vegetables', 'Nashoz with cheese and sauce - a delicious Mexican snack', 'Warm soup with cream - ideal for cold winter days', 'Grilled chicken sandwich - grilled chicken with a special sauce', 'Chocolate waffle - delicious dessert for sweets lovers'], 'working hours:': ['Sunday to Thursday: 1:00 pm - 12:00 midnight', 'Friday and Saturday: 1:00 pm - 2:00 am']}","Gudauri Travel Bar provides a comfortable atmosphere with a variety of drinks and a great look, perfect for relaxation after skiing.",42.4698571,44.489939,https://maps.app.goo.gl/VA9sGT84pHp3LxHUA,restaurant,2025-02-25T23:36:47.000000Z
739,82,Plav,Montenegro,Sara apartments,"{'Location': ['Plav, Montenegro, 400 meters from Plav Lake.'], 'Services & Facilities': ['Free Wi-Fi, garden, terrace, free private parking, paid airport shuttle.'], 'Rooms': ['Private entrance, fully equipped kitchen, oven, stovetop, private bathroom, heating.'], 'Nearby Attractions': ['Plav Lake', 'The curse of National Park']}","Cozy renovated apartments with a terrace, kitchen, and scenic surroundings.",42.5969659,19.9335858,https://maps.app.goo.gl/tP1gN92B1qzoxBgB7,hotel,2025-02-25T23:27:03.000000Z
738,82,Plav,Montenegro,Hotel 5E,"{'Location': ['Plav, Montenegro, near the town center.'], 'Services & Facilities': ['Free Wi-Fi, restaurant, bar, room service, 24-hour front desk, parking.'], 'Rooms': ['Air-conditioned, flat-screen TV, minibar, private bathroom, comfortable beds.'], 'Nearby Attractions': ['Plav Lake', 'The curse of National Park']}","A scenic valley with lush nature and historical significance, perfect for outdoor activities and relaxation.",42.6078299,19.9236667,https://maps.app.goo.gl/HFwAT7mk4UUrNBqS8,hotel,2025-02-25T23:21:37.000000Z
390,76,Gudauri,Georgia,Snow Time Bar,"{'Information:': ['The perfect place to relax after a day of skiing, serving various drinks and snacks in a warm and comfortable atmosphere with mountain views.'], 'Bar features:': ['A perfect warm and comfortable atmosphere after skiing', 'Wonderful view of the Caucasus Mountains', 'A variety of hot and cold drinks', 'Live music and an enjoyable atmosphere for visitors', 'A friendly service and comfortable seating places'], 'Main dishes:': ['Snow Time Burger - fresh meat with cheese and vegetables', 'Hot chicken wings - crunchy wings with hot sauce', 'Hot cream soup - perfect for cold atmosphere', 'Margareta Pizza - Traditional Italian Pizza with Mozarella cheese', 'Chocolate Crepe - Light and Delicious Candy'], 'working hours:': ['Sunday to Thursday: 12:00 pm - 12:00 midnight', 'Friday and Saturday: 12:00 pm - 2:00 am']}","Snow Time Bar is an ideal place to relax after skiing, serving various drinks and snacks in a warm atmosphere.",42.4623902,44.4797343,https://maps.app.goo.gl/WEKTT5R9Tfexs9ce9,restaurant,2025-02-25T23:20:43.000000Z
