id,city_id,city_name,country_name,name,description,short_description,latitude,longitude,location,type,created_at
474,84,Mitrovica,Kosovo,Isa Beg Mosque,"{'Info': ['A historic Ottoman-era mosque in Mitrovica, known for its traditional Islamic architecture.', 'Built during the Ottoman rule, it stands as one of the oldest mosques in the region.'], 'Key Features': ['Elegant minaret, intricate Islamic calligraphy, and a peaceful courtyard.'], 'Visiting Tips': ['Respect prayer times, dress modestly, and visit during daylight hours.']}",A historic Ottoman mosque reflecting Islamic heritage in Mitrovica.,42.895508,20.8420633,https://maps.app.goo.gl/GnGKkqSQrtgnLVNu9,tourist place,2025-02-27T20:07:02.000000Z
473,76,Gudauri,Georgia,"Gudauri Gondola ""Ghandi""","{'Information:': ['Gudauri Gondola ""Ghandi"" is a modern cable car offering stunning panoramic views and easy access to the Caucasus peaks.'], 'Historical importance:': ['Gandul ""Gandhi"" is one of the most important means of transportation in the Judauri resort, as it was created to facilitate the access of visitors and skiers to high peaks, which enhances the experience of skiing and enjoying stunning views.'], 'The most prominent landmarks:': ['A modern cable car provides a comfortable trip to the top of the mountain with amazing panoramic looks.', 'An ideal starting point for skiers and hikers to explore the Caucasus Mountains.', 'A great experience for photographing and enjoying the snow scene from high altitudes.'], 'working hours:': ['It works daily during the ski season from 10:00 am to 5:00 pm (times may vary depending on weather conditions).']}","Gudauri Gondola ""Ghandi"" offers a stunning cable car experience with breathtaking views of the Caucasus Mountains and ski trails.",42.4708504,44.489302,https://maps.app.goo.gl/YF5LbtbCNmp93Mab7,tourist place,2025-02-27T20:02:24.000000Z
472,76,Gudauri,Georgia,Go Gudauri spa,"{'Information:': ['Go Gudauri Spa is a luxurious relaxation center in Judaore and provides massage sessions, sauna and vapor bathrooms with a wonderful mountainous view.'], 'Historical importance:': ['It is one of the latest spa centers in Godauri, where it combines traditional treatments and modern technologies, making it an ideal destination for relaxation after a day of skiing.'], 'The most prominent landmarks:': ['Professional massage sessions using natural oils.', 'Sauna and steam bath to enhance relaxation and renew the activity.', 'Warm water baths with great looks on the Caucasus Mountains.', 'Skin and body care services using natural products.'], 'working hours:': ['It opens daily from 10:00 am to 10:00 pm (times may vary depending on the season).']}","Go Gudauri Spa is an ideal relaxing destination, including a sauna, massage and vapor bathrooms with a great view of the Caucasus Mountains.",42.4720041,44.4912537,https://maps.app.goo.gl/d8HNd7tSkHA1G2NZ9,tourist place,2025-02-27T19:48:41.000000Z
471,84,Mitrovica,Kosovo,Church of Saint Demetrius in Mitrovica,"{'Info': ['A Serbian Orthodox church built on a hill overlooking North Mitrovica.', 'Constructed in 2005 as a replacement for an older church in South Mitrovica, reflecting post-war ethnic divisions.'], 'Key Features': ['Traditional Serbian Orthodox architecture, a prominent bell tower, and religious frescoes.'], 'Visiting Tips': ['Respect religious customs; best visited during daylight hours for scenic views of the city.']}",A Serbian Orthodox church symbolizing faith and resilience in Mitrovica.,42.8954153,20.860088,https://maps.app.goo.gl/u9Ntn7mwjLDDuuDG6,tourist place,2025-02-27T18:35:41.000000Z
470,84,Mitrovica,Kosovo,Mitrovica Bridge,"{'Info': ['A significant bridge over the Ibar River, symbolizing the division between North and South Mitrovica.', 'Represents ethnic and political tensions between Kosovo Albanians and Serbs since the Kosovo War.'], 'Key Features': ['Concrete structure, often monitored by peacekeeping forces, and a key crossing point in the city.']}",A historic bridge symbolizing division and reconciliation efforts in Mitrovica.,42.8912599,20.8634274,https://maps.app.goo.gl/S1qzqqhsa65WD8pp7,tourist place,2025-02-27T18:23:42.000000Z
469,76,Gudauri,Georgia,Gudai ski Georgia,"{'Information:': ['The Gudauri Resort is an ideal destination for winter sports lovers as it provides a soft, perfect snow for free skiing, with picturesque views of the Caucasus Mountains, making it one of the best skiing destinations in Eastern Europe.'], 'Historical importance:': ['Judauri is one of the most famous ski resorts in Georgia, located at an altitude of 2,200 meters above sea level and began to develop it in the Soviet era, but it flourished after independence to become a global destination for winter sports lovers.'], 'The most prominent landmarks:': ['Ski tracks suitable for all levels, from beginners to professionals.', 'Various activities such as ice skiing, cable car ride, and umbrella jumping over the mountains covered with snow.', 'Charming views of the Caucasus Mountains.', 'Luxurious hotels and resorts provide a distinctive accommodation experience.'], 'working hours:': ['The resort opens its doors throughout the week during the winter season (December - April) from 10:00 am to 5:00 pm (working hours may vary according to weather conditions).']}","Judauri, a famous ski resort in Georgia, features wide paths, perfect snow, and great views of the Caucasus.",42.4755433,44.477892,https://maps.app.goo.gl/UykWHVxJKBG7jKjL7,tourist place,2025-02-27T18:20:28.000000Z
468,76,Gudauri,Georgia,Tsar Bani,"{'Information:': ['(TSAR Bani) is a luxurious spa complex located in the Judauri mountain resort in Georgia and is considered one of the highest traditional Russian baths in the world and the complex provides a unique relaxation experience that combines Russian traditions with Georgian hospitality with picturesque views of the Caucasus Mountains.'], 'Historical importance:': ['Tsar Bani was opened in 2014 and soon gained fame as one of the most prominent tourist destinations in Godauri and in 2015 and was honored as one of the best accommodations according to Booking.com, which reflects the level of service and excellence it provides.'], 'The most prominent landmarks:': ['Traditional Russian baths: The complex offers traditional steam baths with massage sessions using tree branches (Phoenic), which enhances the experience of relaxation and renewal.', 'Comfortable accommodation: Tsar Bani provides luxury rooms with panoramic views of the surrounding mountains with all modern amenities.', 'Integrated spa services: In addition to the bathrooms, the complex offers various massage sessions and cosmetic treatments using local natural products.'], 'working hours:': ['Tsar Bani works daily from 10:00 am until 10:00 pm, and it is advised to pre -book to ensure the availability of service, especially during the tourist peak season.']}","Tzar Bani in Judauri, Georgia, a luxury spa that offers traditional Russian baths with picturesque views of the Caucasus Mountains.",42.4695778,44.4801162,https://maps.app.goo.gl/RdQGqYY6srJW48Gg7,tourist place,2025-02-27T17:57:30.000000Z
467,76,Gudauri,Georgia,White Rabbit Snow Park,"{'Information:': ['White Rabit Snow Park is an ideal destination for winter sports fans and snow adventures as it provides spaces for skiing and skating amid picturesque landscapes.'], 'Historical importance:': ['It is one of the latest snow parks in the region as it was developed to enhance winter tourism and provide a unique experience for visitors.'], 'The most prominent landmarks:': ['Various skiing tracks suitable for all levels.', 'Skin areas for free skiing and ice skating.', ""A suitable environment for families with children's play areas.""], 'working hours:': ['Daily from 9:00 am to 6:00 pm.']}",White Rabit Snow Park is an ideal destination for ski lovers and provides various paths and a great winter atmosphere in Gudauri.,42.4926329,44.4931557,https://maps.app.goo.gl/Va2dPeygiRStmPA7A,tourist place,2025-02-27T16:18:33.000000Z
745,73,LONDON,United Kingdom,Pinto Tower Apartments,"{'Location': ['Pinto Tower Apartments, located in the heart of London, offering convenient access to key attractions and transport links.'], 'Services & Facilities': ['Spacious apartments with fully-equipped kitchens, modern furniture, en-suite bathrooms, and living areas.'], 'Nearby Attractions': ['Westminster Abbey', 'Hyde Park', 'Oxford Street', 'Covent Garden', 'The British Museum']}","Pinto Tower Apartments provide modern, self-catering accommodations with a central location, ideal for both short and extended stays.",51.4803195,-0.1287688,https://maps.app.goo.gl/DTxFb2S2vNS2epeYA,hotel,2025-02-27T15:14:38.000000Z
422,73,LONDON,United Kingdom,The Queen of Sheba Restaurant,"{'Info': ['An Ethiopian restaurant offering a wide range of traditional Ethiopian dishes in a welcoming environment.'], 'Restaurant Features': ['Cozy setting with a traditional Ethiopian ambiance and communal dining style.'], 'Main Dishes': ['Injera, Doro Wat (spicy chicken stew), Tibs, Kitfo, Vegetarian combinations, and traditional Ethiopian coffee.'], 'Working Hours': ['Monday - Sunday: 12:00 PM - 10:00 PM.']}","The Queen of Sheba offers authentic Ethiopian cuisine with a warm, communal dining experience.",51.5522629,-0.1408331,https://maps.app.goo.gl/AJgeXv6697AdwmNt6,restaurant,2025-02-27T15:08:10.000000Z
